"plh0164","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1989","Couple + C. LE and GT 16","East Germany","","","","","3"
"3 on Scale 1 to 10","1989","1-pers.-HH","West Germany","44","0.0405309399243091","0.0278568891776778","0.0532049906709404","3"
"3 on Scale 1 to 10","1989","(Married) couple without C. ","West Germany","74","0.0355528002914182","0.027412957150807","0.0436926434320294","3"
"3 on Scale 1 to 10","1989","(Married) couple without C. ","East Germany","","","","","3"
"3 on Scale 1 to 10","1989","Single parent ","West Germany","24","","","","3"
"3 on Scale 1 to 10","1989","Couple + C. LE 16 ","West Germany","85","0.0337156598133123","0.025687947868067","0.0417433717585577","3"
"3 on Scale 1 to 10","1989","1-pers.-HH","East Germany","","","","","3"
"3 on Scale 1 to 10","1989","Couple + C. LE 16 ","East Germany","","","","","3"
"3 on Scale 1 to 10","1989","Couple + C. GT 16 ","West Germany","78","0.0306285016043783","0.0229530592697886","0.0383039439389681","3"
"3 on Scale 1 to 10","1989","Couple + C. LE and GT 16","West Germany","57","0.0498245514134294","0.0354569676504931","0.0641921351763658","3"
"3 on Scale 1 to 10","1989","Couple + C. GT 16 ","East Germany","","","","","3"
"4 on Scale 1 to 10","1989","1-pers.-HH","West Germany","42","0.0432386515253528","0.0301665775017789","0.0563107255489266","4"
"4 on Scale 1 to 10","1989","1-pers.-HH","East Germany","","","","","4"
"4 on Scale 1 to 10","1989","(Married) couple without C. ","East Germany","","","","","4"
"4 on Scale 1 to 10","1989","Couple + C. LE 16 ","West Germany","85","0.0321985801556519","0.0243473995771594","0.0400497607341444","4"
"4 on Scale 1 to 10","1989","Single parent ","West Germany","27","","","","4"
"4 on Scale 1 to 10","1989","(Married) couple without C. ","West Germany","89","0.0439744745158303","0.0349613582327537","0.0529875907989069","4"
"4 on Scale 1 to 10","1989","Single parent ","East Germany","","","","","4"
"4 on Scale 1 to 10","1989","Couple + C. GT 16 ","East Germany","","","","","4"
"4 on Scale 1 to 10","1989","Couple + C. LE 16 ","East Germany","","","","","4"
"4 on Scale 1 to 10","1989","Couple + C. GT 16 ","West Germany","103","0.0477253201921404","0.0382290960159607","0.0572215443683202","4"
"4 on Scale 1 to 10","1989","Couple + C. LE and GT 16","East Germany","","","","","4"
"4 on Scale 1 to 10","1989","Couple + C. LE and GT 16","West Germany","40","0.0424378410687117","0.0291265473798513","0.0557491347575721","4"
"5 on Scale 1 to 10","1989","1-pers.-HH","East Germany","","","","","5"
"5 on Scale 1 to 10","1989","(Married) couple without C. ","West Germany","311","0.153717755930715","0.137863001003933","0.169572510857498","5"
"5 on Scale 1 to 10","1989","(Married) couple without C. ","East Germany","","","","","5"
"5 on Scale 1 to 10","1989","Couple + C. GT 16 ","West Germany","274","0.143046658655963","0.127450671757441","0.158642645554485","5"
"5 on Scale 1 to 10","1989","Couple + C. LE 16 ","East Germany","","","","","5"
"5 on Scale 1 to 10","1989","Couple + C. GT 16 ","East Germany","","","","","5"
"5 on Scale 1 to 10","1989","Single parent ","West Germany","81","0.194537806402306","0.157339081786472","0.231736531018141","5"
"5 on Scale 1 to 10","1989","Single parent ","East Germany","","","","","5"
"5 on Scale 1 to 10","1989","Couple + C. LE 16 ","West Germany","290","0.147672836199869","0.13189392794225","0.163451744457487","5"
"5 on Scale 1 to 10","1989","Couple + C. LE and GT 16","West Germany","150","0.168808843811567","0.144074055872012","0.193543631751121","5"
"5 on Scale 1 to 10","1989","Couple + C. LE and GT 16","East Germany","","","","","5"
"5 on Scale 1 to 10","1989","1-pers.-HH","West Germany","160","0.174045769659268","0.149677968420385","0.198413570898152","5"
"6 on Scale 1 to 10","1989","1-pers.-HH","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","(Married) couple without C. ","West Germany","192","0.0975531764832127","0.0845103589404614","0.110595994025964","6"
"6 on Scale 1 to 10","1989","1-pers.-HH","West Germany","89","0.0896679246308808","0.0713057083509896","0.108030140910772","6"
"6 on Scale 1 to 10","1989","(Married) couple without C. ","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","Couple + C. LE 16 ","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","Couple + C. GT 16 ","West Germany","190","0.10323377056739","0.0896804430838035","0.116787098050977","6"
"6 on Scale 1 to 10","1989","Couple + C. LE and GT 16","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","Couple + C. LE 16 ","West Germany","233","0.1135579842055","0.0994469942767837","0.127668974134216","6"
"6 on Scale 1 to 10","1989","Couple + C. LE and GT 16","West Germany","88","0.0864241493164899","0.0678696175565593","0.104978681076421","6"
"6 on Scale 1 to 10","1989","Single parent ","West Germany","38","0.0787623550642749","0.0534490619836575","0.104075648144892","6"
"6 on Scale 1 to 10","1989","Single parent ","East Germany","","","","","6"
"6 on Scale 1 to 10","1989","Couple + C. GT 16 ","East Germany","","","","","6"
"7 on Scale 1 to 10","1989","(Married) couple without C. ","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","Couple + C. LE 16 ","West Germany","315","0.173767265847164","0.156914986066314","0.190619545628014","7"
"7 on Scale 1 to 10","1989","Single parent ","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","Couple + C. LE 16 ","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","Couple + C. GT 16 ","West Germany","284","0.153066843697708","0.137028461978111","0.169105225417306","7"
"7 on Scale 1 to 10","1989","Couple + C. GT 16 ","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","1-pers.-HH","West Germany","132","0.136638972594145","0.114564510433061","0.15871343475523","7"
"7 on Scale 1 to 10","1989","1-pers.-HH","East Germany","","","","","7"
"7 on Scale 1 to 10","1989","(Married) couple without C. ","West Germany","307","0.152720382810356","0.136907837521391","0.168532928099321","7"
"7 on Scale 1 to 10","1989","Single parent ","West Germany","56","0.137536469868908","0.105170936456171","0.169902003281644","7"
"7 on Scale 1 to 10","1989","Couple + C. LE and GT 16","West Germany","127","0.156051675828639","0.132088063629604","0.180015288027674","7"
"7 on Scale 1 to 10","1989","Couple + C. LE and GT 16","East Germany","","","","","7"
"8 on Scale 1 to 10","1989","Couple + C. LE and GT 16","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","1-pers.-HH","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","(Married) couple without C. ","West Germany","409","0.215681046757007","0.197601303985963","0.233760789528052","8"
"8 on Scale 1 to 10","1989","(Married) couple without C. ","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","Single parent ","West Germany","72","0.158424302257841","0.124111123167005","0.192737481348676","8"
"8 on Scale 1 to 10","1989","Couple + C. LE 16 ","West Germany","380","0.211835221584132","0.19366203541839","0.230008407749874","8"
"8 on Scale 1 to 10","1989","Couple + C. LE 16 ","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","Couple + C. GT 16 ","West Germany","441","0.233120910333681","0.214286610593324","0.251955210074038","8"
"8 on Scale 1 to 10","1989","Couple + C. GT 16 ","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","Single parent ","East Germany","","","","","8"
"8 on Scale 1 to 10","1989","Couple + C. LE and GT 16","West Germany","154","0.199693564446843","0.173295606909414","0.226091521984273","8"
"8 on Scale 1 to 10","1989","1-pers.-HH","West Germany","210","0.238958962278593","0.211551279660541","0.266366644896644","8"
"9 on Scale 1 to 10","1989","(Married) couple without C. ","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","Single parent ","West Germany","58","0.151971480376809","0.118235779399581","0.185707181354036","9"
"9 on Scale 1 to 10","1989","Couple + C. LE 16 ","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","Couple + C. GT 16 ","West Germany","215","0.118057674473753","0.103684171627012","0.132431177320495","9"
"9 on Scale 1 to 10","1989","(Married) couple without C. ","West Germany","213","0.10868570760567","0.0950039606180365","0.122367454593304","9"
"9 on Scale 1 to 10","1989","Couple + C. GT 16 ","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","Couple + C. LE and GT 16","West Germany","85","0.112843513687322","0.0919506219804095","0.133736405394234","9"
"9 on Scale 1 to 10","1989","Couple + C. LE and GT 16","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","1-pers.-HH","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","Single parent ","East Germany","","","","","9"
"9 on Scale 1 to 10","1989","Couple + C. LE 16 ","West Germany","197","0.114656008646179","0.100485745675205","0.128826271617153","9"
"9 on Scale 1 to 10","1989","1-pers.-HH","West Germany","94","0.0995105464383274","0.0802716353458444","0.11874945753081","9"
"0 Completely dissatisfied","1990","1-pers.-HH","East Germany","","","","","0"
"0 Completely dissatisfied","1990","(Married) couple without C. ","West Germany","","","","","0"
"0 Completely dissatisfied","1990","(Married) couple without C. ","East Germany","","","","","0"
"0 Completely dissatisfied","1990","Single parent ","West Germany","","","","","0"
"0 Completely dissatisfied","1990","Single parent ","East Germany","","","","","0"
"0 Completely dissatisfied","1990","Couple + C. LE 16 ","West Germany","","","","","0"
"0 Completely dissatisfied","1990","Couple + C. LE 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1990","Couple + C. GT 16 ","West Germany","","","","","0"
"0 Completely dissatisfied","1990","Couple + C. GT 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1990","1-pers.-HH","West Germany","","","","","0"
"0 Completely dissatisfied","1990","Couple + C. LE and GT 16","West Germany","","","","","0"
"0 Completely dissatisfied","1990","Couple + C. LE and GT 16","East Germany","","","","","0"
"1 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","Single parent ","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","(Married) couple without C. ","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","1-pers.-HH","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","(Married) couple without C. ","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","Single parent ","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE 16 ","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","","","","","1"
"1 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","","","","","1"
"10 Completely satisfied","1990","1-pers.-HH","East Germany","","","","","10"
"10 Completely satisfied","1990","Couple + C. LE 16 ","West Germany","","","","","10"
"10 Completely satisfied","1990","1-pers.-HH","West Germany","","","","","10"
"10 Completely satisfied","1990","(Married) couple without C. ","West Germany","","","","","10"
"10 Completely satisfied","1990","(Married) couple without C. ","East Germany","","","","","10"
"10 Completely satisfied","1990","Single parent ","West Germany","","","","","10"
"10 Completely satisfied","1990","Single parent ","East Germany","","","","","10"
"10 Completely satisfied","1990","Couple + C. LE 16 ","East Germany","","","","","10"
"10 Completely satisfied","1990","Couple + C. GT 16 ","West Germany","","","","","10"
"10 Completely satisfied","1990","Couple + C. GT 16 ","East Germany","","","","","10"
"10 Completely satisfied","1990","Couple + C. LE and GT 16","West Germany","","","","","10"
"10 Completely satisfied","1990","Couple + C. LE and GT 16","East Germany","","","","","10"
"2 on Scale 1 to 10","1990","1-pers.-HH","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE 16 ","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","(Married) couple without C. ","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","(Married) couple without C. ","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","Single parent ","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","Single parent ","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","","","","","2"
"2 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","2"
"2 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","2"
"3 on Scale 1 to 10","1990","Single parent ","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","1-pers.-HH","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","(Married) couple without C. ","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","Single parent ","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","(Married) couple without C. ","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE 16 ","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","","","","","3"
"3 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","3"
"4 on Scale 1 to 10","1990","(Married) couple without C. ","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","Single parent ","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","1-pers.-HH","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","(Married) couple without C. ","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","Single parent ","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE 16 ","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","","","","","4"
"5 on Scale 1 to 10","1990","1-pers.-HH","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","(Married) couple without C. ","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","(Married) couple without C. ","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","Single parent ","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","Single parent ","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. LE 16 ","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","","","","","5"
"5 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","5"
"6 on Scale 1 to 10","1990","1-pers.-HH","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","(Married) couple without C. ","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","Single parent ","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","Single parent ","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE 16 ","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","(Married) couple without C. ","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","6"
"7 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","(Married) couple without C. ","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","Single parent ","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","Single parent ","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE 16 ","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","1-pers.-HH","East Germany","","","","","7"
"7 on Scale 1 to 10","1990","(Married) couple without C. ","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","","","","","7"
"8 on Scale 1 to 10","1990","1-pers.-HH","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","Single parent ","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. LE 16 ","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","(Married) couple without C. ","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","(Married) couple without C. ","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","Single parent ","East Germany","","","","","8"
"8 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","8"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","1-pers.-HH","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Single parent ","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","Single parent ","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","East Germany","","","","","9"
"9 on Scale 1 to 10","1990","1-pers.-HH","West Germany","","","","","9"
"0 Completely dissatisfied","1991","1-pers.-HH","East Germany","","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","West Germany","","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","East Germany","","","","","0"
"0 Completely dissatisfied","1991","Single parent ","West Germany","","","","","0"
"0 Completely dissatisfied","1991","Single parent ","East Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","West Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","West Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1991","1-pers.-HH","West Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","West Germany","","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","East Germany","","","","","0"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","","","","","1"
"10 Completely satisfied","1991","1-pers.-HH","West Germany","","","","","10"
"10 Completely satisfied","1991","1-pers.-HH","East Germany","","","","","10"
"10 Completely satisfied","1991","(Married) couple without C. ","West Germany","","","","","10"
"10 Completely satisfied","1991","(Married) couple without C. ","East Germany","","","","","10"
"10 Completely satisfied","1991","Single parent ","West Germany","","","","","10"
"10 Completely satisfied","1991","Single parent ","East Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","West Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","East Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","West Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","East Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","West Germany","","","","","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","East Germany","","","","","10"
"2 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","West Germany","","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","2"
"3 on Scale 1 to 10","1991","1-pers.-HH","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","Single parent ","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","Single parent ","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","1-pers.-HH","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","West Germany","","","","","3"
