"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1984","college entrance qualification","West Germany","18.95","10","100","2","6","27","42","110","14.42","23.48","1","141","8","12"
"1984","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1984","lower secondary degree","West Germany","25.3","15","719","5","8","30","56","120","23.37","27.23","1","210","14","15"
"1984","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","West Germany","20.69","10.72","153","3","5","28","60","120","17.03","24.35","1","120","10","15"
"1984","Other degree","East Germany","","","","","","","","","","","","","",""
"1984","Other degree","West Germany","17.38","11","176","4","7","24","35","80","12.87","21.89","1","365","10","14"
"1984","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1984","secondary school degree","West Germany","21.62","13","199","4","7","21","50","150","17.27","25.97","1","280","10","14"
"1985","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1985","college entrance qualification","West Germany","18","10.8","125","3","7","24","40","90","14.82","21.18","1","90","10","12"
"1985","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1985","lower secondary degree","West Germany","23.18","14","626","5","9","28","49","150","21.15","25.21","1","300","14","14"
"1985","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","West Germany","23.74","10.9","131","3","6","21","35","300","17.24","30.24","1","300","12","16"
"1985","Other degree","East Germany","","","","","","","","","","","","","",""
"1985","Other degree","West Germany","18.24","14","153","5","7","21","38","77","15.66","20.82","0","93","10","15"
"1985","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1985","secondary school degree","West Germany","19.59","14","203","4","7","24","48","100","17.11","22.07","1","127","10","14"
"1986","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1986","college entrance qualification","West Germany","19.37","13","117","4","7","22","44","92","15.75","22.99","0","120","9","14"
"1986","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1986","lower secondary degree","West Germany","23.81","15","627","5","9","30","49","120","21.74","25.88","0","280","14","16"
"1986","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","West Germany","16.67","11.27","135","3","7","20","32","90","12.63","20.71","0","210","12","16"
"1986","Other degree","East Germany","","","","","","","","","","","","","",""
"1986","Other degree","West Germany","19.7","14","164","5","7","25","40","100","16.86","22.54","1","120","11","15"
"1986","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1986","secondary school degree","West Germany","20.4","14","219","4","6","24","42","120","16.65","24.15","1","247","10","14"
"1987","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1987","college entrance qualification","West Germany","20.1","10","121","3","5","27","48","100","15.58","24.62","1","210","8","12"
"1987","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1987","lower secondary degree","West Germany","24.52","15","650","5","9","29","56","165","22.58","26.46","0","222","14","15"
"1987","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","West Germany","15.25","12.27","113","3","7","21","28","60","12.7","17.8","0","60","13","20"
"1987","Other degree","East Germany","","","","","","","","","","","","","",""
"1987","Other degree","West Germany","18.67","10.27","131","3","7","20","30","150","13.15","24.19","0","310","10","15"
"1987","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1987","secondary school degree","West Germany","18.79","10.08","199","3","6","21","48","100","15.94","21.64","1","175","7","11"
"1988","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1988","college entrance qualification","West Germany","26.6","13","111","4","6","25","63","210","20.9","32.3","1","210","8","14"
"1988","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1988","lower secondary degree","West Germany","23.49","14","636","5","8","28","50","140","21.44","25.54","1","271","14","14"
"1988","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1988","no degree/no degree yet","West Germany","13.62","9.45","111","5","5","14","28","80","10.27","16.97","1","110","10","14"
"1988","Other degree","East Germany","","","","","","","","","","","","","",""
"1988","Other degree","West Germany","25","14","125","6","8","21","52","180","18.68","31.32","1","300","11","14"
"1988","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1988","secondary school degree","West Germany","24.38","12","191","4","6","24","60","180","20.5","28.26","1","180","8","12"
"1989","college entrance qualification","East Germany","","","","","","","","","","","","","",""
