"year","hgtyp1hh","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","West Germany","19.12","15","401","4","8","23","42","80","17.5","20.74","1","99","12","15"
"1986","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1986","1-pers.-HH","West Germany","18.87","12","217","4","8","20","40","90","16.35","21.39","0","99","10","16"
"1986","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","West Germany","16.91","12","372","3","6","20","40","90","15.28","18.54","1","99","10","13"
"1986","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","West Germany","21.36","16","503","5","9","29","42","80","19.8","22.92","0","90","15","18"
"1986","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1986","Couple + C. LE and GT 16","West Germany","19.74","12","204","4","6","24","50","80","17.37","22.11","0","80","12","18"
"1986","Single parent","East Germany","","","","","","","","","","","","","",""
"1986","Single parent","West Germany","14.91","10.14","75","3","6","20","30","80","11.75","18.07","1","80","8","14"
"1987","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","West Germany","","","","","","","","","","","","","",""
"1987","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1987","1-pers.-HH","West Germany","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","West Germany","","","","","","","","","","","","","",""
"1987","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1987","Couple + C. LE 16","West Germany","","","","","","","","","","","","","",""
"1987","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1987","Couple + C. LE and GT 16","West Germany","","","","","","","","","","","","","",""
"1987","Single parent","East Germany","","","","","","","","","","","","","",""
"1987","Single parent","West Germany","","","","","","","","","","","","","",""
"1988","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1988","(Married) couple without C.","West Germany","19.38","13.36","429","5","8","22","40","90","17.73","21.03","1","99","12","16"
"1988","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1988","1-pers.-HH","West Germany","19.84","16","166","4","10","27","40","70","17.49","22.19","2","80","12","20"
"1988","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1988","Couple + C. GT 16 ","West Germany","17.02","10","396","4","6","20","40","80","15.45","18.59","1","99","10","12"
"1988","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1988","Couple + C. LE 16","West Germany","21.14","15","514","4","8","25","50","99","19.48","22.8","1","99","14","16"
"1988","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1988","Couple + C. LE and GT 16","West Germany","17.03","10","164","3","6","22","40","90","14.43","19.63","1","95","10","15"
"1988","Single parent","East Germany","","","","","","","","","","","","","",""
"1988","Single parent","West Germany","15.38","10","90","3","6","20","39","80","12.34","18.42","1","80","10","15"
"1989","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1989","(Married) couple without C.","West Germany","19.03","14","452","4","8","20","40","99","17.31","20.75","0","99","12","15"
"1989","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1989","1-pers.-HH","West Germany","23.3","15","204","6","8","30","53","99","20.37","26.23","1","99","12","16"
"1989","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1989","Couple + C. GT 16 ","West Germany","17.82","12","436","4","7","22","40","90","16.31","19.33","0","99","11","15"
"1989","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1989","Couple + C. LE 16","West Germany","21.12","16","510","5","10","30","41","80","19.6","22.64","0","99","14","18"
"1989","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1989","Couple + C. LE and GT 16","West Germany","16.03","12","156","4","6","20","30","80","13.75","18.31","1","90","10","15"
"1989","Single parent","East Germany","","","","","","","","","","","","","",""
"1989","Single parent","West Germany","16.7","10","68","3","6","20","40","75","12.93","20.47","2","75","9","15"
"1990","(Married) couple without C.","East Germany","19.69","16","160","5","8","25","40","80","17.03","22.35","1","95","14","20"
"1990","(Married) couple without C.","West Germany","18.04","12","484","4","8","20","40","90","16.58","19.5","0","99","12","15"
"1990","1-pers.-HH","East Germany","22.71","16","38","5","8","25","45","80","16.42","29","2","80","10","24"
"1990","1-pers.-HH","West Germany","19.46","15","193","5","8","20","40","99","17.19","21.73","1","99","12","17"
"1990","Couple + C. GT 16 ","East Germany","20.15","15","217","6","9","26","40","81","18.08","22.22","0","81","12","16"
"1990","Couple + C. GT 16 ","West Germany","16.52","12","437","4","6","20","32","70","15.25","17.79","1","80","10","15"
"1990","Couple + C. LE 16","East Germany","19.6","15","468","4","8","25","40","72","18.13","21.07","0","99","14","16"
"1990","Couple + C. LE 16","West Germany","20.89","15","519","4","8","25","50","85","19.25","22.53","0","99","12","16"
