"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","East Germany","","","","","","","","","","","","","",""
"1984","general elemantary","West Germany","9029.34","8312.4","3468","4753.5","6412","10689","13517.6","24087.5","8871.07","9187.61","0","113745.34","8263.5712890625","8532"
"1984","higher education","East Germany","","","","","","","","","","","","","",""
"1984","higher education","West Germany","14764.58","13241.79","793","7189.52","9955.71","18049.5","22928.67","43898","14176.63","15352.53","51","75831.34","12701.5","13664"
"1984","higher vocational","East Germany","","","","","","","","","","","","","",""
"1984","higher vocational","West Germany","12116.89","11400.77","660","6160","8420","14247","18398.1","32854.5","11652.54","12581.24","2383","94603","11086.896484375","12041.3330078125"
"1984","in school","East Germany","","","","","","","","","","","","","",""
"1984","in school","West Germany","9927.75","8802.79","187","5686","7076","11986","14381","24020","9324.26","10531.24","0","35615.6","8378.6669921875","9660"
"1984","inadequately","East Germany","","","","","","","","","","","","","",""
"1984","inadequately","West Germany","8254.51","7778.03","1019","4659.05","5959","10091.91","12203.33","17197","8016.69","8492.33","0","41323.6","7622","8163.81005859375"
"1984","middle vocational","East Germany","","","","","","","","","","","","","",""
"1984","middle vocational","West Germany","10673.16","9882.74","5725","5789","7594.76","12751.11","15970.67","26524.67","10538.26","10808.06","0","113745.34","9736","9968.6669921875"
"1984","vocational + Abi","East Germany","","","","","","","","","","","","","",""
"1984","vocational + Abi","West Germany","11948.68","10768.32","312","5919.33","8316","14396","18352","30678","11181.1","12716.26","744","80046","9602.3818359375","10706.923828125"
"1985","general elemantary","East Germany","","","","","","","","","","","","","",""
"1985","general elemantary","West Germany","9253.61","8672","3079","4976.67","6547","11095","14058","22548","9107.26","9399.96","46","68799.5","8601.3330078125","8909"
"1985","higher education","East Germany","","","","","","","","","","","","","",""
"1985","higher education","West Germany","14967.15","14035.22","758","7901.5","10913.67","17850.56","23370.67","40913.33","14487.42","15446.88","782.67","49713.91","13130","14269.3330078125"
"1985","higher vocational","East Germany","","","","","","","","","","","","","",""
"1985","higher vocational","West Germany","12585.87","11847.31","621","6629","8863.5","14697.33","19067.33","35905.5","12128.38","13043.36","3147","64303","11556.95703125","12378.5712890625"
"1985","in school","East Germany","","","","","","","","","","","","","",""
"1985","in school","West Germany","10698.62","9787.96","187","5634.19","7994","13066.57","16144.8","24546","10082.94","11314.3","2692.67","26939.57","9124","10360.400390625"
"1985","inadequately","East Germany","","","","","","","","","","","","","",""
"1985","inadequately","West Germany","8182.26","7652.22","849","4047.92","5725.33","10367.5","12474.67","17398.67","7955.63","8408.89","0","24979.6","7692.6318359375","8312"
"1985","middle vocational","East Germany","","","","","","","","","","","","","",""
"1985","middle vocational","West Germany","11149.08","10231.31","5198","5912.86","7872.67","13205","16493.33","31853.89","10982.03","11316.13","0","169250","10000","10281.6669921875"
"1985","vocational + Abi","East Germany","","","","","","","","","","","","","",""
"1985","vocational + Abi","West Germany","11667.4","11319.32","280","5626.15","8187.33","14264","17883","28113.89","11095.71","12239.09","75","31134","9524.6669921875","10997"
"1986","general elemantary","East Germany","","","","","","","","","","","","","",""
"1986","general elemantary","West Germany","9541.51","8847.58","2924","5303.33","6662.07","11441.5","14420.56","23157.33","9378.72","9704.3","0","86342","8864","9186"
"1986","higher education","East Germany","","","","","","","","","","","","","",""
"1986","higher education","West Germany","15645.91","14555.56","751","7671.33","11030","18883.33","23968.1","36810","15099.03","16192.79","0","123372","13910.0009765625","14937.1435546875"
"1986","higher vocational","East Germany","","","","","","","","","","","","","",""
"1986","higher vocational","West Germany","12403.47","11923.61","583","6610.67","9118.26","14770.48","18510.67","27002","11970.13","12836.81","1226.67","48518","11574","12437.2001953125"
"1986","in school","East Germany","","","","","","","","","","","","","",""
"1986","in school","West Germany","10602.35","10029.17","188","5916.09","7820.4","12377.5","16867.33","23324","9980.35","11224.35","0","30236.8","9035.65234375","10265"
"1986","inadequately","East Germany","","","","","","","","","","","","","",""
"1986","inadequately","West Germany","8455.31","7951.43","790","4234.29","6060.31","10755.33","13048.5","17291","8225.9","8684.72","72","24068.8","8166.060546875","8830"
"1986","middle vocational","East Germany","","","","","","","","","","","","","",""
"1986","middle vocational","West Germany","11209.1","10552.36","5015","6095","7962","13545.33","16881.33","26422","11067.64","11350.56","0","123372","10415.71484375","10701.4287109375"
"1986","vocational + Abi","East Germany","","","","","","","","","","","","","",""
"1986","vocational + Abi","West Germany","12018.94","10911.16","278","6143.33","8252.5","14511.33","20114.4","30640","11366.4","12671.48","72","39649.33","9853.2607421875","10835.23828125"
"1987","general elemantary","East Germany","","","","","","","","","","","","","",""
"1987","general elemantary","West Germany","10042.61","9319.73","2857","5476.67","7076.67","12204","15134.8","23477","9875.99","10209.23","0","72272.66","9301.3046875","9599"
"1987","higher education","East Germany","","","","","","","","","","","","","",""
"1987","higher education","West Germany","16520.08","15188.48","744","8392.4","11922","19994.67","25411.33","43562","15952","17088.16","236.15","80892.66","14621.7861328125","15595"
"1987","higher vocational","East Germany","","","","","","","","","","","","","",""
