"year","hgtyp1hh","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1984","(Married) couple without C.","West Germany","11801.18","10589.33","2705","5827.33","8039.33","14198.67","18485.33","31273.33","11547.05","12055.31","0","113745.34","10817.3330078125","11172.6669921875"
"1984","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1984","1-pers.-HH","West Germany","9581.65","8590","1335","3988","6032","11989","15586","30678","9248.89","9914.41","0","94603","8765","9278"
"1984","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1984","Couple + C. GT 16 ","West Germany","11724","10763.5","1993","7054.5","8767.5","13621.6","16401","27080.5","11512.47","11935.53","3063.2","64628","10562.3330078125","10917"
"1984","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1984","Couple + C. LE 16","West Germany","10134.35","9226.67","3082","5682.17","7103.33","11949.44","14881.91","28942.86","9956.88","10311.82","0","62500","8572.22265625","8885.76953125"
"1984","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1984","Couple + C. LE and GT 16","West Germany","9361.94","8708","1720","5876.96","7225.36","10888.93","13316","22791.07","9193.27","9530.61","2176.4","41323.6","8103.33349609375","8373.6669921875"
"1984","Single parent","East Germany","","","","","","","","","","","","","",""
"1984","Single parent","West Germany","8665.08","8138.67","579","3886","5984","11020.67","14170.67","25077.33","8309.47","9020.69","236.15","34391","7665.33349609375","8334.6669921875"
"1985","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","West Germany","12158.24","11185.07","2435","6258.67","8228","14775.33","19067.33","33269.33","11932.08","12384.4","0","51862.67","11295.3330078125","11796"
"1985","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1985","1-pers.-HH","West Germany","10260.69","9099.11","1181","4390","6189","12499","15891","42300","9735.55","10785.83","0","169250","9203","9861"
"1985","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1985","Couple + C. GT 16 ","West Germany","11865.26","11341","2029","7312.5","9149.6","14016","16502","24812.5","11668.91","12061.61","1907.2","68799.5","11002","11477.5"
"1985","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","West Germany","10365.68","9282.57","2682","5755","7139.05","12207.22","15246.11","32732.22","10173.72","10557.64","1306.67","79317.78","8662.7783203125","9020"
"1985","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1985","Couple + C. LE and GT 16","West Germany","9803.14","9318.21","1493","5695","7253.2","11242.58","14395.33","22772","9605.72","10000.56","2783.95","51736.4","8369.5654296875","8854"
"1985","Single parent","East Germany","","","","","","","","","","","","","",""
"1985","Single parent","West Germany","8926.66","8330.6","546","3966.67","6011.2","11091.33","14287.33","21269","8570.7","9282.62","0","28120.67","7842.5","8812"
"1986","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","West Germany","12508.82","11443.33","2388","6310.67","8315.33","15242.67","19502.67","30810.67","12247.9","12769.74","1728.67","123372","11668","12306.6669921875"
"1986","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1986","1-pers.-HH","West Germany","9913.72","9165","1122","4474","6229","12354","16158","26604","9591.81","10235.63","0","56464","9267","10015"
"1986","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1986","Couple + C. GT 16 ","West Germany","12272.99","11501.3","2107","7282.4","9076.8","14201.5","17653.5","25308","12041.68","12504.3","2684.8","86342","11328.5","11601"
"1986","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","West Germany","10398.39","9628.89","2411","6105.56","7357.5","12438.89","15212.86","26066.67","10233","10563.78","2684.44","38702.38","9022.7783203125","9408.572265625"
"1986","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1986","Couple + C. LE and GT 16","West Germany","10166.11","9495.71","1403","6366.52","7623.04","11724.23","14383.6","22945.71","9975.15","10357.07","3172.86","36795.15","8643.21484375","8970"
"1986","Single parent","East Germany","","","","","","","","","","","","","",""
"1986","Single parent","West Germany","9280.58","8853.78","511","4234.29","6011.33","11578.5","15154.67","22342.67","8879.06","9682.1","236.15","39696.67","8244.6669921875","9375.23828125"
"1987","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","West Germany","13119.53","12042","2357","6736","8853.33","16025.33","20238","33334.67","12849.62","13389.44","753.33","80892.66","12214","12728.6669921875"
"1987","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1987","1-pers.-HH","West Germany","10495.68","9532.73","1120","4634","6682","12983","17253","29541","10128.31","10863.05","0","87875","9641","10351"
"1987","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","West Germany","12935.94","12426","2159","8163","9638.5","15104.4","18391.67","28851.5","12751.27","13120.61","153.5","38276","12109.599609375","12448.5"
"1987","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1987","Couple + C. LE 16","West Germany","10943.86","9978.33","2368","6596.09","8007.22","12672.22","15829.45","27867.62","10763.77","11123.95","2660.56","53436","9522.5","9869.0478515625"
"1987","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1987","Couple + C. LE and GT 16","West Germany","10617.02","9912.61","1262","6208.21","7980","11755.22","14941.43","31704.55","10384.06","10849.98","1314.64","49928","9068.2607421875","9418.21484375"
"1987","Single parent","East Germany","","","","","","","","","","","","","",""
"1987","Single parent","West Germany","9911.16","9063.56","523","4572.22","6559.44","12175.33","16162.67","22465.33","9439.52","10382.8","236.15","61574","8551.3330078125","9507.3330078125"
"1988","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1988","(Married) couple without C.","West Germany","13518.44","12212","2290","6822","8917.33","16701.33","21205.33","33764.67","13231.8","13805.08","1997.33","101558.66","12264.6669921875","12887.3330078125"
"1988","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1988","1-pers.-HH","West Germany","10766.09","9808.2","1073","4814","7016","13432","17659","29011","10391.04","11141.14","0","83425","9907","10608"
"1988","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1988","Couple + C. GT 16 ","West Germany","13335.8","12756","2209","8179.5","10342","15236.4","18611.5","31868.8","13136.81","13534.79","1235.5","41312.5","12330","12715"
"1988","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1988","Couple + C. LE 16","West Germany","11420.97","10386.9","2231","6887.41","8332.22","13169.44","17228.57","29095","11228.38","11613.56","451.67","55441.5","9799.4443359375","10210.689453125"
"1988","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1988","Couple + C. LE and GT 16","West Germany","10579.16","9913.44","1091","6340.67","8064.4","12038.08","14989.67","23284","10352.22","10806.1","3280.86","39428","9152.7998046875","9683.0771484375"
"1988","Single parent","East Germany","","","","","","","","","","","","","",""
"1988","Single parent","West Germany","10442.59","10021.32","511","4991.33","7076","12946.25","16696.67","24220","10026.66","10858.52","236.15","32756.67","9467.3330078125","10301.2001953125"
"1989","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1989","(Married) couple without C.","West Germany","14435.27","12966.67","2265","7146.67","9566","17078","21794","43034","14117.39","14753.15","1166","113948","13160.6669921875","13738"
"1989","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1989","1-pers.-HH","West Germany","11360.56","10357.98","1070","5389","7292","13773","18288","31899","10926.31","11794.81","0","135049","10406","11202"
"1989","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1989","Couple + C. GT 16 ","West Germany","13913.96","13387.5","2147","8427","10654.5","16052.8","19410","36412.5","13705.8","14122.12","3236","40244.8","12815","13330"
"1989","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1989","Couple + C. LE 16","West Germany","12021.1","10851.67","2145","7167.08","8660.43","13647.78","18091.91","31249.58","11787.22","12254.98","1533.89","83511.67","10177.22265625","10530"
"1989","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1989","Couple + C. LE and GT 16","West Germany","11221.22","10283.04","988","6737.83","8185.2","12836.4","16325.6","37534","10940.11","11502.33","3283.21","47288.57","9282.142578125","9760"
"1989","Single parent","East Germany","","","","","","","","","","","","","",""
"1989","Single parent","West Germany","11294.63","10940.5","474","4611.33","6917.33","14362","18795.5","29052.31","10784.52","11804.74","397","46432.67","9968","11028.6669921875"
"1990","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","West Germany","14848.81","13426.67","2311","7317.33","9734","17880.67","22880","40433.33","14491.22","15206.4","0","147922","13404.6669921875","14044.6669921875"
"1990","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"1990","1-pers.-HH","West Germany","11858.48","10975.09","1038","5261","7774","14465","18769","30673","11367.53","12349.43","0","148122","10922","11659"
"1990","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"1990","Couple + C. GT 16 ","West Germany","14716.87","14107.2","2064","9034","11042","16882","20983.2","37840","14479.09","14954.65","1836.8","51733","13304","13849.7138671875"
"1990","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"1990","Couple + C. LE 16","West Germany","12515.38","11248.1","2090","7587","9037.62","14262.5","18738.7","34775","12268.08","12762.68","3272.22","86246.67","10456.111328125","10904.4443359375"
"1990","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"1990","Couple + C. LE and GT 16","West Germany","11632.83","10575.53","895","6796.58","8380.4","13679.57","16001.79","36897.86","11307.29","11958.37","3741.74","40397.6","9625.599609375","10187.599609375"
