"ple0024","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","(2a) intermediate vocational","in school","","","",""
"Yes","2009","(2a) intermediate vocational","inadequately","","","",""
"Yes","2009","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2009","(2a) intermediate vocational","middle vocational","2003","1","1","1"
"Yes","2009","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2009","(2a) intermediate vocational","higher vocational","276","1","1","1"
"Yes","2009","(2a) intermediate vocational","higher education","","","",""
"Yes","2009","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2009","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2009","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2009","(2c_gen) general maturity certificate","middle vocational","490","1","1","1"
"Yes","2009","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2009","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2009","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","vocational + Abi","573","1","1","1"
"Yes","2009","(2c_voc) vocational maturity certificate","higher vocational","157","1","1","1"
"Yes","2009","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2009","(3a) lower tertiary education","in school","","","",""
"Yes","2009","(3a) lower tertiary education","inadequately","","","",""
"Yes","2009","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2009","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2009","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2009","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2009","(3a) lower tertiary education","higher education","718","1","1","1"
"Yes","2009","(3b) higher tertiary education","in school","","","",""
"Yes","2009","(3b) higher tertiary education","inadequately","","","",""
"Yes","2009","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2009","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2009","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2009","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2009","(3b) higher tertiary education","higher education","1253","1","1","1"
"Yes","2010","(0) in school","in school","","","",""
"Yes","2010","(0) in school","inadequately","","","",""
"Yes","2010","(0) in school","general elemantary","","","",""
"Yes","2010","(0) in school","middle vocational","","","",""
"Yes","2010","(0) in school","vocational + Abi","","","",""
"Yes","2010","(0) in school","higher vocational","","","",""
"Yes","2010","(0) in school","higher education","","","",""
"Yes","2010","(1a) inadequately completed","in school","","","",""
"Yes","2010","(1a) inadequately completed","inadequately","","","",""
"Yes","2010","(1a) inadequately completed","general elemantary","","","",""
"Yes","2010","(1a) inadequately completed","middle vocational","","","",""
"Yes","2010","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2010","(1a) inadequately completed","higher vocational","","","",""
"Yes","2010","(1a) inadequately completed","higher education","","","",""
"Yes","2010","(1b) general elementary school","in school","","","",""
"Yes","2010","(1b) general elementary school","inadequately","","","",""
"Yes","2010","(1b) general elementary school","general elemantary","","","",""
"Yes","2010","(1b) general elementary school","middle vocational","","","",""
"Yes","2010","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2010","(1b) general elementary school","higher vocational","","","",""
"Yes","2010","(1b) general elementary school","higher education","","","",""
"Yes","2010","(1c) basic vocational qualification","in school","","","",""
"Yes","2010","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2010","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2010","(1c) basic vocational qualification","middle vocational","","","",""
"Yes","2010","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2010","(1c) basic vocational qualification","higher vocational","","","",""
"Yes","2010","(1c) basic vocational qualification","higher education","","","",""
"Yes","2010","(2b) intermediate general qualification","in school","","","",""
"Yes","2010","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2010","(2b) intermediate general qualification","general elemantary","","","",""
"Yes","2010","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2010","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2010","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2010","(2b) intermediate general qualification","higher education","","","",""
"Yes","2010","(2a) intermediate vocational","in school","","","",""
"Yes","2010","(2a) intermediate vocational","inadequately","","","",""
"Yes","2010","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2010","(2a) intermediate vocational","middle vocational","","","",""
"Yes","2010","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2010","(2a) intermediate vocational","higher vocational","","","",""
"Yes","2010","(2a) intermediate vocational","higher education","","","",""
"Yes","2010","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2010","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2010","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2010","(2c_gen) general maturity certificate","middle vocational","","","",""
"Yes","2010","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2010","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2010","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2010","(3a) lower tertiary education","in school","","","",""
"Yes","2010","(3a) lower tertiary education","inadequately","","","",""
"Yes","2010","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2010","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2010","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2010","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2010","(3a) lower tertiary education","higher education","","","",""
"Yes","2010","(3b) higher tertiary education","in school","","","",""
"Yes","2010","(3b) higher tertiary education","inadequately","","","",""
"Yes","2010","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2010","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2010","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2010","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2010","(3b) higher tertiary education","higher education","","","",""
"Yes","2011","(0) in school","in school","243","1","1","1"
"Yes","2011","(0) in school","inadequately","","","",""
"Yes","2011","(0) in school","general elemantary","","","",""
"Yes","2011","(0) in school","middle vocational","","","",""
"Yes","2011","(0) in school","vocational + Abi","","","",""
"Yes","2011","(0) in school","higher vocational","","","",""
"Yes","2011","(0) in school","higher education","","","",""
"Yes","2011","(1a) inadequately completed","in school","","","",""
"Yes","2011","(1a) inadequately completed","inadequately","59","1","1","1"
"Yes","2011","(1a) inadequately completed","general elemantary","","","",""
"Yes","2011","(1a) inadequately completed","middle vocational","11","","",""
"Yes","2011","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2011","(1a) inadequately completed","higher vocational","1","","",""
"Yes","2011","(1a) inadequately completed","higher education","","","",""
"Yes","2011","(1b) general elementary school","in school","","","",""
"Yes","2011","(1b) general elementary school","inadequately","18","","",""
"Yes","2011","(1b) general elementary school","general elemantary","463","1","1","1"
"Yes","2011","(1b) general elementary school","middle vocational","","","",""
"Yes","2011","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2011","(1b) general elementary school","higher vocational","","","",""
"Yes","2011","(1b) general elementary school","higher education","","","",""
"Yes","2011","(1c) basic vocational qualification","in school","","","",""
"Yes","2011","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2011","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2011","(1c) basic vocational qualification","middle vocational","1437","1","1","1"
"Yes","2011","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2011","(1c) basic vocational qualification","higher vocational","112","1","1","1"
"Yes","2011","(1c) basic vocational qualification","higher education","","","",""
"Yes","2011","(2b) intermediate general qualification","in school","","","",""
"Yes","2011","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2011","(2b) intermediate general qualification","general elemantary","297","1","1","1"
"Yes","2011","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2011","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2011","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2011","(2b) intermediate general qualification","higher education","","","",""
"Yes","2011","(2a) intermediate vocational","in school","","","",""
"Yes","2011","(2a) intermediate vocational","inadequately","","","",""
"Yes","2011","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2011","(2a) intermediate vocational","middle vocational","1756","1","1","1"
"Yes","2011","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2011","(2a) intermediate vocational","higher vocational","235","1","1","1"
"Yes","2011","(2a) intermediate vocational","higher education","","","",""
"Yes","2011","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2011","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2011","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2011","(2c_gen) general maturity certificate","middle vocational","554","1","1","1"
"Yes","2011","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2011","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2011","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","vocational + Abi","568","1","1","1"
"Yes","2011","(2c_voc) vocational maturity certificate","higher vocational","136","1","1","1"
"Yes","2011","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2011","(3a) lower tertiary education","in school","","","",""
"Yes","2011","(3a) lower tertiary education","inadequately","","","",""
"Yes","2011","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2011","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2011","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2011","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2011","(3a) lower tertiary education","higher education","657","1","1","1"
"Yes","2011","(3b) higher tertiary education","in school","","","",""
"Yes","2011","(3b) higher tertiary education","inadequately","","","",""
"Yes","2011","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2011","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2011","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2011","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2011","(3b) higher tertiary education","higher education","1230","1","1","1"
"Yes","2012","(0) in school","in school","","","",""
"Yes","2012","(0) in school","inadequately","","","",""
"Yes","2012","(0) in school","general elemantary","","","",""
"Yes","2012","(0) in school","middle vocational","","","",""
"Yes","2012","(0) in school","vocational + Abi","","","",""
"Yes","2012","(0) in school","higher vocational","","","",""
"Yes","2012","(0) in school","higher education","","","",""
"Yes","2012","(1a) inadequately completed","in school","","","",""
"Yes","2012","(1a) inadequately completed","inadequately","","","",""
"Yes","2012","(1a) inadequately completed","general elemantary","","","",""
"Yes","2012","(1a) inadequately completed","middle vocational","","","",""
"Yes","2012","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2012","(1a) inadequately completed","higher vocational","","","",""
"Yes","2012","(1a) inadequately completed","higher education","","","",""
"Yes","2012","(1b) general elementary school","in school","","","",""
"Yes","2012","(1b) general elementary school","inadequately","","","",""
"Yes","2012","(1b) general elementary school","general elemantary","","","",""
"Yes","2012","(1b) general elementary school","middle vocational","","","",""
"Yes","2012","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2012","(1b) general elementary school","higher vocational","","","",""
"Yes","2012","(1b) general elementary school","higher education","","","",""
"Yes","2012","(1c) basic vocational qualification","in school","","","",""
"Yes","2012","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2012","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2012","(1c) basic vocational qualification","middle vocational","","","",""
"Yes","2012","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2012","(1c) basic vocational qualification","higher vocational","","","",""
"Yes","2012","(1c) basic vocational qualification","higher education","","","",""
"Yes","2012","(2b) intermediate general qualification","in school","","","",""
"Yes","2012","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2012","(2b) intermediate general qualification","general elemantary","","","",""
"Yes","2012","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2012","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2012","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2012","(2b) intermediate general qualification","higher education","","","",""
"Yes","2012","(2a) intermediate vocational","in school","","","",""
"Yes","2012","(2a) intermediate vocational","inadequately","","","",""
"Yes","2012","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2012","(2a) intermediate vocational","middle vocational","","","",""
"Yes","2012","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2012","(2a) intermediate vocational","higher vocational","","","",""
"Yes","2012","(2a) intermediate vocational","higher education","","","",""
"Yes","2012","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2012","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2012","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2012","(2c_gen) general maturity certificate","middle vocational","","","",""
"Yes","2012","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2012","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2012","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2012","(3a) lower tertiary education","in school","","","",""
"Yes","2012","(3a) lower tertiary education","inadequately","","","",""
"Yes","2012","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2012","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2012","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2012","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2012","(3a) lower tertiary education","higher education","","","",""
"Yes","2012","(3b) higher tertiary education","in school","","","",""
"Yes","2012","(3b) higher tertiary education","inadequately","","","",""
"Yes","2012","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2012","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2012","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2012","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2012","(3b) higher tertiary education","higher education","","","",""
"Yes","2013","(0) in school","in school","196","1","1","1"
"Yes","2013","(0) in school","inadequately","","","",""
"Yes","2013","(0) in school","general elemantary","","","",""
"Yes","2013","(0) in school","middle vocational","3","","",""
"Yes","2013","(0) in school","vocational + Abi","","","",""
"Yes","2013","(0) in school","higher vocational","","","",""
"Yes","2013","(0) in school","higher education","","","",""
"Yes","2013","(1a) inadequately completed","in school","","","",""
"Yes","2013","(1a) inadequately completed","inadequately","46","1","1","1"
"Yes","2013","(1a) inadequately completed","general elemantary","","","",""
"Yes","2013","(1a) inadequately completed","middle vocational","12","","",""
"Yes","2013","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2013","(1a) inadequately completed","higher vocational","1","","",""
"Yes","2013","(1a) inadequately completed","higher education","","","",""
"Yes","2013","(1b) general elementary school","in school","","","",""
"Yes","2013","(1b) general elementary school","inadequately","14","","",""
"Yes","2013","(1b) general elementary school","general elemantary","347","1","1","1"
"Yes","2013","(1b) general elementary school","middle vocational","","","",""
"Yes","2013","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2013","(1b) general elementary school","higher vocational","","","",""
"Yes","2013","(1b) general elementary school","higher education","","","",""
"Yes","2013","(1c) basic vocational qualification","in school","","","",""
"Yes","2013","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2013","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2013","(1c) basic vocational qualification","middle vocational","1093","1","1","1"
"Yes","2013","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2013","(1c) basic vocational qualification","higher vocational","85","1","1","1"
"Yes","2013","(1c) basic vocational qualification","higher education","","","",""
"Yes","2013","(2b) intermediate general qualification","in school","","","",""
"Yes","2013","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2013","(2b) intermediate general qualification","general elemantary","219","1","1","1"
"Yes","2013","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2013","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2013","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2013","(2b) intermediate general qualification","higher education","","","",""
"Yes","2013","(2a) intermediate vocational","in school","","","",""
"Yes","2013","(2a) intermediate vocational","inadequately","","","",""
"Yes","2013","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2013","(2a) intermediate vocational","middle vocational","1467","1","1","1"
"Yes","2013","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2013","(2a) intermediate vocational","higher vocational","204","1","1","1"
"Yes","2013","(2a) intermediate vocational","higher education","","","",""
"Yes","2013","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2013","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2013","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2013","(2c_gen) general maturity certificate","middle vocational","464","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2013","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2013","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","vocational + Abi","480","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","higher vocational","118","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2013","(3a) lower tertiary education","in school","","","",""
"Yes","2013","(3a) lower tertiary education","inadequately","","","",""
"Yes","2013","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2013","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2013","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2013","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2013","(3a) lower tertiary education","higher education","580","1","1","1"
"Yes","2013","(3b) higher tertiary education","in school","","","",""
"Yes","2013","(3b) higher tertiary education","inadequately","","","",""
"Yes","2013","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2013","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2013","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2013","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2013","(3b) higher tertiary education","higher education","1105","1","1","1"
"Yes","2014","(0) in school","in school","","","",""
"Yes","2014","(0) in school","inadequately","","","",""
"Yes","2014","(0) in school","general elemantary","","","",""
"Yes","2014","(0) in school","middle vocational","","","",""
"Yes","2014","(0) in school","vocational + Abi","","","",""
"Yes","2014","(0) in school","higher vocational","","","",""
"Yes","2014","(0) in school","higher education","","","",""
"Yes","2014","(1a) inadequately completed","in school","","","",""
"Yes","2014","(1a) inadequately completed","inadequately","","","",""
"Yes","2014","(1a) inadequately completed","general elemantary","","","",""
"Yes","2014","(1a) inadequately completed","middle vocational","","","",""
"Yes","2014","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2014","(1a) inadequately completed","higher vocational","","","",""
"Yes","2014","(1a) inadequately completed","higher education","","","",""
"Yes","2014","(1b) general elementary school","in school","","","",""
"Yes","2014","(1b) general elementary school","inadequately","","","",""
"Yes","2014","(1b) general elementary school","general elemantary","","","",""
"Yes","2014","(1b) general elementary school","middle vocational","","","",""
"Yes","2014","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2014","(1b) general elementary school","higher vocational","","","",""
"Yes","2014","(1b) general elementary school","higher education","","","",""
"Yes","2014","(1c) basic vocational qualification","in school","","","",""
"Yes","2014","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2014","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2014","(1c) basic vocational qualification","middle vocational","","","",""
"Yes","2014","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2014","(1c) basic vocational qualification","higher vocational","","","",""
"Yes","2014","(1c) basic vocational qualification","higher education","","","",""
"Yes","2014","(2b) intermediate general qualification","in school","","","",""
"Yes","2014","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2014","(2b) intermediate general qualification","general elemantary","","","",""
"Yes","2014","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","2014","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","2014","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","2014","(2b) intermediate general qualification","higher education","","","",""
"Yes","2014","(2a) intermediate vocational","in school","","","",""
"Yes","2014","(2a) intermediate vocational","inadequately","","","",""
"Yes","2014","(2a) intermediate vocational","general elemantary","","","",""
"Yes","2014","(2a) intermediate vocational","middle vocational","","","",""
"Yes","2014","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","2014","(2a) intermediate vocational","higher vocational","","","",""
"Yes","2014","(2a) intermediate vocational","higher education","","","",""
"Yes","2014","(2c_gen) general maturity certificate","in school","","","",""
"Yes","2014","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","2014","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","2014","(2c_gen) general maturity certificate","middle vocational","","","",""
"Yes","2014","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","2014","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","2014","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","2014","(3a) lower tertiary education","in school","","","",""
"Yes","2014","(3a) lower tertiary education","inadequately","","","",""
"Yes","2014","(3a) lower tertiary education","general elemantary","","","",""
"Yes","2014","(3a) lower tertiary education","middle vocational","","","",""
"Yes","2014","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","2014","(3a) lower tertiary education","higher vocational","","","",""
"Yes","2014","(3a) lower tertiary education","higher education","","","",""
"Yes","2014","(3b) higher tertiary education","in school","","","",""
"Yes","2014","(3b) higher tertiary education","inadequately","","","",""
"Yes","2014","(3b) higher tertiary education","general elemantary","","","",""
"Yes","2014","(3b) higher tertiary education","middle vocational","","","",""
"Yes","2014","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","2014","(3b) higher tertiary education","higher vocational","","","",""
"Yes","2014","(3b) higher tertiary education","higher education","","","",""
"Yes","2015","(0) in school","in school","259","1","1","1"
"Yes","2015","(0) in school","inadequately","","","",""
"Yes","2015","(0) in school","general elemantary","","","",""
"Yes","2015","(0) in school","middle vocational","4","","",""
"Yes","2015","(0) in school","vocational + Abi","","","",""
"Yes","2015","(0) in school","higher vocational","","","",""
"Yes","2015","(0) in school","higher education","","","",""
"Yes","2015","(1a) inadequately completed","in school","","","",""
"Yes","2015","(1a) inadequately completed","inadequately","133","1","1","1"
"Yes","2015","(1a) inadequately completed","general elemantary","","","",""
"Yes","2015","(1a) inadequately completed","middle vocational","37","1","1","1"
"Yes","2015","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","2015","(1a) inadequately completed","higher vocational","1","","",""
"Yes","2015","(1a) inadequately completed","higher education","","","",""
"Yes","2015","(1b) general elementary school","in school","","","",""
"Yes","2015","(1b) general elementary school","inadequately","27","","",""
"Yes","2015","(1b) general elementary school","general elemantary","705","1","1","1"
"Yes","2015","(1b) general elementary school","middle vocational","","","",""
"Yes","2015","(1b) general elementary school","vocational + Abi","","","",""
"Yes","2015","(1b) general elementary school","higher vocational","","","",""
"Yes","2015","(1b) general elementary school","higher education","","","",""
"Yes","2015","(1c) basic vocational qualification","in school","","","",""
"Yes","2015","(1c) basic vocational qualification","inadequately","","","",""
"Yes","2015","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","2015","(1c) basic vocational qualification","middle vocational","1488","1","1","1"
"Yes","2015","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","2015","(1c) basic vocational qualification","higher vocational","101","1","1","1"
"Yes","2015","(1c) basic vocational qualification","higher education","","","",""
"Yes","2015","(2b) intermediate general qualification","in school","","","",""
"Yes","2015","(2b) intermediate general qualification","inadequately","","","",""
"Yes","2015","(2b) intermediate general qualification","general elemantary","378","1","1","1"
