"hgowner","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Resident or shared accommodation","1995","Single parent ","","","","","5"
"Resident or shared accommodation","1995","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1995","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1995","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1995","(Married) couple without C. ","107","0.0320446036814376","0.026232270704239","0.0378569366586361","3"
"Subtenant","1995","1-pers.-HH","105","0.0672495579398052","0.0544026352143782","0.0800964806652323","3"
"Subtenant","1995","Single parent ","14","","","","3"
"Subtenant","1995","Couple + C. LE 16 ","78","0.0225828182350365","0.0174011323522243","0.0277645041178487","3"
"Subtenant","1995","Couple + C. GT 16 ","35","0.0132754144174947","0.00879526041993748","0.017755568415052","3"
"Subtenant","1995","Couple + C. LE and GT 16","15","","","","3"
"Tenant","1995","1-pers.-HH","","","","","4"
"Tenant","1995","(Married) couple without C. ","","","","","4"
"Tenant","1995","Single parent ","","","","","4"
"Tenant","1995","Couple + C. LE 16 ","","","","","4"
"Tenant","1995","Couple + C. LE and GT 16","","","","","4"
"Tenant","1995","Couple + C. GT 16 ","","","","","4"
"Main tenant","1996","1-pers.-HH","1096","0.712024189658784","0.689031999883442","0.735016379434125","2"
"Main tenant","1996","(Married) couple without C. ","2121","0.509558679242808","0.493162457080041","0.525954901405576","2"
"Main tenant","1996","Single parent ","437","0.616145012196466","0.578872876418653","0.653417147974278","2"
"Main tenant","1996","Couple + C. LE 16 ","1745","0.502145766942513","0.48428076769723","0.520010766187795","2"
"Main tenant","1996","Couple + C. LE and GT 16","676","0.441000808258901","0.413520309832293","0.468481306685509","2"
"Main tenant","1996","Couple + C. GT 16 ","1107","0.359158499412486","0.339872067486994","0.378444931337979","2"
"Owner","1996","1-pers.-HH","293","0.221102236223787","0.200030915726342","0.242173556721231","1"
"Owner","1996","(Married) couple without C. ","1350","0.468589923637279","0.452223095155831","0.484956752118728","1"
"Owner","1996","Single parent ","196","0.351012160967698","0.314432592493701","0.387591729441695","1"
"Owner","1996","Couple + C. LE 16 ","1187","0.475721122383141","0.457877032791332","0.493565211974951","1"
"Owner","1996","Couple + C. LE and GT 16","562","0.548855404597699","0.52131399432266","0.576396814872738","1"
"Owner","1996","Couple + C. GT 16 ","1230","0.629331081628674","0.60991479492557","0.648747368331779","1"
"Resident or shared accommodation","1996","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1996","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1996","Single parent ","","","","","5"
"Resident or shared accommodation","1996","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1996","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1996","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1996","1-pers.-HH","101","0.0668735741174298","0.0541896840673752","0.0795574641674843","3"
"Subtenant","1996","(Married) couple without C. ","100","0.0218513971199121","0.0170563244834979","0.0266464697563263","3"
"Subtenant","1996","Single parent ","21","","","","3"
"Subtenant","1996","Couple + C. LE 16 ","77","0.0221331106743462","0.0168765934050393","0.0273896279436531","3"
"Subtenant","1996","Couple + C. LE and GT 16","16","","","","3"
"Subtenant","1996","Couple + C. GT 16 ","40","0.0115104189588392","0.00722231689295911","0.0157985210247193","3"
"Tenant","1996","1-pers.-HH","","","","","4"
"Tenant","1996","(Married) couple without C. ","","","","","4"
"Tenant","1996","Single parent ","","","","","4"
"Tenant","1996","Couple + C. LE 16 ","","","","","4"
"Tenant","1996","Couple + C. GT 16 ","","","","","4"
"Tenant","1996","Couple + C. LE and GT 16","","","","","4"
"Main tenant","1997","1-pers.-HH","1081","0.71462917494501","0.69148876307359","0.737769586816429","2"
"Main tenant","1997","(Married) couple without C. ","2107","0.500363175144122","0.484068574298243","0.51665777599","2"
"Main tenant","1997","Single parent ","445","0.652136898411914","0.615178655047572","0.689095141776256","2"
"Main tenant","1997","Couple + C. LE 16 ","1641","0.498059999167196","0.479696948444938","0.516423049889453","2"
"Main tenant","1997","Couple + C. GT 16 ","1078","0.348139287283661","0.329000538847777","0.367278035719545","2"
"Main tenant","1997","Couple + C. LE and GT 16","552","0.344202760341831","0.317465946196308","0.370939574487353","2"
"Owner","1997","1-pers.-HH","290","0.22392908749514","0.202567580572716","0.245290594417565","1"
"Owner","1997","(Married) couple without C. ","1414","0.475607054148512","0.459331851651269","0.491882256645755","1"
"Owner","1997","Single parent ","177","0.319835165543633","0.283643552067113","0.356026779020153","1"
"Owner","1997","Couple + C. GT 16 ","1261","0.63201731328634","0.612642488078722","0.651392138493958","1"
"Owner","1997","Couple + C. LE 16 ","1150","0.484323787365907","0.46596962591249","0.502677948819324","1"
"Owner","1997","Couple + C. LE and GT 16","633","0.633407166280783","0.606289571773997","0.660524760787569","1"
"Resident or shared accommodation","1997","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1997","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1997","Single parent ","","","","","5"
"Resident or shared accommodation","1997","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1997","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1997","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1997","1-pers.-HH","92","0.06144173755985","0.0491365484890506","0.0737469266306494","3"
"Subtenant","1997","(Married) couple without C. ","96","0.0240297707073662","0.0190390078398761","0.0290205335748563","3"
"Subtenant","1997","Single parent ","16","","","","3"
"Subtenant","1997","Couple + C. LE 16 ","57","0.0176162134668974","0.0127847914533364","0.0224476354804585","3"
"Subtenant","1997","Couple + C. GT 16 ","41","0.0198433994299986","0.0142404670111232","0.025446331848874","3"
"Subtenant","1997","Couple + C. LE and GT 16","28","","","","3"
"Tenant","1997","1-pers.-HH","","","","","4"
"Tenant","1997","(Married) couple without C. ","","","","","4"
"Tenant","1997","Single parent ","","","","","4"
"Tenant","1997","Couple + C. LE 16 ","","","","","4"
"Tenant","1997","Couple + C. GT 16 ","","","","","4"
"Tenant","1997","Couple + C. LE and GT 16","","","","","4"
"Main tenant","1998","(Married) couple without C. ","2309","0.481013426837448","0.465881249742652","0.496145603932243","2"
"Main tenant","1998","1-pers.-HH","1257","0.680740253034805","0.658991291028988","0.702489215040623","2"
"Main tenant","1998","Single parent ","489","0.653323628414461","0.618415602552015","0.688231654276906","2"
"Main tenant","1998","Couple + C. LE 16 ","1683","0.481457050536001","0.463904926755047","0.499009174316955","2"
"Main tenant","1998","Couple + C. GT 16 ","1079","0.350541313851341","0.33209426494263","0.368988362760051","2"
"Main tenant","1998","Couple + C. LE and GT 16","527","0.346675571311424","0.320366439257414","0.372984703365433","2"
"Owner","1998","1-pers.-HH","371","0.237467836108879","0.217615701233954","0.257319970983805","1"
"Owner","1998","(Married) couple without C. ","1779","0.497735485770688","0.482592542176187","0.51287842936519","1"
"Owner","1998","Single parent ","203","0.310679232217731","0.276735016536379","0.344623447899083","1"
"Owner","1998","Couple + C. LE 16 ","1353","0.495921944660353","0.478358322349671","0.513485566971035","1"
"Owner","1998","Couple + C. GT 16 ","1442","0.629275016450055","0.610601431509095","0.647948601391014","1"
"Owner","1998","Couple + C. LE and GT 16","695","0.625052839575009","0.598290513808383","0.651815165341636","1"
"Resident or shared accommodation","1998","1-pers.-HH","","","","","5"
"Resident or shared accommodation","1998","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","1998","Single parent ","","","","","5"
"Resident or shared accommodation","1998","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1998","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1998","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1998","1-pers.-HH","120","0.0686262510028821","0.0568316604267683","0.0804208415789959","3"
"Subtenant","1998","(Married) couple without C. ","98","0.0207432156584252","0.0164267221678824","0.025059709148968","3"
"Subtenant","1998","Single parent ","22","","","","3"
"Subtenant","1998","Couple + C. LE 16 ","77","0.0226210048036462","0.0173976926908916","0.0278443169164008","3"
"Subtenant","1998","Couple + C. GT 16 ","49","0.0201836696986049","0.0147467373230751","0.0256206020741347","3"
"Subtenant","1998","Couple + C. LE and GT 16","35","0.028271589113567","0.0191087932170827","0.0374343850100512","3"
"Tenant","1998","1-pers.-HH","17","","","","4"
"Tenant","1998","(Married) couple without C. ","2","","","","4"
"Tenant","1998","Single parent ","","","","","4"
"Tenant","1998","Couple + C. GT 16 ","","","","","4"
"Tenant","1998","Couple + C. LE 16 ","","","","","4"
"Tenant","1998","Couple + C. LE and GT 16","","","","","4"
"Main tenant","1999","1-pers.-HH","1220","0.690641235920015","0.668662188493741","0.71262028334629","2"
"Main tenant","1999","(Married) couple without C. ","2294","0.485001436278902","0.469790512342276","0.500212360215528","2"
"Main tenant","1999","Single parent ","493","0.670035314236914","0.635666367473259","0.704404261000568","2"
"Main tenant","1999","Couple + C. LE 16 ","1601","0.467658036365771","0.449903887591856","0.485412185139686","2"
"Main tenant","1999","Couple + C. LE and GT 16","449","0.322847351798347","0.295986888102671","0.349707815494023","2"
"Main tenant","1999","Couple + C. GT 16 ","1033","0.358001624181913","0.339242730434232","0.376760517929593","2"
"Owner","1999","1-pers.-HH","370","0.243437617407345","0.223031159962944","0.263844074851746","1"
"Owner","1999","(Married) couple without C. ","1753","0.494541032620669","0.47932416747316","0.509757897768178","1"
"Owner","1999","Single parent ","196","0.284904359937443","0.251911857413591","0.317896862461295","1"
"Owner","1999","Couple + C. LE 16 ","1378","0.514917560179846","0.49713407280979","0.532701047549903","1"
"Owner","1999","Couple + C. LE and GT 16","704","0.664156887182843","0.637025302252546","0.691288472113141","1"
"Owner","1999","Couple + C. GT 16 ","1433","0.625721576655136","0.606785686680351","0.644657466629921","1"
"Resident or shared accommodation","1999","(Married) couple without C. ","2","","","","5"
"Resident or shared accommodation","1999","1-pers.-HH","24","","","","5"
"Resident or shared accommodation","1999","Single parent ","","","","","5"
"Resident or shared accommodation","1999","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","1999","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","1999","Couple + C. LE and GT 16","","","","","5"
"Subtenant","1999","1-pers.-HH","85","0.0491070481876702","0.0388318754750524","0.059382220900288","3"
"Subtenant","1999","(Married) couple without C. ","98","0.0195542064200155","0.0153400275535269","0.0237683852865042","3"
"Subtenant","1999","Single parent ","30","0.0450603258256431","0.0298978968966268","0.0602227547546595","3"
"Subtenant","1999","Couple + C. LE 16 ","55","0.0174244034543827","0.0127685184101588","0.0220802884986066","3"
"Subtenant","1999","Couple + C. GT 16 ","43","0.0162767991629517","0.0113255051051651","0.0212280932207382","3"
"Subtenant","1999","Couple + C. LE and GT 16","11","","","","3"
"Tenant","1999","1-pers.-HH","","","","","4"
"Tenant","1999","(Married) couple without C. ","","","","","4"
"Tenant","1999","Single parent ","","","","","4"
"Tenant","1999","Couple + C. LE 16 ","","","","","4"
"Tenant","1999","Couple + C. GT 16 ","","","","","4"
"Tenant","1999","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2000","(Married) couple without C. ","3644","0.469978275687503","0.458751482604235","0.481205068770771","2"
"Main tenant","2000","1-pers.-HH","2362","0.703729387518753","0.688315370075582","0.719143404961924","2"
"Main tenant","2000","Single parent ","811","0.683998549327512","0.657759592460854","0.71023750619417","2"
"Main tenant","2000","Couple + C. LE 16 ","2607","0.500409460104931","0.486897290817772","0.51392162939209","2"
"Main tenant","2000","Couple + C. LE and GT 16","726","0.366398077380703","0.345001788591242","0.387794366170164","2"
"Main tenant","2000","Couple + C. GT 16 ","1393","0.346935536829446","0.332125208758649","0.361745864900243","2"
"Owner","2000","1-pers.-HH","869","0.250617582642383","0.235988192142171","0.265246973142596","1"
"Owner","2000","(Married) couple without C. ","3835","0.516859719990715","0.505619030306799","0.528100409674631","1"
"Owner","2000","Single parent ","378","0.300318982191797","0.274447823809597","0.326190140573996","1"
"Owner","2000","Couple + C. GT 16 ","2549","0.644108114344388","0.629211050207758","0.659005178481018","1"
"Owner","2000","Couple + C. LE 16 ","2603","0.48782778447007","0.474319615249343","0.501335953690797","1"
"Owner","2000","Couple + C. LE and GT 16","1207","0.624672790159957","0.603170489287526","0.646175091032388","1"
"Resident or shared accommodation","2000","1-pers.-HH","30","0.0115993947020874","0.00798485599792308","0.0152139334062517","5"
"Resident or shared accommodation","2000","(Married) couple without C. ","3","","","","5"
"Resident or shared accommodation","2000","Single parent ","","","","","5"
"Resident or shared accommodation","2000","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2000","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2000","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2000","(Married) couple without C. ","110","0.0126306561460984","0.0101186380312692","0.0151426742609276","3"
"Subtenant","2000","1-pers.-HH","110","0.0340536351367761","0.0279311609853132","0.0401761092882391","3"
"Subtenant","2000","Single parent ","17","","","","3"
"Subtenant","2000","Couple + C. LE 16 ","50","0.0117627554249991","0.00884908543242644","0.0146764254175718","3"
"Subtenant","2000","Couple + C. LE and GT 16","15","","","","3"
"Subtenant","2000","Couple + C. GT 16 ","26","","","","3"
"Tenant","2000","1-pers.-HH","","","","","4"
"Tenant","2000","(Married) couple without C. ","","","","","4"
"Tenant","2000","Single parent ","","","","","4"
"Tenant","2000","Couple + C. LE 16 ","","","","","4"
"Tenant","2000","Couple + C. GT 16 ","","","","","4"
"Tenant","2000","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2001","1-pers.-HH","2108","0.699346719692766","0.682995431511736","0.715698007873796","2"
"Main tenant","2001","Single parent ","766","0.682041475617248","0.654889621077255","0.709193330157242","2"
"Main tenant","2001","(Married) couple without C. ","3345","0.461375629975638","0.449628598366692","0.473122661584584","2"
"Main tenant","2001","Couple + C. LE 16 ","2316","0.491684709243811","0.47749743905348","0.505871979434142","2"
"Main tenant","2001","Couple + C. GT 16 ","1205","0.333194825529439","0.317901224226998","0.34848842683188","2"
"Main tenant","2001","Couple + C. LE and GT 16","697","0.40405292369482","0.381075358148142","0.427030489241498","2"
"Owner","2001","1-pers.-HH","773","0.250287540489047","0.234840698361093","0.265734382617002","1"
"Owner","2001","(Married) couple without C. ","3449","0.519422013484772","0.507648667018364","0.53119535995118","1"
"Owner","2001","Single parent ","355","0.309120360123624","0.282175627911228","0.33606509233602","1"
"Owner","2001","Couple + C. LE 16 ","2399","0.495395967694202","0.481207336720173","0.509584598668232","1"
"Owner","2001","Couple + C. GT 16 ","2420","0.660768492577128","0.645406982375267","0.67613000277899","1"
"Owner","2001","Couple + C. LE and GT 16","1052","0.592182581449208","0.569171250411946","0.61519391248647","1"
"Resident or shared accommodation","2001","1-pers.-HH","33","0.0127866633865707","0.00878023991552489","0.0167930868576166","5"
"Resident or shared accommodation","2001","(Married) couple without C. ","4","","","","5"
"Resident or shared accommodation","2001","Single parent ","","","","","5"
"Resident or shared accommodation","2001","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2001","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2001","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2001","1-pers.-HH","106","0.0366742930639448","0.0299717412671036","0.0433768448607861","3"
"Subtenant","2001","(Married) couple without C. ","120","0.01824039574296","0.0150870069507755","0.0213937845351445","3"
"Subtenant","2001","Single parent ","9","","","","3"
"Subtenant","2001","Couple + C. LE 16 ","55","0.0129193230619864","0.00971463984600652","0.0161240062779663","3"
"Subtenant","2001","Couple + C. GT 16 ","24","","","","3"
"Subtenant","2001","Couple + C. LE and GT 16","3","","","","3"
"Tenant","2001","1-pers.-HH","1","","","","4"
"Tenant","2001","(Married) couple without C. ","","","","","4"
"Tenant","2001","Single parent ","","","","","4"
"Tenant","2001","Couple + C. LE 16 ","","","","","4"
"Tenant","2001","Couple + C. GT 16 ","","","","","4"
"Tenant","2001","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2002","1-pers.-HH","2115","0.699329573587225","0.682988834132782","0.715670313041669","2"
"Main tenant","2002","(Married) couple without C. ","3387","0.454388286472789","0.443109832258452","0.465666740687126","2"
"Main tenant","2002","Single parent ","749","0.67969931677594","0.652578347426918","0.706820286124962","2"
"Main tenant","2002","Couple + C. LE 16 ","2129","0.474494181451325","0.460314501623986","0.488673861278664","2"
"Main tenant","2002","Couple + C. GT 16 ","1242","0.350772186095696","0.33600748550192","0.365536886689473","2"
"Main tenant","2002","Couple + C. LE and GT 16","640","0.369230347647296","0.347843451745317","0.390617243549276","2"
"Owner","2002","1-pers.-HH","760","0.250679649576897","0.235234977036889","0.266124322116905","1"
"Owner","2002","(Married) couple without C. ","3981","0.528791475419021","0.517484590643979","0.540098360194062","1"
"Owner","2002","Single parent ","374","0.304539677499302","0.277789542431118","0.331289812567486","1"
"Owner","2002","Couple + C. LE 16 ","2586","0.516915852383402","0.502725815206128","0.531105889560675","1"
"Owner","2002","Couple + C. GT 16 ","2741","0.641287944474796","0.626448657443643","0.65612723150595","1"
"Owner","2002","Couple + C. LE and GT 16","1302","0.618516817663161","0.596990134409909","0.640043500916413","1"
"Resident or shared accommodation","2002","1-pers.-HH","33","0.0126869218596912","0.00869859283618433","0.016675250883198","5"
"Resident or shared accommodation","2002","(Married) couple without C. ","","","","","5"
"Resident or shared accommodation","2002","Single parent ","","","","","5"
"Resident or shared accommodation","2002","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2002","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2002","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2002","1-pers.-HH","116","0.0364471033268434","0.0297689760610278","0.043125230592659","3"
"Subtenant","2002","(Married) couple without C. ","119","0.0168202381081904","0.0139073305037162","0.0197331457126647","3"
"Subtenant","2002","Single parent ","14","","","","3"
"Subtenant","2002","Couple + C. LE 16 ","49","0.00858996616527299","0.00596946355757313","0.0112104687729729","3"
"Subtenant","2002","Couple + C. GT 16 ","30","0.00793986942950747","0.00519394115115386","0.0106857977078611","3"
"Subtenant","2002","Couple + C. LE and GT 16","14","","","","3"
"Tenant","2002","1-pers.-HH","1","","","","4"
"Tenant","2002","(Married) couple without C. ","","","","","4"
"Tenant","2002","Single parent ","","","","","4"
"Tenant","2002","Couple + C. GT 16 ","","","","","4"
"Tenant","2002","Couple + C. LE 16 ","","","","","4"
"Tenant","2002","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2003","1-pers.-HH","2050","0.686641909373846","0.670032170829323","0.703251647918369","2"
"Main tenant","2003","(Married) couple without C. ","3290","0.452764709326119","0.441371906499329","0.464157512152909","2"
"Main tenant","2003","Single parent ","752","0.699520319901988","0.672694105951946","0.72634653385203","2"
"Main tenant","2003","Couple + C. LE 16 ","1930","0.473992465153823","0.459226930030872","0.488758000276775","2"
"Main tenant","2003","Couple + C. GT 16 ","1143","0.340013037595363","0.325256964311428","0.354769110879298","2"
"Main tenant","2003","Couple + C. LE and GT 16","593","0.360398683596857","0.338502878642969","0.382294488550746","2"
"Owner","2003","1-pers.-HH","787","0.254796346629522","0.239193232955157","0.270399460303888","1"
"Owner","2003","(Married) couple without C. ","3907","0.528802700299405","0.517377719546807","0.540227681052003","1"
"Owner","2003","Single parent ","355","0.290604506434662","0.264037229211681","0.317171783657643","1"
"Owner","2003","Couple + C. LE 16 ","2410","0.511940962190951","0.497159628912115","0.526722295469787","1"
"Owner","2003","Couple + C. GT 16 ","2780","0.647391958529037","0.6325091430715","0.662274773986575","1"
"Owner","2003","Couple + C. LE and GT 16","1234","0.623074779431364","0.600973758884505","0.645175799978223","1"
"Resident or shared accommodation","2003","1-pers.-HH","30","0.0118637852755024","0.00798677248737911","0.0157407980636257","5"
"Resident or shared accommodation","2003","Single parent ","","","","","5"
"Resident or shared accommodation","2003","(Married) couple without C. ","3","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2003","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2003","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2003","(Married) couple without C. ","133","0.0181789882250679","0.0151211939462331","0.0212367825039028","3"
"Subtenant","2003","1-pers.-HH","128","0.0458481957271046","0.0383587953336599","0.0533375961205492","3"
"Subtenant","2003","Single parent ","15","","","","3"
"Subtenant","2003","Couple + C. LE 16 ","53","0.0140665726552256","0.010584118307281","0.0175490270031702","3"
"Subtenant","2003","Couple + C. LE and GT 16","20","","","","3"
"Subtenant","2003","Couple + C. GT 16 ","36","0.0125950038755996","0.00912122513432048","0.0160687826168787","3"
"Tenant","2003","(Married) couple without C. ","","","","","4"
"Tenant","2003","1-pers.-HH","1","","","","4"
"Tenant","2003","Single parent ","","","","","4"
"Tenant","2003","Couple + C. LE 16 ","","","","","4"
"Tenant","2003","Couple + C. LE and GT 16","","","","","4"
"Tenant","2003","Couple + C. GT 16 ","","","","","4"
"Main tenant","2004","1-pers.-HH","1980","0.680102799406688","0.66323956802567","0.696966030787706","2"
"Main tenant","2004","(Married) couple without C. ","3314","0.463839390152451","0.452394899275862","0.475283881029041","2"
"Main tenant","2004","Single parent ","744","0.725431703495026","0.699033742587343","0.751829664402709","2"
"Main tenant","2004","Couple + C. LE 16 ","1762","0.480958486894624","0.465606694471474","0.496310279317773","2"
"Main tenant","2004","Couple + C. GT 16 ","1099","0.331204488303732","0.3164824573993","0.345926519208165","2"
"Main tenant","2004","Couple + C. LE and GT 16","602","0.397435266817076","0.374802899616276","0.420067634017875","2"
"Owner","2004","1-pers.-HH","803","0.263974613730277","0.248038743796726","0.279910483663828","1"
"Owner","2004","(Married) couple without C. ","3850","0.514787981165202","0.503318462674199","0.526257499656204","1"
"Owner","2004","Single parent ","337","0.259797639935742","0.233859444723288","0.285735835148195","1"
"Owner","2004","Couple + C. LE 16 ","2256","0.507894229640505","0.492533207532433","0.523255251748578","1"
"Owner","2004","Couple + C. LE and GT 16","1183","0.596104019531564","0.573411082107267","0.618796956955861","1"
"Owner","2004","Couple + C. GT 16 ","2799","0.657639689018217","0.642797134352123","0.67248224368431","1"
"Resident or shared accommodation","2004","(Married) couple without C. ","2","","","","5"
"Resident or shared accommodation","2004","1-pers.-HH","33","0.0141201680422794","0.00985456711845029","0.0183857689661085","5"
"Resident or shared accommodation","2004","Single parent ","","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE 16 ","2","","","","5"
"Resident or shared accommodation","2004","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2004","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2004","1-pers.-HH","121","0.0407070510379413","0.0335627664676946","0.047851335608188","3"
"Subtenant","2004","(Married) couple without C. ","127","0.020956981790681","0.0176697489510311","0.024244214630331","3"
"Subtenant","2004","Single parent ","17","","","","3"
"Subtenant","2004","Couple + C. LE 16 ","49","0.0110231831010238","0.00781506156729363","0.014231304634754","3"
"Subtenant","2004","Couple + C. GT 16 ","28","","","","3"
"Subtenant","2004","Couple + C. LE and GT 16","11","","","","3"
"Tenant","2004","(Married) couple without C. ","1","","","","4"
"Tenant","2004","1-pers.-HH","2","","","","4"
"Tenant","2004","Single parent ","","","","","4"
"Tenant","2004","Couple + C. LE 16 ","","","","","4"
"Tenant","2004","Couple + C. GT 16 ","","","","","4"
"Tenant","2004","Couple + C. LE and GT 16","","","","","4"
"Main tenant","2005","1-pers.-HH","1976","0.679728535937251","0.662965275149888","0.696491796724614","2"
"Main tenant","2005","Single parent ","729","0.731985689582247","0.705940870284049","0.758030508880444","2"
"Main tenant","2005","(Married) couple without C. ","3160","0.470716529695232","0.459076699737711","0.482356359652753","2"
"Main tenant","2005","Couple + C. LE 16 ","1601","0.488158933220059","0.472111093459964","0.504206772980153","2"
"Main tenant","2005","Couple + C. GT 16 ","1030","0.348990613543413","0.333552671030076","0.364428556056749","2"
"Main tenant","2005","Couple + C. LE and GT 16","582","0.412822141300805","0.389473023065207","0.436171259536402","2"
"Owner","2005","1-pers.-HH","807","0.253211013501928","0.237587745757355","0.268834281246501","1"
"Owner","2005","(Married) couple without C. ","3779","0.506113221947027","0.494454249198557","0.517772194695498","1"
"Owner","2005","Single parent ","359","0.250592455467143","0.225110421642425","0.276074489291862","1"
"Owner","2005","Couple + C. LE 16 ","2093","0.501554328029807","0.485502063776041","0.517606592283574","1"
"Owner","2005","Couple + C. GT 16 ","2594","0.639564455531133","0.624013936575696","0.655114974486569","1"
"Owner","2005","Couple + C. LE and GT 16","1120","0.580245465582555","0.55684051472226","0.60365041644285","1"
"Resident or shared accommodation","2005","1-pers.-HH","33","0.0142849365830534","0.010021630806437","0.0185482423596697","5"
"Resident or shared accommodation","2005","(Married) couple without C. ","4","","","","5"
"Resident or shared accommodation","2005","Single parent ","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2005","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2005","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2005","1-pers.-HH","160","0.052775513977768","0.0447425777080624","0.0608084502474736","3"
"Subtenant","2005","(Married) couple without C. ","119","0.0222961289497103","0.0188530962544358","0.0257391616449848","3"
"Subtenant","2005","Single parent ","23","","","","3"
"Subtenant","2005","Couple + C. LE 16 ","33","0.0102867387501339","0.00704735839210851","0.0135261191081593","3"
"Subtenant","2005","Couple + C. GT 16 ","38","0.0114449309254547","0.00799987764751998","0.0148899842033895","3"
"Subtenant","2005","Couple + C. LE and GT 16","6","","","","3"
"Tenant","2005","1-pers.-HH","","","","","4"
"Tenant","2005","(Married) couple without C. ","2","","","","4"
"Tenant","2005","Single parent ","","","","","4"
"Tenant","2005","Couple + C. LE 16 ","","","","","4"
"Tenant","2005","Couple + C. LE and GT 16","","","","","4"
"Tenant","2005","Couple + C. GT 16 ","","","","","4"
"Main tenant","2006","1-pers.-HH","2220","0.684005897348105","0.668276701253976","0.699735093442235","2"
"Main tenant","2006","(Married) couple without C. ","3370","0.471412295258441","0.460399095058889","0.482425495457994","2"
"Main tenant","2006","Single parent ","787","0.708010756799635","0.682444726089169","0.733576787510101","2"
"Main tenant","2006","Couple + C. LE 16 ","1686","0.501300810488731","0.485670590027753","0.516931030949708","2"
"Main tenant","2006","Couple + C. GT 16 ","1054","0.343682836672478","0.328578334577329","0.358787338767627","2"
"Main tenant","2006","Couple + C. LE and GT 16","523","0.40327976079555","0.379428573329529","0.42713094826157","2"
"Owner","2006","1-pers.-HH","952","0.259085996871191","0.244262762108055","0.273909231634326","1"
"Owner","2006","(Married) couple without C. ","4413","0.511960622010982","0.500932532963066","0.522988711058898","1"
"Owner","2006","Single parent ","414","0.276929376703946","0.251767975372847","0.302090778035044","1"
"Owner","2006","Couple + C. LE 16 ","2190","0.485759282032807","0.470135349539556","0.501383214526057","1"
"Owner","2006","Couple + C. GT 16 ","2711","0.643318062341816","0.628083708377265","0.658552416306367","1"
"Owner","2006","Couple + C. LE and GT 16","1094","0.590666683426152","0.566759346995958","0.614574019856345","1"
"Resident or shared accommodation","2006","1-pers.-HH","43","0.013256301193195","0.00938684016178407","0.017125762224606","5"
"Resident or shared accommodation","2006","Single parent ","","","","","5"
"Resident or shared accommodation","2006","(Married) couple without C. ","3","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE 16 ","","","","","5"
"Resident or shared accommodation","2006","Couple + C. GT 16 ","","","","","5"
"Resident or shared accommodation","2006","Couple + C. LE and GT 16","","","","","5"
"Subtenant","2006","1-pers.-HH","141","0.0436518045875088","0.0367391280195509","0.0505644811554666","3"
"Subtenant","2006","(Married) couple without C. ","104","0.0161118054242904","0.0133340146463073","0.0188895962022735","3"
"Subtenant","2006","Single parent ","14","","","","3"
"Subtenant","2006","Couple + C. LE 16 ","55","0.0129399074784627","0.00940698627390373","0.0164728286830217","3"
