"hgowner","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","2002","Employed","West Germany","5116","0.507834067827565","0.498699193091186","0.516968942563943","2"
"Main tenant","2002","Not Employed","East Germany","1233","0.63842541242999","0.617954165733765","0.658896659126214","2"
"Owner","2002","Not Employed","West Germany","3571","0.537336988238441","0.52491894093894","0.549755035537941","1"
"Owner","2002","Not Employed","East Germany","834","0.336036317586583","0.315910407401929","0.356162227771237","1"
"Owner","2002","Employed","West Germany","6220","0.472703580155009","0.463581208470619","0.481825951839398","1"
"Owner","2002","Employed","East Germany","1663","0.422311217517944","0.405565330984206","0.439057104051682","1"
"Resident or shared accommodation","2002","Not Employed","East Germany","6","","","","5"
"Resident or shared accommodation","2002","Not Employed","West Germany","23","","","","5"
"Resident or shared accommodation","2002","Employed","West Germany","3","","","","5"
"Resident or shared accommodation","2002","Employed","East Germany","1","","","","5"
"Subtenant","2002","Employed","East Germany","69","0.0196896909068927","0.0149794176518593","0.0243999641619262","3"
"Subtenant","2002","Employed","West Germany","167","0.0192464939876069","0.0167361013357822","0.0217568866394315","3"
"Subtenant","2002","Not Employed","East Germany","43","0.0202418409468138","0.0142415168626692","0.0262421650309585","3"
"Subtenant","2002","Not Employed","West Germany","71","0.0143939025789407","0.0114274424106625","0.0173603627472188","3"
"Tenant","2002","Employed","West Germany","","","","","4"
"Tenant","2002","Employed","East Germany","","","","","4"
"Tenant","2002","Not Employed","West Germany","1","","","","4"
"Tenant","2002","Not Employed","East Germany","","","","","4"
"Main tenant","2003","Employed","East Germany","1524","0.540510218143153","0.523339687465311","0.557680748820994","2"
"Main tenant","2003","Not Employed","East Germany","1213","0.626542308723935","0.606028638365343","0.647055979082526","2"
"Main tenant","2003","Employed","West Germany","4764","0.505090620988968","0.495679510249608","0.514501731728327","2"
"Main tenant","2003","Not Employed","West Germany","2454","0.44434986286457","0.431863026486349","0.456836699242791","2"
"Owner","2003","Not Employed","West Germany","3516","0.529614832344367","0.517071987155777","0.542157677532957","1"
"Owner","2003","Not Employed","East Germany","868","0.338846797299867","0.318774355264816","0.358919239334918","1"
"Owner","2003","Employed","West Germany","5891","0.470972715951137","0.461576990902891","0.480368440999383","1"
"Owner","2003","Employed","East Germany","1633","0.434562436891251","0.417483444130547","0.451641429651954","1"
"Resident or shared accommodation","2003","Not Employed","East Germany","5","","","","5"
"Resident or shared accommodation","2003","Not Employed","West Germany","27","","","","5"
"Resident or shared accommodation","2003","Employed","West Germany","1","","","","5"
"Resident or shared accommodation","2003","Employed","East Germany","","","","","5"
"Subtenant","2003","Employed","West Germany","186","0.0239282798345125","0.0210516101666069","0.0268049495024182","3"
"Subtenant","2003","Employed","East Germany","79","0.0249273449655967","0.0195557861534057","0.0302989037777876","3"
"Subtenant","2003","Not Employed","East Germany","50","0.0299832964108396","0.022750990920166","0.0372156019015131","3"
"Subtenant","2003","Not Employed","West Germany","85","0.0184839550639619","0.0150991369495091","0.0218687731784146","3"
"Tenant","2003","Not Employed","East Germany","","","","","4"
"Tenant","2003","Employed","East Germany","","","","","4"
"Tenant","2003","Not Employed","West Germany","1","","","","4"
"Tenant","2003","Employed","West Germany","","","","","4"
"Main tenant","2004","Employed","West Germany","4581","0.511498414848763","0.5019034284055","0.521093401292027","2"
"Main tenant","2004","Employed","East Germany","1419","0.541866767961174","0.52428499517548","0.559448540746868","2"
"Main tenant","2004","Not Employed","East Germany","1236","0.639864489827613","0.619667102151063","0.660061877504163","2"
"Main tenant","2004","Not Employed","West Germany","2447","0.448620822136842","0.436090462800416","0.461151181473267","2"
"Owner","2004","Not Employed","West Germany","3510","0.526636926885807","0.514057771752115","0.5392160820195","1"
"Owner","2004","Not Employed","East Germany","887","0.329334060514868","0.309560281610719","0.349107839419017","1"
"Owner","2004","Employed","West Germany","5667","0.465228076381202","0.455653788364166","0.474802364398239","1"
"Owner","2004","Employed","East Germany","1583","0.429180217267525","0.411714361781923","0.446646072753128","1"
"Resident or shared accommodation","2004","Not Employed","West Germany","27","","","","5"
"Resident or shared accommodation","2004","Not Employed","East Germany","8","","","","5"
"Resident or shared accommodation","2004","Employed","West Germany","2","","","","5"
"Resident or shared accommodation","2004","Employed","East Germany","","","","","5"
"Subtenant","2004","Employed","East Germany","83","0.0289530147713004","0.0230362061141053","0.0348698234284956","3"
"Subtenant","2004","Employed","West Germany","175","0.0232213374433822","0.0203304516992432","0.0261122231875212","3"
"Subtenant","2004","Not Employed","East Germany","39","0.0236480275157086","0.0172548187078387","0.0300412363235785","3"
"Subtenant","2004","Not Employed","West Germany","66","0.0160792933759076","0.0129103669133486","0.0192482198384666","3"
"Tenant","2004","Not Employed","East Germany","","","","","4"
"Tenant","2004","Employed","West Germany","1","","","","4"
"Tenant","2004","Employed","East Germany","","","","","4"
"Tenant","2004","Not Employed","West Germany","2","","","","4"
"Main tenant","2005","Employed","East Germany","1312","0.546419400968116","0.528451348988431","0.5643874529478","2"
"Main tenant","2005","Employed","West Germany","4372","0.518249333558824","0.508423069933492","0.528075597184155","2"
"Main tenant","2005","Not Employed","West Germany","2371","0.458937686675726","0.446129910331787","0.471745463019665","2"
"Main tenant","2005","Not Employed","East Germany","1197","0.641482871722214","0.621039944316126","0.661925799128303","2"
"Owner","2005","Not Employed","West Germany","3326","0.511440653988395","0.498592831791899","0.524288476184892","1"
"Owner","2005","Not Employed","East Germany","861","0.324769026628295","0.304806795524813","0.344731257731777","1"
"Owner","2005","Employed","West Germany","5365","0.454244584906595","0.444453027388014","0.464036142425176","1"
"Owner","2005","Employed","East Germany","1577","0.428058361821398","0.410200146511802","0.445916577130995","1"
"Resident or shared accommodation","2005","Not Employed","West Germany","27","","","","5"
"Resident or shared accommodation","2005","Not Employed","East Germany","10","","","","5"
"Resident or shared accommodation","2005","Employed","West Germany","","","","","5"
"Resident or shared accommodation","2005","Employed","East Germany","","","","","5"
"Subtenant","2005","Not Employed","East Germany","46","0.0246992705297981","0.0180830962365303","0.031315444823066","3"
"Subtenant","2005","Employed","West Germany","196","0.0275060815345814","0.024289713899474","0.0307224491696888","3"
"Subtenant","2005","Employed","East Germany","58","0.0252945746721039","0.0196274719203387","0.030961677423869","3"
"Subtenant","2005","Not Employed","West Germany","91","0.0213113187052551","0.0175993810247768","0.0250232563857334","3"
"Tenant","2005","Not Employed","West Germany","","","","","4"
"Tenant","2005","Employed","West Germany","","","","","4"
"Tenant","2005","Not Employed","East Germany","","","","","4"
"Tenant","2005","Employed","East Germany","2","","","","4"
"Main tenant","2006","Not Employed","East Germany","1279","0.635005812804168","0.615432611910727","0.654579013697609","2"
"Main tenant","2006","Employed","East Germany","1376","0.549084151467617","0.531477060110821","0.566691242824414","2"
"Main tenant","2006","Employed","West Germany","4496","0.515954111759334","0.506355027190496","0.525553196328171","2"
"Main tenant","2006","Not Employed","West Germany","2655","0.475471765365723","0.463400660742916","0.48754286998853","2"
"Owner","2006","Not Employed","West Germany","3821","0.501469400897192","0.489383797414193","0.513555004380192","1"
"Owner","2006","Not Employed","East Germany","979","0.330268982307447","0.311147826961313","0.349390137653581","1"
"Owner","2006","Employed","West Germany","5739","0.459911323196083","0.450338267216588","0.469484379175578","1"
"Owner","2006","Employed","East Germany","1617","0.422043110637379","0.404566929255201","0.439519292019557","1"
"Resident or shared accommodation","2006","Not Employed","West Germany","32","0.00691372263025144","0.00491086684638579","0.00891657841411709","5"
"Resident or shared accommodation","2006","Not Employed","East Germany","13","","","","5"
"Resident or shared accommodation","2006","Employed","West Germany","1","","","","5"
"Resident or shared accommodation","2006","Employed","East Germany","","","","","5"
"Subtenant","2006","Employed","West Germany","176","0.0238198715672198","0.0208908963271452","0.0267488468072943","3"
"Subtenant","2006","Not Employed","East Germany","53","0.0257264589661126","0.0192898001413037","0.0321631177909214","3"
"Subtenant","2006","Not Employed","West Germany","67","0.0161451111068332","0.0130987158151327","0.0191915063985338","3"
"Subtenant","2006","Employed","East Germany","73","0.0286677196585889","0.0227629780347818","0.0345724612823959","3"
"Tenant","2006","Employed","East Germany","2","","","","4"
"Tenant","2006","Not Employed","West Germany","","","","","4"
"Tenant","2006","Not Employed","East Germany","","","","","4"
"Tenant","2006","Employed","West Germany","","","","","4"
"Main tenant","2007","Employed","West Germany","4192","0.510564267938955","0.500611661310773","0.520516874567137","2"
"Main tenant","2007","Not Employed","East Germany","1234","0.641519537054372","0.621448654733764","0.661590419374981","2"
"Main tenant","2007","Employed","East Germany","1303","0.53443363107836","0.516344404325794","0.552522857830926","2"
"Main tenant","2007","Not Employed","West Germany","2428","0.460371779130828","0.447924930483918","0.472818627777738","2"
"Owner","2007","Not Employed","West Germany","3614","0.512926851345429","0.500444898243086","0.525408804447772","1"
"Owner","2007","Not Employed","East Germany","904","0.328397474175445","0.308741940516686","0.348053007834204","1"
"Owner","2007","Employed","East Germany","1553","0.428617831814709","0.410671290155158","0.44656437347426","1"
"Owner","2007","Employed","West Germany","5336","0.464221659559807","0.454292349546026","0.474150969573589","1"
"Resident or shared accommodation","2007","Not Employed","West Germany","34","0.00793811372211402","0.00572203198053102","0.010154195463697","5"
"Resident or shared accommodation","2007","Not Employed","East Germany","13","","","","5"
"Resident or shared accommodation","2007","Employed","West Germany","3","","","","5"
"Resident or shared accommodation","2007","Employed","East Germany","","","","","5"
"Subtenant","2007","Not Employed","West Germany","84","0.0187632558016293","0.0153748241019462","0.0221516875013123","3"
"Subtenant","2007","Not Employed","East Germany","42","0.0200917588997371","0.0142191583795571","0.025964359419917","3"
"Subtenant","2007","Employed","West Germany","160","0.0242336162302119","0.021172034671349","0.0272951977890747","3"
"Subtenant","2007","Employed","East Germany","63","0.0367496595491238","0.029926609481029","0.0435727096172186","3"
"Tenant","2007","Not Employed","East Germany","","","","","4"
"Tenant","2007","Employed","East Germany","2","","","","4"
"Tenant","2007","Not Employed","West Germany","","","","","4"
"Tenant","2007","Employed","West Germany","","","","","4"
"Main tenant","2008","Not Employed","West Germany","2180","0.453542665306522","0.440651389990427","0.466433940622616","2"
"Main tenant","2008","Employed","West Germany","3884","0.501395988812116","0.491136546251175","0.511655431373056","2"
"Main tenant","2008","Employed","East Germany","1255","0.53264148323171","0.514177549512108","0.551105416951312","2"
"Main tenant","2008","Not Employed","East Germany","1141","0.612952928610217","0.591754211922214","0.63415164529822","2"
"Owner","2008","Not Employed","West Germany","3425","0.511740924494843","0.498797210242307","0.52468463874738","1"
"Owner","2008","Not Employed","East Germany","830","0.342925522988794","0.322265951014989","0.3635850949626","1"
"Owner","2008","Employed","West Germany","5095","0.479668861681534","0.469417864262913","0.489919859100156","1"
"Owner","2008","Employed","East Germany","1493","0.432559613172177","0.41422529500081","0.450893931343543","1"
"Resident or shared accommodation","2008","Not Employed","West Germany","35","0.00936751468866798","0.00687305118599314","0.0118619781913428","5"
"Resident or shared accommodation","2008","Not Employed","East Germany","11","","","","5"
"Resident or shared accommodation","2008","Employed","West Germany","1","","","","5"
"Resident or shared accommodation","2008","Employed","East Germany","","","","","5"
"Subtenant","2008","Not Employed","East Germany","46","0.0342288246397745","0.0263157141728478","0.0421419351067013","3"
"Subtenant","2008","Not Employed","West Germany","89","0.0253488955099671","0.021278723249208","0.0294190677707261","3"
"Subtenant","2008","Employed","East Germany","55","0.0346072381353632","0.0278430271083081","0.0413714491624184","3"
"Subtenant","2008","Employed","West Germany","144","0.0184284161165275","0.0156687251854047","0.0211881070476503","3"
"Tenant","2008","Employed","West Germany","","","","","4"
"Tenant","2008","Not Employed","West Germany","","","","","4"
"Tenant","2008","Not Employed","East Germany","","","","","4"
"Tenant","2008","Employed","East Germany","2","","","","4"
"Main tenant","2009","Not Employed","East Germany","1051","0.60838327961466","0.586412363173215","0.630354196056105","2"
"Main tenant","2009","Employed","East Germany","1166","0.527273994372841","0.508428346579672","0.54611964216601","2"
"Main tenant","2009","Not Employed","West Germany","1953","0.443221010810559","0.429746195124219","0.4566958264969","2"
"Main tenant","2009","Employed","West Germany","3663","0.498983818007047","0.488385568463928","0.509582067550167","2"
"Owner","2009","Not Employed","West Germany","3151","0.52662460903681","0.51308130407919","0.540167913994429","1"
"Owner","2009","Not Employed","East Germany","793","0.356990926494825","0.335425102119392","0.378556750870259","1"
"Owner","2009","Employed","West Germany","4747","0.47709882031829","0.466511671547857","0.487685969088723","1"
"Owner","2009","Employed","East Germany","1450","0.438648553699175","0.419917426161292","0.457379681237058","1"
"Resident or shared accommodation","2009","Not Employed","West Germany","33","0.00922659539416319","0.00663313779107038","0.011820052997256","5"
"Resident or shared accommodation","2009","Not Employed","East Germany","6","","","","5"
"Resident or shared accommodation","2009","Employed","West Germany","1","","","","5"
"Resident or shared accommodation","2009","Employed","East Germany","","","","","5"
"Subtenant","2009","Not Employed","West Germany","84","0.0209277847584682","0.0170450275252946","0.0248105419916418","3"
"Subtenant","2009","Not Employed","East Germany","46","0.0294887794651822","0.0218739952019596","0.0371035637284049","3"
"Subtenant","2009","Employed","West Germany","139","0.0233964782118696","0.0201924272031443","0.0266005292205949","3"
"Subtenant","2009","Employed","East Germany","78","0.0338811474803767","0.0270517485723682","0.0407105463883853","3"
"Tenant","2009","Employed","East Germany","2","","","","4"
"Tenant","2009","Not Employed","West Germany","","","","","4"
"Tenant","2009","Employed","West Germany","","","","","4"
"Tenant","2009","Not Employed","East Germany","","","","","4"
"Main tenant","2010","Not Employed","East Germany","1266","0.612476561468328","0.591723537564411","0.633229585372246","2"
"Main tenant","2010","Employed","West Germany","5685","0.491194390163361","0.482321243903254","0.500067536423468","2"
"Main tenant","2010","Employed","East Germany","1655","0.51538384474154","0.498634439801096","0.532133249681984","2"
"Main tenant","2010","Not Employed","West Germany","3002","0.443585559630694","0.431690512196976","0.455480607064412","2"
"Owner","2010","Not Employed","West Germany","3585","0.526930556246008","0.514976441438086","0.53888467105393","1"
"Owner","2010","Not Employed","East Germany","792","0.356328552596919","0.335927851337743","0.376729253856095","1"
"Owner","2010","Employed","West Germany","6340","0.486693379888263","0.477822000593965","0.495564759182561","1"
"Owner","2010","Employed","East Germany","1684","0.455441195379643","0.438750532493163","0.472131858266123","1"
"Resident or shared accommodation","2010","Employed","West Germany","4","","","","5"
"Resident or shared accommodation","2010","Not Employed","West Germany","30","0.00945938374517153","0.00714174443649744","0.0117770230538456","5"
"Resident or shared accommodation","2010","Not Employed","East Germany","7","","","","5"
"Resident or shared accommodation","2010","Employed","East Germany","","","","","5"
"Subtenant","2010","Not Employed","West Germany","83","0.0200124742547781","0.0166594325979309","0.0233655159116253","3"
"Subtenant","2010","Employed","East Germany","79","0.0289746985517965","0.0233531007039613","0.0345962963996317","3"
"Subtenant","2010","Employed","West Germany","163","0.0212372951626289","0.018678336305101","0.0237962540201567","3"
"Subtenant","2010","Not Employed","East Germany","50","0.0251898908447838","0.018514744109187","0.0318650375803805","3"
"Tenant","2010","Employed","East Germany","2","","","","4"
"Tenant","2010","Not Employed","East Germany","2","","","","4"
"Tenant","2010","Not Employed","West Germany","1","","","","4"
"Tenant","2010","Employed","West Germany","2","","","","4"
"Main tenant","2011","Not Employed","West Germany","3599","0.439490857774951","0.428746996130585","0.450234719419317","2"
"Main tenant","2011","Employed","West Germany","6500","0.477451479358205","0.469294404129435","0.485608554586975","2"
"Main tenant","2011","Not Employed","East Germany","1517","0.61767988518549","0.598615574637113","0.636744195733867","2"
"Main tenant","2011","Employed","East Germany","1984","0.53988081199567","0.524272518466373","0.555489105524967","2"
"Owner","2011","Not Employed","West Germany","4483","0.535416245315024","0.524620020589615","0.546212470040432","1"
"Owner","2011","Not Employed","East Germany","920","0.349241603748335","0.330539146203751","0.367944061292918","1"
"Owner","2011","Employed","West Germany","7713","0.502409535248861","0.494244247463472","0.51057482303425","1"
"Owner","2011","Employed","East Germany","1872","0.441045823899169","0.425496866811256","0.456594780987081","1"
"Resident or shared accommodation","2011","Employed","West Germany","2","","","","5"
"Resident or shared accommodation","2011","Not Employed","West Germany","38","0.00840456644451564","0.00642842034012487","0.0103807125489064","5"
"Resident or shared accommodation","2011","Not Employed","East Germany","12","","","","5"
"Resident or shared accommodation","2011","Employed","East Germany","","","","","5"
"Subtenant","2011","Employed","East Germany","59","0.0189256461355811","0.0146584006802485","0.0231928915909137","3"
"Subtenant","2011","Not Employed","West Germany","77","0.016678289443716","0.013906133218934","0.0194504456684979","3"
"Subtenant","2011","Not Employed","East Germany","45","0.0258811317634952","0.0196520589117086","0.0321102046152818","3"
"Subtenant","2011","Employed","West Germany","187","0.01951714084709","0.0172580451120986","0.0217762365820814","3"
"Tenant","2011","Employed","West Germany","2","","","","4"
"Tenant","2011","Employed","East Germany","2","","","","4"
"Tenant","2011","Not Employed","East Germany","2","","","","4"
"Tenant","2011","Not Employed","West Germany","1","","","","4"
"Main tenant","2012","Employed","East Germany","1935","0.529737018952583","0.513867752558111","0.545606285347056","2"
"Main tenant","2012","Not Employed","West Germany","3412","0.43365474256585","0.422712024121683","0.444597461010018","2"
"Main tenant","2012","Not Employed","East Germany","1515","0.627892498383672","0.608868617826579","0.646916378940765","2"
"Main tenant","2012","Employed","West Germany","6380","0.48637083886975","0.4781259371318","0.4946157406077","2"
"Owner","2012","Not Employed","West Germany","4372","0.545625539358748","0.534631258118094","0.556619820599402","1"
"Owner","2012","Not Employed","East Germany","899","0.334965445675243","0.316389781093741","0.353541110256745","1"
"Owner","2012","Employed","West Germany","7575","0.495206839410097","0.486959251909348","0.503454426910847","1"
"Owner","2012","Employed","East Germany","1788","0.444911491066417","0.429110867646246","0.460712114486587","1"
"Resident or shared accommodation","2012","Not Employed","East Germany","12","","","","5"
"Resident or shared accommodation","2012","Employed","West Germany","1","","","","5"
"Resident or shared accommodation","2012","Not Employed","West Germany","24","","","","5"
"Resident or shared accommodation","2012","Employed","East Germany","","","","","5"
"Subtenant","2012","Employed","East Germany","75","0.0252137468415548","0.0202291540547148","0.0301983396283948","3"
"Subtenant","2012","Employed","West Germany","159","0.0180269287106984","0.0158321661487489","0.0202216912726479","3"
"Subtenant","2012","Not Employed","East Germany","53","0.030559217553323","0.0237850800384233","0.0373333550682226","3"
"Subtenant","2012","Not Employed","West Germany","70","0.0151805028294654","0.0124806882495441","0.0178803174093866","3"
"Tenant","2012","Employed","East Germany","2","","","","4"
"Tenant","2012","Employed","West Germany","2","","","","4"
"Tenant","2012","Not Employed","West Germany","1","","","","4"
"Tenant","2012","Not Employed","East Germany","1","","","","4"
"Main tenant","2013","Not Employed","East Germany","1665","0.611742936469213","0.59318407729295","0.630301795645475","2"
"Main tenant","2013","Employed","East Germany","1846","0.505282594557894","0.488930019441381","0.521635169674406","2"
"Main tenant","2013","Not Employed","West Germany","6526","0.485308451998334","0.476273637917686","0.494343266078982","2"
"Main tenant","2013","Employed","West Germany","5969","0.452206862255441","0.443754919540246","0.460658804970635","2"
"Owner","2013","Not Employed","West Germany","5071","0.495204060741208","0.486165759765357","0.504242361717059","1"
"Owner","2013","Not Employed","East Germany","913","0.348071480444374","0.3299313117178","0.366211649170947","1"
"Owner","2013","Employed","West Germany","7204","0.532772650246035","0.524300088033807","0.541245212458263","1"
"Owner","2013","Employed","East Germany","1685","0.471484540978435","0.455157669851539","0.487811412105332","1"
"Resident or shared accommodation","2013","Employed","West Germany","","","","","5"
"Resident or shared accommodation","2013","Employed","East Germany","","","","","5"
"Resident or shared accommodation","2013","Not Employed","East Germany","14","","","","5"
"Resident or shared accommodation","2013","Not Employed","West Germany","31","0.00555280875640811","0.00420947479293469","0.00689614271988153","5"
"Subtenant","2013","Employed","East Germany","58","0.0231087483104608","0.01819456095752","0.0280229356634016","3"
"Subtenant","2013","Employed","West Germany","148","0.0150204874985248","0.0129549395086387","0.0170860354884108","3"
"Subtenant","2013","Not Employed","West Germany","127","0.0139346785040502","0.0118156436810962","0.0160537133270043","3"
"Subtenant","2013","Not Employed","East Germany","56","0.0317138595325327","0.0250406690944794","0.0383870499705861","3"
"Tenant","2013","Employed","East Germany","2","","","","4"
"Tenant","2013","Not Employed","East Germany","1","","","","4"
"Tenant","2013","Employed","West Germany","","","","","4"
"Tenant","2013","Not Employed","West Germany","","","","","4"
"Main tenant","2014","Employed","West Germany","6961","0.490542875825782","0.482365317084152","0.498720434567413","2"
"Main tenant","2014","Employed","East Germany","1814","0.51830160888022","0.501654984973451","0.53494823278699","2"
"Main tenant","2014","Not Employed","West Germany","3686","0.435944910016866","0.424887655506522","0.447002164527209","2"
"Main tenant","2014","Not Employed","East Germany","1394","0.632202654242979","0.612247002921531","0.652158305564427","2"
"Owner","2014","Not Employed","West Germany","3926","0.543543651050622","0.532436886158549","0.554650415942694","1"
"Owner","2014","Not Employed","East Germany","803","0.338107911684934","0.31853052513815","0.357685298231719","1"
"Owner","2014","Employed","West Germany","7234","0.494989220568266","0.486810609404782","0.503167831731751","1"
"Owner","2014","Employed","East Germany","1571","0.441523719955363","0.42498024731502","0.458067192595707","1"
"Resident or shared accommodation","2014","Employed","West Germany","","","","","5"
"Resident or shared accommodation","2014","Not Employed","East Germany","9","","","","5"
"Resident or shared accommodation","2014","Employed","East Germany","2","","","","5"
"Resident or shared accommodation","2014","Not Employed","West Germany","31","0.00623101599102273","0.00447635633348322","0.00798567564856223","5"
"Subtenant","2014","Employed","East Germany","74","0.0400216504644265","0.0334914651194948","0.0465518358093583","3"
"Subtenant","2014","Employed","West Germany","161","0.0144679036059513","0.0125146008813369","0.0164212063305656","3"
"Subtenant","2014","Not Employed","East Germany","34","0.0211180751775442","0.0151679544906469","0.0270681958644415","3"
"Subtenant","2014","Not Employed","West Germany","83","0.0142804229414899","0.0116348608118572","0.0169259850711226","3"
"Tenant","2014","Employed","West Germany","","","","","4"
"Tenant","2014","Not Employed","East Germany","3","","","","4"
"Tenant","2014","Employed","East Germany","","","","","4"
"Tenant","2014","Not Employed","West Germany","","","","","4"
"Main tenant","2015","Not Employed","West Germany","4665","0.459003870780352","0.448446838957085","0.46956090260362","2"
"Main tenant","2015","Employed","East Germany","1710","0.531906845608404","0.514754499123164","0.549059192093644","2"
"Main tenant","2015","Employed","West Germany","6300","0.471827167657273","0.463378644090604","0.480275691223943","2"
"Main tenant","2015","Not Employed","East Germany","1455","0.636555545722451","0.616855486755099","0.656255604689802","2"
"Owner","2015","Not Employed","West Germany","3712","0.518419304986018","0.507833797218741","0.529004812753295","1"
"Owner","2015","Not Employed","East Germany","787","0.333564630038204","0.314253870062131","0.352875390014277","1"
"Owner","2015","Employed","West Germany","6962","0.510780212063577","0.502320212157762","0.519240211969393","1"
"Owner","2015","Employed","East Germany","1480","0.446306865997806","0.429218876856028","0.463394855139584","1"
"Resident or shared accommodation","2015","Employed","West Germany","","","","","5"
"Resident or shared accommodation","2015","Not Employed","East Germany","12","","","","5"
"Resident or shared accommodation","2015","Employed","East Germany","","","","","5"
"Resident or shared accommodation","2015","Not Employed","West Germany","36","0.0067511583825785","0.00501633702647622","0.00848597973868078","5"
"Subtenant","2015","Employed","East Germany","61","0.0217862883937902","0.0167680868070966","0.0268044899804837","3"
"Subtenant","2015","Employed","West Germany","150","0.0173926202791495","0.0151801683819526","0.0196050721763464","3"
"Subtenant","2015","Not Employed","East Germany","36","0.0208361230124691","0.0149859797995085","0.0266862662254297","3"
"Subtenant","2015","Not Employed","West Germany","146","0.0158256658510511","0.0131817137003175","0.0184696180017847","3"
"Tenant","2015","Employed","West Germany","","","","","4"
"Tenant","2015","Employed","East Germany","","","","","4"
"Tenant","2015","Not Employed","West Germany","","","","","4"
"Tenant","2015","Not Employed","East Germany","","","","","4"
"Main tenant","2016","Not Employed","West Germany","3271","0.442013959957758","0.430197079973485","0.453830839942031","2"
"Main tenant","2016","Not Employed","East Germany","1212","0.611874185790252","0.590543332316544","0.633205039263959","2"
"Main tenant","2016","Employed","East Germany","1658","0.527120382162323","0.509721205511767","0.544519558812879","2"
"Main tenant","2016","Employed","West Germany","6341","0.480013844901281","0.471426694255269","0.488600995547294","2"
"Owner","2016","Not Employed","West Germany","3394","0.533092265625592","0.521221194969744","0.54496333628144","1"
"Owner","2016","Not Employed","East Germany","750","0.347377708554912","0.326536503458724","0.368218913651101","1"
"Owner","2016","Employed","West Germany","6492","0.500590488541069","0.491996475443556","0.509184501638582","1"
"Owner","2016","Employed","East Germany","1435","0.441322511552519","0.424018088595513","0.458626934509524","1"
"Resident or shared accommodation","2016","Not Employed","East Germany","11","","","","5"
"Resident or shared accommodation","2016","Employed","West Germany","1","","","","5"
"Resident or shared accommodation","2016","Not Employed","West Germany","34","0.00883516870475645","0.00660851063853459","0.0110618267709783","5"
"Resident or shared accommodation","2016","Employed","East Germany","","","","","5"
"Subtenant","2016","Employed","West Germany","169","0.0193804145221785","0.0170109068341415","0.0217499222102156","3"
"Subtenant","2016","Employed","East Germany","70","0.0315571062851583","0.0254647668835847","0.0376494456867318","3"
"Subtenant","2016","Not Employed","East Germany","32","0.0312902979682271","0.023669638128168","0.0389109578082863","3"
"Subtenant","2016","Not Employed","West Germany","86","0.0160586057118936","0.0130676381819385","0.0190495732418487","3"
"Tenant","2016","Not Employed","East Germany","","","","","4"
"Tenant","2016","Employed","East Germany","","","","","4"
"Tenant","2016","Not Employed","West Germany","","","","","4"
"Tenant","2016","Employed","West Germany","","","","","4"
"Main tenant","2017","Not Employed","West Germany","5384","0.449033012173901","0.439109535397646","0.458956488950156","2"
"Main tenant","2017","Employed","West Germany","7029","0.473977974463969","0.465900951518142","0.482054997409796","2"
"Main tenant","2017","Not Employed","East Germany","1677","0.598966053962222","0.580414027432399","0.617518080492046","2"
"Main tenant","2017","Employed","East Germany","1894","0.527166234486766","0.510949411154688","0.543383057818845","2"
"Owner","2017","Not Employed","West Germany","3568","0.518823756641865","0.508855391248664","0.528792122035065","1"
"Owner","2017","Not Employed","East Germany","816","0.34809429795172","0.330062437881772","0.366126158021669","1"
"Owner","2017","Employed","West Germany","7371","0.503533062196601","0.495445280254286","0.511620844138916","1"
"Owner","2017","Employed","East Germany","1652","0.438240994933776","0.422124549078726","0.454357440788827","1"
"Resident or shared accommodation","2017","Not Employed","East Germany","116","0.017936080885849","0.012912269352383","0.022959892419315","5"
"Resident or shared accommodation","2017","Employed","West Germany","45","0.00105102290421114","0.000526882046379744","0.00157516376204254","5"
"Resident or shared accommodation","2017","Not Employed","West Germany","501","0.0141696801129104","0.0118116842341433","0.0165276759916774","5"
"Resident or shared accommodation","2017","Employed","East Germany","8","","","","5"
"Subtenant","2017","Employed","East Germany","87","0.0340271133507367","0.0281382324131637","0.0399159942883098","3"
"Subtenant","2017","Employed","West Germany","236","0.0214379404352188","0.0190950283725991","0.0237808524978386","3"
"Subtenant","2017","Not Employed","East Germany","72","0.0350035672002084","0.0280466202658718","0.0419605141345451","3"
"Subtenant","2017","Not Employed","West Germany","198","0.0179735510713243","0.0153229737935821","0.0206241283490664","3"
"Tenant","2017","Not Employed","East Germany","","","","","4"
"Tenant","2017","Employed","West Germany","","","","","4"
"Tenant","2017","Employed","East Germany","","","","","4"
"Tenant","2017","Not Employed","West Germany","","","","","4"
"Main tenant","2018","Employed","East Germany","1924","0.533401854328899","0.517098512405013","0.549705196252784","2"
"Main tenant","2018","Not Employed","West Germany","5839","0.439312543038244","0.429598765563931","0.449026320512557","2"
"Main tenant","2018","Employed","West Germany","7185","0.480205240587272","0.472046259421026","0.488364221753518","2"
"Main tenant","2018","Not Employed","East Germany","1752","0.592987351858194","0.574286133767491","0.611688569948897","2"
"Owner","2018","Not Employed","West Germany","3391","0.529969914347588","0.520201380965951","0.539738447729225","1"
"Owner","2018","Not Employed","East Germany","777","0.364546601580116","0.346225077088976","0.382868126071256","1"
"Owner","2018","Employed","West Germany","6936","0.500299662701403","0.492134281567791","0.508465043835016","1"
"Owner","2018","Employed","East Germany","1572","0.438387349741376","0.422172037356299","0.454602662126453","1"
