"year","e11102","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Full Time","7.75","8","5417","5","7","10","10","10","7.69","7.81","0","10","8","8"
"1984","Employed","Not Working","","","","","","","","","","","","","",""
"1984","Employed","Part Time","7.54","8","1436","5","6","10","10","10","7.42","7.66","0","10","8","8"
"1984","Not Employed","Full Time","","","","","","","","","","","","","",""
"1984","Not Employed","Not Working","7.53","8","169","5","7","9","10","10","7.19","7.87","0","10","8","9"
"1984","Not Employed","Part Time","","","","","","","","","","","","","",""
"1985","Employed","Full Time","7.57","8","4768","5","7","9","10","10","7.51","7.63","0","10","8","8"
"1985","Employed","Not Working","","","","","","","","","","","","","",""
"1985","Employed","Part Time","7.39","8","1410","5","6","9","10","10","7.27","7.51","0","10","8","8"
"1985","Not Employed","Full Time","","","","","","","","","","","","","",""
"1985","Not Employed","Not Working","7.25","7","158","5","6","9","10","10","6.91","7.59","2","10","7","8"
"1985","Not Employed","Part Time","","","","","","","","","","","","","",""
"1986","Employed","Full Time","7.46","8","4670","5","6","9","10","10","7.4","7.52","0","10","8","8"
"1986","Employed","Not Working","","","","","","","","","","","","","",""
"1986","Employed","Part Time","7.29","8","1341","5","6","9","10","10","7.17","7.41","0","10","8","8"
"1986","Not Employed","Full Time","","","","","","","","","","","","","",""
"1986","Not Employed","Not Working","6.97","7.55","157","3","5","9","10","10","6.56","7.38","0","10","7","8"
"1986","Not Employed","Part Time","","","","","","","","","","","","","",""
"1987","Employed","Full Time","7.43","8","4716","5","6","9","10","10","7.37","7.49","0","10","8","8"
"1987","Employed","Not Working","","","","","","","","","","","","","",""
"1987","Employed","Part Time","7.31","8","1327","4","6","9","10","10","7.19","7.43","0","10","8","8"
"1987","Not Employed","Full Time","","","","","","","","","","","","","",""
"1987","Not Employed","Not Working","7.51","8","112","5","6","9","10","10","7.1","7.92","0","10","7","8"
"1987","Not Employed","Part Time","","","","","","","","","","","","","",""
"1988","Employed","Full Time","7.28","8","4420","5","6","9","10","10","7.22","7.34","0","10","8","8"
"1988","Employed","Not Working","","","","","","","","","","","","","",""
"1988","Employed","Part Time","7.22","8","1305","4","6","9","10","10","7.1","7.34","0","10","8","8"
"1988","Not Employed","Full Time","","","","","","","","","","","","","",""
"1988","Not Employed","Not Working","7.03","7","112","4","5","9","10","10","6.59","7.47","0","10","7","8"
"1988","Not Employed","Part Time","","","","","","","","","","","","","",""
"1989","Employed","Full Time","7.27","8","4360","5","6","9","10","10","7.21","7.33","0","10","8","8"
"1989","Employed","Not Working","","","","","","","","","","","","","",""
"1989","Employed","Part Time","7.27","8","1219","4","6","9","10","10","7.15","7.39","0","10","8","8"
"1989","Not Employed","Full Time","","","","","","","","","","","","","",""
"1989","Not Employed","Not Working","6.88","7","112","5","5","9","10","10","6.47","7.29","0","10","6","7"
"1989","Not Employed","Part Time","","","","","","","","","","","","","",""
"1990","Employed","Full Time","7.27","8","4302","5","6","9","10","10","7.21","7.33","0","10","8","8"
"1990","Employed","Not Working","","","","","","","","","","","","","",""
"1990","Employed","Part Time","7.16","8","1266","5","6","9","10","10","7.05","7.27","0","10","7","8"
"1990","Not Employed","Full Time","","","","","","","","","","","","","",""
"1990","Not Employed","Not Working","6.55","7","109","2","5","8","10","10","6.05","7.05","0","10","6","8"
