"year","e11103","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","East Germany","","","","","","","","","","","","","",""
"1984","Full Time","West Germany","7.75","8","5417","5","7","10","10","10","7.69","7.81","0","10","8","8"
"1984","Not Working","East Germany","","","","","","","","","","","","","",""
"1984","Not Working","West Germany","7.53","8","169","5","7","9","10","10","7.19","7.87","0","10","8","9"
"1984","Part Time","East Germany","","","","","","","","","","","","","",""
"1984","Part Time","West Germany","7.54","8","1436","5","6","10","10","10","7.42","7.66","0","10","8","8"
"1985","Full Time","East Germany","","","","","","","","","","","","","",""
"1985","Full Time","West Germany","7.57","8","4768","5","7","9","10","10","7.51","7.63","0","10","8","8"
"1985","Not Working","East Germany","","","","","","","","","","","","","",""
"1985","Not Working","West Germany","7.25","7","158","5","6","9","10","10","6.91","7.59","2","10","7","8"
"1985","Part Time","East Germany","","","","","","","","","","","","","",""
"1985","Part Time","West Germany","7.39","8","1410","5","6","9","10","10","7.27","7.51","0","10","8","8"
"1986","Full Time","East Germany","","","","","","","","","","","","","",""
"1986","Full Time","West Germany","7.46","8","4670","5","6","9","10","10","7.4","7.52","0","10","8","8"
"1986","Not Working","East Germany","","","","","","","","","","","","","",""
"1986","Not Working","West Germany","6.97","7.55","157","3","5","9","10","10","6.56","7.38","0","10","7","8"
"1986","Part Time","East Germany","","","","","","","","","","","","","",""
"1986","Part Time","West Germany","7.29","8","1341","5","6","9","10","10","7.17","7.41","0","10","8","8"
"1987","Full Time","East Germany","","","","","","","","","","","","","",""
"1987","Full Time","West Germany","7.43","8","4716","5","6","9","10","10","7.37","7.49","0","10","8","8"
"1987","Not Working","East Germany","","","","","","","","","","","","","",""
"1987","Not Working","West Germany","7.51","8","112","5","6","9","10","10","7.1","7.92","0","10","7","8"
"1987","Part Time","East Germany","","","","","","","","","","","","","",""
"1987","Part Time","West Germany","7.31","8","1327","4","6","9","10","10","7.19","7.43","0","10","8","8"
"1988","Full Time","East Germany","","","","","","","","","","","","","",""
"1988","Full Time","West Germany","7.28","8","4420","5","6","9","10","10","7.22","7.34","0","10","8","8"
"1988","Not Working","East Germany","","","","","","","","","","","","","",""
"1988","Not Working","West Germany","7.03","7","112","4","5","9","10","10","6.59","7.47","0","10","7","8"
"1988","Part Time","East Germany","","","","","","","","","","","","","",""
"1988","Part Time","West Germany","7.22","8","1305","4","6","9","10","10","7.1","7.34","0","10","8","8"
"1989","Full Time","East Germany","","","","","","","","","","","","","",""
"1989","Full Time","West Germany","7.27","8","4360","5","6","9","10","10","7.21","7.33","0","10","8","8"
"1989","Not Working","East Germany","","","","","","","","","","","","","",""
"1989","Not Working","West Germany","6.88","7","112","5","5","9","10","10","6.47","7.29","0","10","6","7"
"1989","Part Time","East Germany","","","","","","","","","","","","","",""
"1989","Part Time","West Germany","7.27","8","1219","4","6","9","10","10","7.15","7.39","0","10","8","8"
"1990","Full Time","East Germany","","","","","","","","","","","","","",""
"1990","Full Time","West Germany","7.27","8","4302","5","6","9","10","10","7.21","7.33","0","10","8","8"
"1990","Not Working","East Germany","","","","","","","","","","","","","",""
"1990","Not Working","West Germany","6.55","7","109","2","5","8","10","10","6.05","7.05","0","10","6","8"
"1990","Part Time","East Germany","","","","","","","","","","","","","",""
"1990","Part Time","West Germany","7.16","8","1266","5","6","9","10","10","7.05","7.27","0","10","7","8"
"1991","Full Time","East Germany","","","","","","","","","","","","","",""
"1991","Full Time","West Germany","7.21","8","4313","5","6","8","10","10","7.15","7.27","0","10","8","8"
"1991","Not Working","East Germany","","","","","","","","","","","","","",""
"1991","Not Working","West Germany","7.15","7.14","158","3","6","9","10","10","6.78","7.52","0","10","7","8"
"1991","Part Time","East Germany","","","","","","","","","","","","","",""
"1991","Part Time","West Germany","7.19","8","1311","4","6","9","10","10","7.08","7.3","0","10","8","8"
"1992","Full Time","East Germany","6.84","7","1917","4","5","8","9","10","6.74","6.94","0","10","7","8"
"1992","Full Time","West Germany","7.44","8","4275","5","7","9","10","10","7.39","7.49","0","10","8","8"
"1992","Not Working","East Germany","6.09","7","30","2","5","8","9","10","5.18","7","1","10","6","8"
"1992","Not Working","West Germany","7.2","8","108","5","6","9","9","10","6.82","7.58","0","10","7","8"
"1992","Part Time","East Germany","6.46","7","436","3","5","8","9","10","6.24","6.68","0","10","7","7"
"1992","Part Time","West Germany","7.34","8","1283","5","6","9","10","10","7.23","7.45","0","10","8","8"
"1993","Full Time","East Germany","6.86","7","1800","4","5","8","9","10","6.76","6.96","0","10","7","7"
"1993","Full Time","West Germany","7.13","8","4171","5","6","8","9","10","7.07","7.19","0","10","8","8"
"1993","Not Working","East Germany","6.66","7","55","3","5","9","10","10","5.98","7.34","0","10","6","8"
"1993","Not Working","West Germany","6.78","7","120","4","5","8","10","10","6.39","7.17","0","10","7","7"
"1993","Part Time","East Germany","6.71","7","364","3","5","9","10","10","6.45","6.97","0","10","7","8"
