"year","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","35.86","0","5678","0","0","0","0","1227","24.52","47.2","0","18407","0","0"
"1984","Not Working","136.08","0","4663","0","0","0","0","4295","109.3","162.86","0","18407","0","0"
"1984","Part Time","163.95","0","1890","0","0","0","0","4295","115.83","212.07","0","29450","0","0"
"1985","Full Time","46.62","0","4986","0","0","0","0","1661","33.26","59.98","0","22306","0","0"
"1985","Not Working","134.76","0","4233","0","0","0","0","3804","96.76","172.76","0","61355","0","0"
"1985","Part Time","125.79","0","1868","0","0","0","0","3681","92.99","158.59","0","10676","0","0"
"1986","Full Time","32.96","0","4865","0","0","0","0","1227","22.82","43.1","0","7669","0","0"
"1986","Not Working","133.43","0","3945","0","0","0","0","4908","102.3","164.56","0","25769","0","0"
"1986","Part Time","145.21","0","1833","0","0","0","0","3835","104.87","185.55","0","12271","0","0"
"1987","Full Time","38.86","0","4899","0","0","0","0","1227","24.47","53.25","0","20615","0","0"
"1987","Not Working","130.81","0","3799","0","0","0","0","4908","99.96","161.66","0","18407","0","0"
"1987","Part Time","148.72","0","1815","0","0","0","0","4908","112.38","185.06","0","9817","0","0"
"1988","Full Time","31.48","0","4602","0","0","0","0","1276","23.33","39.63","0","6136","0","0"
"1988","Not Working","147.23","0","3572","0","0","0","0","4908","115.49","178.97","0","21364","0","0"
"1988","Part Time","181.04","0","1848","0","0","0","0","6136","132.51","229.57","0","22824","0","0"
"1989","Full Time","48.76","0","4556","0","0","0","0","2045","31.25","66.27","0","30678","0","0"
"1989","Not Working","137.1","0","3439","0","0","0","0","5706","104.79","169.41","0","30678","0","0"
"1989","Part Time","164.52","0","1714","0","0","0","0","4203","116.26","212.78","0","30678","0","0"
"1990","Full Time","68.11","0","4439","0","0","0","0","2147","51.58","84.64","0","15339","0","0"
"1990","Not Working","132.72","0","3345","0","0","0","0","5215","102.11","163.33","0","13498","0","0"
"1990","Part Time","237.21","0","1733","0","0","0","0","5890","179.7","294.72","0","25309","0","0"
"1991","Full Time","73.07","0","4436","0","0","0","0","2638","54.69","91.45","0","18407","0","0"
"1991","Not Working","144.95","0","3269","0","0","0","0","4908","109.28","180.62","0","20247","0","0"
"1991","Part Time","242.44","0","1761","0","0","0","0","5006","183.2","301.68","0","33745","0","0"
"1992","Full Time","36.77","0","6605","0","0","0","0","1534","28.74","44.8","0","7369","0","0"
"1992","Not Working","128.24","0","4276","0","0","0","0","4908","101.35","155.13","0","30678","0","0"
"1992","Part Time","146.09","0","2510","0","0","0","0","4663","107.21","184.97","0","31291","0","0"
"1993","Full Time","45.08","0","6269","0","0","0","0","1712","34.5","55.66","0","20861","0","0"
"1993","Not Working","115.93","0","4445","0","0","0","0","5890","91.6","140.26","0","13498","0","0"
"1993","Part Time","232.55","0","2464","0","0","0","0","6749","186.15","278.95","0","30678","0","0"
"1994","Full Time","49.53","0","5985","0","0","0","0","1749","32.84","66.22","0","29450","0","0"
"1994","Not Working","140.16","0","4589","0","0","0","0","5522","109.67","170.65","0","22088","0","0"
"1994","Part Time","270.2","0","2370","0","0","0","0","6749","212.37","328.03","0","29450","0","0"
"1995","Full Time","75.03","0","5918","0","0","0","0","3068","57.45","92.61","0","22778","0","0"
"1995","Not Working","139.96","0","4838","0","0","0","0","5624","107.59","172.33","0","27303","0","0"
"1995","Part Time","342.01","0","2614","0","0","0","0","9203","286.22","397.8","0","22778","0","0"
"1996","Full Time","76.6","0","5753","0","0","0","0","3055","59.49","93.71","0","24297","0","0"
"1996","Not Working","150.2","0","4671","0","0","0","0","5246","115.65","184.75","0","47949","0","0"
"1996","Part Time","248.98","0","2701","0","0","0","0","7406","192.7","305.26","0","47949","0","0"
"1997","Full Time","67.75","0","5606","0","0","0","0","2556","51.35","84.15","0","22701","0","0"
"1997","Not Working","165.74","0","4752","0","0","0","0","6136","131.14","200.34","0","24900","0","0"
"1997","Part Time","310.66","0","2557","0","0","0","0","8620","263.8","357.52","0","15032","0","0"
"1998","Full Time","63.61","0","6007","0","0","0","0","2307","47.6","79.62","0","21474","0","0"
"1998","Not Working","141.25","0","5439","0","0","0","0","5522","112.41","170.09","0","21474","0","0"
"1998","Part Time","206.93","0","2881","0","0","0","0","7129","166.25","247.61","0","21474","0","0"
"1999","Full Time","62.56","0","5851","0","0","0","0","2454","45.24","79.88","0","22701","0","0"
