"ple0008","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very good","1992","Not Employed","middle vocational","199","0.0720447819073565","0.0605509528083587","0.0835386110063544","1"
"Very good","1992","Not Employed","vocational + Abi","16","","","","1"
"Very good","1992","Not Employed","higher vocational","4","","","","1"
"Very good","1992","Not Employed","higher education","34","0.11017696769016","0.0730350779264763","0.147318857453844","1"
"Very good","1992","Employed","in school","10","","","","1"
"Very good","1992","Employed","inadequately","42","0.179190496767847","0.139407943066202","0.218973050469492","1"
"Very good","1992","Employed","general elemantary","288","0.161507263678441","0.143019412064189","0.179995115292693","1"
"Very good","1992","Employed","middle vocational","825","0.165508968032145","0.154989945447032","0.176027990617258","1"
"Very good","1992","Employed","vocational + Abi","59","0.201327047789337","0.154772596518221","0.247881499060453","1"
"Very good","1992","Employed","higher vocational","99","0.161569353517604","0.132094765351575","0.191043941683633","1"
"Very good","1992","Employed","higher education","255","0.184414644131132","0.163967790807937","0.204861497454327","1"
"Good","1993","Not Employed","in school","","","","","2"
"Good","1993","Not Employed","inadequately","","","","","2"
"Good","1993","Not Employed","general elemantary","","","","","2"
"Good","1993","Not Employed","middle vocational","","","","","2"
"Good","1993","Not Employed","vocational + Abi","","","","","2"
"Good","1993","Not Employed","higher vocational","","","","","2"
"Good","1993","Not Employed","higher education","","","","","2"
"Good","1993","Employed","in school","","","","","2"
"Good","1993","Employed","inadequately","","","","","2"
"Good","1993","Employed","general elemantary","","","","","2"
"Good","1993","Employed","middle vocational","","","","","2"
"Good","1993","Employed","vocational + Abi","","","","","2"
"Good","1993","Employed","higher vocational","","","","","2"
"Good","1993","Employed","higher education","","","","","2"
"Less good","1993","Not Employed","in school","","","","","4"
"Less good","1993","Not Employed","inadequately","","","","","4"
"Less good","1993","Not Employed","general elemantary","","","","","4"
"Less good","1993","Not Employed","middle vocational","","","","","4"
"Less good","1993","Not Employed","vocational + Abi","","","","","4"
"Less good","1993","Not Employed","higher vocational","","","","","4"
"Less good","1993","Not Employed","higher education","","","","","4"
"Less good","1993","Employed","in school","","","","","4"
"Less good","1993","Employed","inadequately","","","","","4"
"Less good","1993","Employed","general elemantary","","","","","4"
"Less good","1993","Employed","middle vocational","","","","","4"
"Less good","1993","Employed","vocational + Abi","","","","","4"
"Less good","1993","Employed","higher vocational","","","","","4"
"Less good","1993","Employed","higher education","","","","","4"
"Poor","1993","Not Employed","in school","","","","","5"
"Poor","1993","Not Employed","inadequately","","","","","5"
"Poor","1993","Not Employed","general elemantary","","","","","5"
"Poor","1993","Not Employed","middle vocational","","","","","5"
"Poor","1993","Not Employed","vocational + Abi","","","","","5"
"Poor","1993","Not Employed","higher vocational","","","","","5"
"Poor","1993","Not Employed","higher education","","","","","5"
"Poor","1993","Employed","in school","","","","","5"
"Poor","1993","Employed","inadequately","","","","","5"
"Poor","1993","Employed","general elemantary","","","","","5"
"Poor","1993","Employed","middle vocational","","","","","5"
"Poor","1993","Employed","vocational + Abi","","","","","5"
"Poor","1993","Employed","higher vocational","","","","","5"
"Poor","1993","Employed","higher education","","","","","5"
"Satisfactory","1993","Not Employed","in school","","","","","3"
"Satisfactory","1993","Not Employed","inadequately","","","","","3"
"Satisfactory","1993","Not Employed","general elemantary","","","","","3"
"Satisfactory","1993","Not Employed","middle vocational","","","","","3"
"Satisfactory","1993","Not Employed","vocational + Abi","","","","","3"
"Satisfactory","1993","Not Employed","higher vocational","","","","","3"
"Satisfactory","1993","Not Employed","higher education","","","","","3"
"Satisfactory","1993","Employed","in school","","","","","3"
"Satisfactory","1993","Employed","inadequately","","","","","3"
"Satisfactory","1993","Employed","general elemantary","","","","","3"
"Satisfactory","1993","Employed","middle vocational","","","","","3"
"Satisfactory","1993","Employed","vocational + Abi","","","","","3"
"Satisfactory","1993","Employed","higher vocational","","","","","3"
"Satisfactory","1993","Employed","higher education","","","","","3"
"Very good","1993","Not Employed","in school","","","","","1"
"Very good","1993","Not Employed","inadequately","","","","","1"
"Very good","1993","Not Employed","general elemantary","","","","","1"
"Very good","1993","Not Employed","middle vocational","","","","","1"
"Very good","1993","Not Employed","vocational + Abi","","","","","1"
"Very good","1993","Not Employed","higher vocational","","","","","1"
"Very good","1993","Not Employed","higher education","","","","","1"
"Very good","1993","Employed","in school","","","","","1"
"Very good","1993","Employed","inadequately","","","","","1"
"Very good","1993","Employed","general elemantary","","","","","1"
"Very good","1993","Employed","middle vocational","","","","","1"
"Very good","1993","Employed","vocational + Abi","","","","","1"
"Very good","1993","Employed","higher vocational","","","","","1"
"Very good","1993","Employed","higher education","","","","","1"
"Good","1994","Not Employed","in school","105","0.494830581430293","0.42906201195312","0.560599150907466","2"
"Good","1994","Not Employed","inadequately","70","0.270953720067691","0.216295392271252","0.325612047864129","2"
"Good","1994","Not Employed","general elemantary","334","0.216701683080644","0.193468465332462","0.239934900828827","2"
"Good","1994","Not Employed","middle vocational","665","0.27297089427732","0.254223004777926","0.291718783776715","2"
"Good","1994","Not Employed","vocational + Abi","56","0.498509089696648","0.404210697741913","0.592807481651384","2"
"Good","1994","Not Employed","higher vocational","56","0.23950790996707","0.180359867733847","0.298655952200294","2"
"Good","1994","Not Employed","higher education","107","0.319346705745153","0.270150371994577","0.368543039495729","2"
"Good","1994","Employed","in school","8","","","","2"
"Good","1994","Employed","inadequately","120","0.426926175312216","0.371232169692249","0.482620180932183","2"
"Good","1994","Employed","general elemantary","538","0.381481296359684","0.355116626422791","0.407845966296576","2"
"Good","1994","Employed","middle vocational","2027","0.445799069326673","0.431138975063723","0.460459163589624","2"
"Good","1994","Employed","vocational + Abi","144","0.51135275113503","0.453318593047231","0.569386909222828","2"
"Good","1994","Employed","higher vocational","250","0.44123090639801","0.399958494778474","0.482503318017546","2"
"Good","1994","Employed","higher education","662","0.504712873720953","0.47760714994258","0.531818597499327","2"
"Less good","1994","Not Employed","in school","8","","","","4"
"Less good","1994","Not Employed","inadequately","70","0.210119964773108","0.160019072466652","0.260220857079565","4"
"Less good","1994","Not Employed","general elemantary","257","0.242876265415183","0.218694355862099","0.267058174968267","4"
"Less good","1994","Not Employed","middle vocational","416","0.217880726843991","0.200508150986253","0.23525330270173","4"
"Less good","1994","Not Employed","vocational + Abi","12","","","","4"
"Less good","1994","Not Employed","higher vocational","44","0.242270598358472","0.182890553854757","0.301650642862186","4"
"Less good","1994","Not Employed","higher education","66","0.188877986173263","0.147575869475238","0.230180102871288","4"
"Less good","1994","Employed","in school","2","","","","4"
"Less good","1994","Employed","inadequately","42","0.0901536612281385","0.0579056833704365","0.122401639085841","4"
"Less good","1994","Employed","general elemantary","179","0.143666817848219","0.124629361611687","0.162704274084751","4"
"Less good","1994","Employed","middle vocational","437","0.109503569456486","0.100293481279357","0.118713657633615","4"
"Less good","1994","Employed","vocational + Abi","30","0.0944972295007896","0.0605362591462443","0.128458199855335","4"
"Less good","1994","Employed","higher vocational","69","0.142928170504689","0.11383585940954","0.172020481599838","4"
"Less good","1994","Employed","higher education","117","0.0886905670255702","0.073277752727964","0.104103381323176","4"
"Poor","1994","Not Employed","in school","","","","","5"
"Poor","1994","Not Employed","inadequately","31","0.170378193449389","0.124142399812296","0.216613987086481","5"
"Poor","1994","Not Employed","general elemantary","111","0.110371302545323","0.0927008732857564","0.128041731804889","5"
"Poor","1994","Not Employed","middle vocational","154","0.0845839320637516","0.0728735378349366","0.0962943262925667","5"
"Poor","1994","Not Employed","vocational + Abi","7","","","","5"
"Poor","1994","Not Employed","higher vocational","15","","","","5"
"Poor","1994","Not Employed","higher education","18","","","","5"
"Poor","1994","Employed","in school","","","","","5"
"Poor","1994","Employed","inadequately","13","","","","5"
"Poor","1994","Employed","general elemantary","31","0.0251871546712595","0.0166824454103539","0.033691863932165","5"
"Poor","1994","Employed","middle vocational","60","0.0157024391867705","0.0120356974397497","0.0193691809337913","5"
"Poor","1994","Employed","vocational + Abi","2","","","","5"
"Poor","1994","Employed","higher vocational","10","","","","5"
"Poor","1994","Employed","higher education","19","","","","5"
"Satisfactory","1994","Not Employed","in school","29","","","","3"
"Satisfactory","1994","Not Employed","inadequately","67","0.293079453982639","0.237102505244628","0.349056402720649","3"
"Satisfactory","1994","Not Employed","general elemantary","434","0.385390860538302","0.357945759337064","0.412835961739541","3"
"Satisfactory","1994","Not Employed","middle vocational","806","0.380988678560704","0.360551372618335","0.401425984503072","3"
"Satisfactory","1994","Not Employed","vocational + Abi","18","","","","3"
"Satisfactory","1994","Not Employed","higher vocational","77","0.392894125635478","0.325207466547273","0.460580784723682","3"
"Satisfactory","1994","Not Employed","higher education","130","0.375092557530347","0.324004944034662","0.426180171026032","3"
"Satisfactory","1994","Employed","in school","5","","","","3"
"Satisfactory","1994","Employed","inadequately","95","0.300665418343205","0.24903436102161","0.3522964756648","3"
"Satisfactory","1994","Employed","general elemantary","374","0.31459116969549","0.289387869806301","0.339794469584679","3"
"Satisfactory","1994","Employed","middle vocational","1360","0.326397245691121","0.312567674049142","0.3402268173331","3"
"Satisfactory","1994","Employed","vocational + Abi","73","0.261313520526895","0.210305710663902","0.312321330389889","3"
"Satisfactory","1994","Employed","higher vocational","177","0.307660825597173","0.269298383254194","0.346023267940153","3"
"Satisfactory","1994","Employed","higher education","383","0.289781035251947","0.265186342047659","0.314375728456234","3"
"Very good","1994","Not Employed","in school","80","0.346722414466942","0.284117065358115","0.40932776357577","1"
"Very good","1994","Not Employed","inadequately","16","","","","1"
"Very good","1994","Not Employed","general elemantary","72","0.0446598884205475","0.033011859317277","0.0563079175238181","1"
"Very good","1994","Not Employed","middle vocational","128","0.0435757682542327","0.0349843249854891","0.0521672115229764","1"
"Very good","1994","Not Employed","vocational + Abi","15","","","","1"
"Very good","1994","Not Employed","higher vocational","8","","","","1"
"Very good","1994","Not Employed","higher education","24","","","","1"
"Very good","1994","Employed","in school","2","","","","1"
"Very good","1994","Employed","inadequately","33","0.14161359955323","0.102356277397412","0.180870921709048","1"
"Very good","1994","Employed","general elemantary","182","0.135073561425348","0.116521846716072","0.153625276134624","1"
"Very good","1994","Employed","middle vocational","532","0.102597676338949","0.0936482352010126","0.111547117476886","1"
"Very good","1994","Employed","vocational + Abi","36","0.127760012222868","0.0890038174477851","0.166516206997951","1"
"Very good","1994","Employed","higher vocational","50","0.0855355871719064","0.0622885548024041","0.108782619541409","1"
"Very good","1994","Employed","higher education","126","0.101451438825654","0.0850828899637199","0.117819987687588","1"
"Good","1995","Not Employed","in school","136","0.507764137876278","0.448460080760428","0.567068194992128","2"
"Good","1995","Not Employed","inadequately","65","0.252011760089645","0.199237858155919","0.304785662023371","2"
"Good","1995","Not Employed","general elemantary","341","0.222119535923542","0.19906710746705","0.245171964380033","2"
"Good","1995","Not Employed","middle vocational","676","0.264045555538637","0.245834914215656","0.282256196861618","2"
"Good","1995","Not Employed","vocational + Abi","60","0.493302521887175","0.407360126515975","0.579244917258376","2"
"Good","1995","Not Employed","higher vocational","52","0.242254591707224","0.181333320636842","0.303175862777607","2"
"Good","1995","Not Employed","higher education","100","0.254392533565925","0.209955791315033","0.298829275816816","2"
"Good","1995","Employed","in school","7","","","","2"
"Good","1995","Employed","inadequately","110","0.430687060524097","0.372162496989778","0.489211624058415","2"
"Good","1995","Employed","general elemantary","530","0.394502535827629","0.367526904866393","0.421478166788865","2"
"Good","1995","Employed","middle vocational","2140","0.467026462642928","0.452430080171439","0.481622845114416","2"
"Good","1995","Employed","vocational + Abi","182","0.526090753381109","0.473704986846742","0.578476519915476","2"
"Good","1995","Employed","higher vocational","265","0.460783834839581","0.419970615879054","0.501597053800108","2"
"Good","1995","Employed","higher education","695","0.502052156747718","0.475757753766889","0.528346559728547","2"
"Less good","1995","Not Employed","in school","8","","","","4"
"Less good","1995","Not Employed","inadequately","85","0.340966830405934","0.283347113526177","0.39858654728569","4"
"Less good","1995","Not Employed","general elemantary","299","0.260602479564874","0.236258300235919","0.284946658893829","4"
"Less good","1995","Not Employed","middle vocational","418","0.21245100297118","0.1955532666958","0.22934873924656","4"
"Less good","1995","Not Employed","vocational + Abi","13","","","","4"
"Less good","1995","Not Employed","higher vocational","38","0.185839715400767","0.130530752758025","0.241148678043509","4"
"Less good","1995","Not Employed","higher education","60","0.19849034034218","0.157793660790064","0.239187019894297","4"
"Less good","1995","Employed","in school","2","","","","4"
"Less good","1995","Employed","inadequately","36","0.148918283644351","0.106841611354441","0.190994955934261","4"
"Less good","1995","Employed","general elemantary","163","0.147094866150964","0.127545185399465","0.166644546902464","4"
"Less good","1995","Employed","middle vocational","463","0.110880579535288","0.101694515708401","0.120066643362174","4"
"Less good","1995","Employed","vocational + Abi","28","","","","4"
"Less good","1995","Employed","higher vocational","53","0.0974253743995694","0.0731453912112283","0.121705357587911","4"
"Less good","1995","Employed","higher education","108","0.0731638550999421","0.0594693374622405","0.0868583727376437","4"
"Poor","1995","Not Employed","in school","1","","","","5"
"Poor","1995","Not Employed","inadequately","17","","","","5"
"Poor","1995","Not Employed","general elemantary","114","0.119249250923704","0.101276224522082","0.137222277325325","5"
"Poor","1995","Not Employed","middle vocational","165","0.0807986013896219","0.0695404365453146","0.0920567662339292","5"
"Poor","1995","Not Employed","vocational + Abi","7","","","","5"
"Poor","1995","Not Employed","higher vocational","16","","","","5"
"Poor","1995","Not Employed","higher education","21","","","","5"
"Poor","1995","Employed","in school","","","","","5"
"Poor","1995","Employed","inadequately","11","","","","5"
"Poor","1995","Employed","general elemantary","38","0.0216005716617353","0.0135767500387079","0.0296243932847626","5"
"Poor","1995","Employed","middle vocational","64","0.0178671701818563","0.0139916083678825","0.0217427319958301","5"
"Poor","1995","Employed","vocational + Abi","5","","","","5"
"Poor","1995","Employed","higher vocational","6","","","","5"
"Poor","1995","Employed","higher education","15","","","","5"
"Satisfactory","1995","Not Employed","in school","43","0.150927228878451","0.108463021368084","0.193391436388818","3"
"Satisfactory","1995","Not Employed","inadequately","82","0.295759609890655","0.240285375891313","0.351233843889996","3"
"Satisfactory","1995","Not Employed","general elemantary","417","0.349601046214615","0.323156071832412","0.376046020596818","3"
"Satisfactory","1995","Not Employed","middle vocational","851","0.395705835952544","0.375504933511416","0.415906738393672","3"
"Satisfactory","1995","Not Employed","vocational + Abi","36","0.243014502827698","0.169285851331228","0.316743154324168","3"
"Satisfactory","1995","Not Employed","higher vocational","79","0.439116385934499","0.36855006289227","0.509682708976728","3"
"Satisfactory","1995","Not Employed","higher education","159","0.426818412402645","0.376351980926165","0.477284843879126","3"
"Satisfactory","1995","Employed","in school","1","","","","3"
"Satisfactory","1995","Employed","inadequately","97","0.309226940365184","0.254602361520356","0.363851519210011","3"
"Satisfactory","1995","Employed","general elemantary","350","0.32172508551108","0.295941940697914","0.347508230324247","3"
"Satisfactory","1995","Employed","middle vocational","1362","0.317914448546749","0.304290712368851","0.331538184724646","3"
"Satisfactory","1995","Employed","vocational + Abi","92","0.258017697857515","0.212113024779757","0.303922370935273","3"
"Satisfactory","1995","Employed","higher vocational","191","0.322577827159894","0.284302603257325","0.360853051062462","3"
"Satisfactory","1995","Employed","higher education","427","0.323168399917992","0.298573122492262","0.347763677343721","3"
"Very good","1995","Not Employed","in school","85","0.306686792861714","0.251987836385665","0.361385749337762","1"
"Very good","1995","Not Employed","inadequately","11","","","","1"
"Very good","1995","Not Employed","general elemantary","78","0.048427687373266","0.0365225438492386","0.0603328308972934","1"
"Very good","1995","Not Employed","middle vocational","141","0.0469990041480177","0.0382561879408279","0.0557418203552076","1"
"Very good","1995","Not Employed","vocational + Abi","14","","","","1"
"Very good","1995","Not Employed","higher vocational","5","","","","1"
"Very good","1995","Not Employed","higher education","29","","","","1"
"Very good","1995","Employed","in school","","","","","1"
"Very good","1995","Employed","inadequately","21","","","","1"
"Very good","1995","Employed","general elemantary","180","0.115076940848591","0.0974637736463998","0.132690108050783","1"
"Very good","1995","Employed","middle vocational","459","0.0863113390931799","0.0780954472803314","0.0945272309060284","1"
"Very good","1995","Employed","vocational + Abi","42","0.130818225637548","0.0954409153893533","0.166195535885742","1"
"Very good","1995","Employed","higher vocational","58","0.111027601979386","0.0853040819077711","0.136751122051001","1"
"Very good","1995","Employed","higher education","144","0.0947258033053998","0.0793257867586165","0.110125819852183","1"
"Good","1996","Not Employed","in school","127","0.442161801250123","0.383675663633036","0.50064793886721","2"
"Good","1996","Not Employed","inadequately","60","0.242962158088986","0.189259824053932","0.29666449212404","2"
"Good","1996","Not Employed","general elemantary","298","0.215718142208076","0.192436269006056","0.239000015410097","2"
"Good","1996","Not Employed","middle vocational","611","0.243349024084777","0.225352676329348","0.261345371840207","2"
"Good","1996","Not Employed","vocational + Abi","55","0.45719587718999","0.367690869983775","0.546700884396204","2"
"Good","1996","Not Employed","higher vocational","44","0.204566029618887","0.145799826914926","0.263332232322847","2"
"Good","1996","Not Employed","higher education","108","0.284375034296512","0.237381843439359","0.331368225153665","2"
"Good","1996","Employed","in school","6","","","","2"
"Good","1996","Employed","inadequately","90","0.360467899233436","0.30083129732002","0.420104501146852","2"
"Good","1996","Employed","general elemantary","516","0.4054494835682","0.377727945422183","0.433171021714217","2"
"Good","1996","Employed","middle vocational","2035","0.442998457594561","0.428398760942155","0.457598154246967","2"
"Good","1996","Employed","vocational + Abi","189","0.551026370962885","0.499574937952783","0.602477803972988","2"
"Good","1996","Employed","higher vocational","274","0.458588757093965","0.418279538710911","0.498897975477019","2"
"Good","1996","Employed","higher education","729","0.532213240055698","0.506206244330554","0.558220235780842","2"
"Less good","1996","Not Employed","in school","15","","","","4"
"Less good","1996","Not Employed","inadequately","63","0.224437201623491","0.172195061959919","0.276679341287063","4"
"Less good","1996","Not Employed","general elemantary","279","0.263049360947955","0.238127737780334","0.287970984115577","4"
"Less good","1996","Not Employed","middle vocational","427","0.214066976355463","0.196864562957328","0.231269389753599","4"
"Less good","1996","Not Employed","vocational + Abi","14","","","","4"
"Less good","1996","Not Employed","higher vocational","37","0.258601701856954","0.194812042159413","0.322391361554495","4"
"Less good","1996","Not Employed","higher education","66","0.205018594875475","0.162963213896452","0.247073975854498","4"
"Less good","1996","Employed","in school","1","","","","4"
"Less good","1996","Employed","inadequately","36","0.134677432055999","0.0922755780716298","0.177079286040367","4"
"Less good","1996","Employed","general elemantary","139","0.119362400775344","0.101056675001695","0.137668126548992","4"
"Less good","1996","Employed","middle vocational","407","0.096390626138087","0.08771656875746","0.105064683518714","4"
"Less good","1996","Employed","vocational + Abi","27","","","","4"
"Less good","1996","Employed","higher vocational","50","0.104086310045398","0.0793827847582323","0.128789835332563","4"
"Less good","1996","Employed","higher education","117","0.07321394201616","0.0596367478854887","0.0867911361468313","4"
"Poor","1996","Not Employed","in school","1","","","","5"
"Poor","1996","Not Employed","inadequately","26","","","","5"
"Poor","1996","Not Employed","general elemantary","103","0.102839723504833","0.0856466322727955","0.12003281473687","5"
"Poor","1996","Not Employed","middle vocational","144","0.0781131835994177","0.0668587732670622","0.0893675939317731","5"
"Poor","1996","Not Employed","vocational + Abi","8","","","","5"
"Poor","1996","Not Employed","higher vocational","16","","","","5"
"Poor","1996","Not Employed","higher education","19","","","","5"
"Poor","1996","Employed","in school","","","","","5"
"Poor","1996","Employed","inadequately","10","","","","5"
"Poor","1996","Employed","general elemantary","37","0.0333720643417993","0.0232311812795713","0.0435129474040274","5"
"Poor","1996","Employed","middle vocational","66","0.0163828043590005","0.0126518348051628","0.0201137739128382","5"
"Poor","1996","Employed","vocational + Abi","4","","","","5"
"Poor","1996","Employed","higher vocational","9","","","","5"
"Poor","1996","Employed","higher education","15","","","","5"
"Satisfactory","1996","Not Employed","in school","41","0.148089781817503","0.106261727162646","0.189917836472359","3"
"Satisfactory","1996","Not Employed","inadequately","90","0.365329388231868","0.305034353717394","0.425624422746342","3"
"Satisfactory","1996","Not Employed","general elemantary","450","0.381672002220912","0.354174508792811","0.409169495649013","3"
"Satisfactory","1996","Not Employed","middle vocational","867","0.415011413039458","0.394346885006028","0.435675941072889","3"
"Satisfactory","1996","Not Employed","vocational + Abi","30","0.246199659322921","0.168798672305544","0.323600646340298","3"
"Satisfactory","1996","Not Employed","higher vocational","72","0.388090572028981","0.317097017335641","0.459084126722321","3"
"Satisfactory","1996","Not Employed","higher education","138","0.39260831425572","0.341738444275165","0.443478184236276","3"
"Satisfactory","1996","Employed","in school","7","","","","3"
"Satisfactory","1996","Employed","inadequately","83","0.311249501772577","0.253740780244346","0.368758223300808","3"
"Satisfactory","1996","Employed","general elemantary","373","0.339554574595974","0.312816641721798","0.36629250747015","3"
"Satisfactory","1996","Employed","middle vocational","1458","0.348764723600064","0.33475757420829","0.362771872991838","3"
"Satisfactory","1996","Employed","vocational + Abi","95","0.240602817191381","0.196386179842864","0.284819454539898","3"
"Satisfactory","1996","Employed","higher vocational","188","0.325120045861847","0.287226593146241","0.363013498577453","3"
"Satisfactory","1996","Employed","higher education","416","0.282160214138906","0.258702535246736","0.305617893031076","3"
"Very good","1996","Not Employed","in school","93","0.337993940263006","0.28228900858095","0.393698871945063","1"
"Very good","1996","Not Employed","inadequately","6","","","","1"
"Very good","1996","Not Employed","general elemantary","69","0.0367207711182232","0.0260751625447349","0.0473663796917114","1"
"Very good","1996","Not Employed","middle vocational","135","0.0494594029208832","0.0403658930271119","0.0585529128146546","1"
"Very good","1996","Not Employed","vocational + Abi","12","","","","1"
"Very good","1996","Not Employed","higher vocational","12","","","","1"
"Very good","1996","Not Employed","higher education","23","","","","1"
"Very good","1996","Employed","in school","3","","","","1"
"Very good","1996","Employed","inadequately","30","0.116831788156155","0.0769338324499321","0.156729743862377","1"
"Very good","1996","Employed","general elemantary","140","0.102261476718683","0.0851540169076516","0.119368936529714","1"
"Very good","1996","Employed","middle vocational","481","0.0954633883082878","0.0868267243184467","0.104100052298129","1"
"Very good","1996","Employed","vocational + Abi","44","0.126912576423437","0.092479005508655","0.161346147338218","1"
"Very good","1996","Employed","higher vocational","66","0.101510170549369","0.0770792179084434","0.125941123190294","1"
"Very good","1996","Employed","higher education","137","0.101324096642148","0.0855958139998517","0.117052379284444","1"
"Good","1997","Not Employed","in school","143","0.46121174988212","0.40499006469121","0.517433435073031","2"
"Good","1997","Not Employed","inadequately","72","0.333125675804363","0.274464832423566","0.391786519185161","2"
"Good","1997","Not Employed","general elemantary","291","0.181294313225218","0.159541743879103","0.203046882571333","2"
"Good","1997","Not Employed","middle vocational","685","0.262423255857261","0.244155076580738","0.280691435133784","2"
"Good","1997","Not Employed","vocational + Abi","58","0.524987603697067","0.433318568297944","0.61665663909619","2"
"Good","1997","Not Employed","higher vocational","40","0.194116891926812","0.136336626923638","0.251897156929986","2"
"Good","1997","Not Employed","higher education","110","0.259889429870048","0.214834739360114","0.304944120379982","2"
"Good","1997","Employed","in school","7","","","","2"
"Good","1997","Employed","inadequately","87","0.351674276823404","0.288578007917688","0.414770545729121","2"
