"pli0089","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1992","Other degree","(0) in school","","","",""
"Min 1x per month","1992","Other degree","(1a) inadequately completed","","","",""
"Min 1x per month","1992","Other degree","(1b) general elementary school","","","",""
"Min 1x per month","1992","Other degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","Other degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","Other degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","no degree/no degree yet","(0) in school","","","",""
"Min 1x per month","1992","no degree/no degree yet","(1a) inadequately completed","","","",""
"Min 1x per month","1992","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per month","1992","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","1992","lower secondary degree","(0) in school","","","",""
"Rarely","1992","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","1992","lower secondary degree","(1b) general elementary school","","","",""
"Rarely","1992","lower secondary degree","(1c) basic vocational qualification","","","",""
"Rarely","1992","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","1992","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely","1992","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1992","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1992","lower secondary degree","(3a) lower tertiary education","","","",""
"Rarely","1992","lower secondary degree","(3b) higher tertiary education","","","",""
"Rarely","1992","secondary school degree","(0) in school","","","",""
"Rarely","1992","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","1992","secondary school degree","(1b) general elementary school","","","",""
"Rarely","1992","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","1992","secondary school degree","(2b) intermediate general qualification","","","",""
"Rarely","1992","secondary school degree","(2a) intermediate vocational","","","",""
"Rarely","1992","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1992","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1992","secondary school degree","(3a) lower tertiary education","","","",""
"Rarely","1992","secondary school degree","(3b) higher tertiary education","","","",""
"Rarely","1992","college entrance qualification","(0) in school","","","",""
"Rarely","1992","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","1992","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","1992","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","1992","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","1992","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","1992","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Rarely","1992","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1992","college entrance qualification","(3a) lower tertiary education","","","",""
"Rarely","1992","college entrance qualification","(3b) higher tertiary education","","","",""
"Rarely","1992","Other degree","(0) in school","","","",""
"Rarely","1992","Other degree","(1a) inadequately completed","","","",""
"Rarely","1992","Other degree","(1b) general elementary school","","","",""
"Rarely","1992","Other degree","(1c) basic vocational qualification","","","",""
"Rarely","1992","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","1992","Other degree","(2a) intermediate vocational","","","",""
"Rarely","1992","Other degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1992","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1992","Other degree","(3a) lower tertiary education","","","",""
"Rarely","1992","Other degree","(3b) higher tertiary education","","","",""
"Rarely","1992","no degree/no degree yet","(0) in school","","","",""
"Rarely","1992","no degree/no degree yet","(1a) inadequately completed","","","",""
"Rarely","1992","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","1992","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","1992","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","1992","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","1992","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","1992","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1992","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely","1992","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Never","1992","lower secondary degree","(0) in school","","","",""
"Never","1992","lower secondary degree","(1a) inadequately completed","","","",""
"Never","1992","lower secondary degree","(1b) general elementary school","","","",""
"Never","1992","lower secondary degree","(1c) basic vocational qualification","","","",""
"Never","1992","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","1992","lower secondary degree","(2a) intermediate vocational","","","",""
"Never","1992","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Never","1992","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1992","lower secondary degree","(3a) lower tertiary education","","","",""
"Never","1992","lower secondary degree","(3b) higher tertiary education","","","",""
"Never","1992","secondary school degree","(0) in school","","","",""
"Never","1992","secondary school degree","(1a) inadequately completed","","","",""
"Never","1992","secondary school degree","(1b) general elementary school","","","",""
"Never","1992","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","1992","secondary school degree","(2b) intermediate general qualification","","","",""
"Never","1992","secondary school degree","(2a) intermediate vocational","","","",""
"Never","1992","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Never","1992","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1992","secondary school degree","(3a) lower tertiary education","","","",""
"Never","1992","secondary school degree","(3b) higher tertiary education","","","",""
"Never","1992","college entrance qualification","(0) in school","","","",""
"Never","1992","college entrance qualification","(1a) inadequately completed","","","",""
"Never","1992","college entrance qualification","(1b) general elementary school","","","",""
"Never","1992","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","1992","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","1992","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","1992","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Never","1992","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Never","1992","college entrance qualification","(3a) lower tertiary education","","","",""
"Never","1992","college entrance qualification","(3b) higher tertiary education","","","",""
"Never","1992","Other degree","(0) in school","","","",""
"Never","1992","Other degree","(1a) inadequately completed","","","",""
"Never","1992","Other degree","(1b) general elementary school","","","",""
"Never","1992","Other degree","(1c) basic vocational qualification","","","",""
"Never","1992","Other degree","(2b) intermediate general qualification","","","",""
"Never","1992","Other degree","(2a) intermediate vocational","","","",""
"Never","1992","Other degree","(2c_gen) general maturity certificate","","","",""
"Never","1992","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1992","Other degree","(3a) lower tertiary education","","","",""
"Never","1992","Other degree","(3b) higher tertiary education","","","",""
"Never","1992","no degree/no degree yet","(0) in school","","","",""
"Never","1992","no degree/no degree yet","(1a) inadequately completed","","","",""
"Never","1992","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","1992","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","1992","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","1992","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","1992","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","1992","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","1992","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","1992","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Daily","1993","lower secondary degree","(0) in school","","","",""
"Daily","1993","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","1993","lower secondary degree","(1b) general elementary school","","","",""
"Daily","1993","lower secondary degree","(1c) basic vocational qualification","","","",""
"Daily","1993","lower secondary degree","(2b) intermediate general qualification","","","",""
"Daily","1993","lower secondary degree","(2a) intermediate vocational","","","",""
"Daily","1993","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Daily","1993","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1993","lower secondary degree","(3a) lower tertiary education","","","",""
"Daily","1993","lower secondary degree","(3b) higher tertiary education","","","",""
"Daily","1993","secondary school degree","(0) in school","","","",""
"Daily","1993","secondary school degree","(1a) inadequately completed","","","",""
"Daily","1993","secondary school degree","(1b) general elementary school","","","",""
"Daily","1993","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","1993","secondary school degree","(2b) intermediate general qualification","","","",""
"Daily","1993","secondary school degree","(2a) intermediate vocational","","","",""
"Daily","1993","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","1993","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1993","secondary school degree","(3a) lower tertiary education","","","",""
"Daily","1993","secondary school degree","(3b) higher tertiary education","","","",""
"Daily","1993","college entrance qualification","(0) in school","","","",""
"Daily","1993","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","1993","college entrance qualification","(1b) general elementary school","","","",""
"Daily","1993","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","1993","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","1993","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","1993","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Daily","1993","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Daily","1993","college entrance qualification","(3a) lower tertiary education","","","",""
"Daily","1993","college entrance qualification","(3b) higher tertiary education","","","",""
"Daily","1993","Other degree","(0) in school","","","",""
"Daily","1993","Other degree","(1a) inadequately completed","","","",""
"Daily","1993","Other degree","(1b) general elementary school","","","",""
"Daily","1993","Other degree","(1c) basic vocational qualification","","","",""
"Daily","1993","Other degree","(2b) intermediate general qualification","","","",""
"Daily","1993","Other degree","(2a) intermediate vocational","","","",""
"Daily","1993","Other degree","(2c_gen) general maturity certificate","","","",""
"Daily","1993","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1993","Other degree","(3a) lower tertiary education","","","",""
"Daily","1993","Other degree","(3b) higher tertiary education","","","",""
"Daily","1993","no degree/no degree yet","(0) in school","","","",""
"Daily","1993","no degree/no degree yet","(1a) inadequately completed","","","",""
"Daily","1993","no degree/no degree yet","(1b) general elementary school","","","",""
"Daily","1993","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Daily","1993","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Daily","1993","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Daily","1993","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Daily","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Daily","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Daily","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per week","1993","lower secondary degree","(0) in school","","","",""
"Min 1x per week","1993","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per week","1993","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per week","1993","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1993","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1993","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1993","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1993","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1993","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1993","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1993","secondary school degree","(0) in school","","","",""
"Min 1x per week","1993","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per week","1993","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per week","1993","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1993","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1993","secondary school degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1993","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1993","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1993","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1993","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1993","college entrance qualification","(0) in school","","","",""
"Min 1x per week","1993","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per week","1993","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per week","1993","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per week","1993","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per week","1993","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per week","1993","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1993","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1993","college entrance qualification","(3a) lower tertiary education","","","",""
"Min 1x per week","1993","college entrance qualification","(3b) higher tertiary education","","","",""
"Min 1x per week","1993","Other degree","(0) in school","","","",""
"Min 1x per week","1993","Other degree","(1a) inadequately completed","","","",""
"Min 1x per week","1993","Other degree","(1b) general elementary school","","","",""
"Min 1x per week","1993","Other degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1993","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1993","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1993","Other degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1993","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1993","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1993","Other degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1993","no degree/no degree yet","(0) in school","","","",""
"Min 1x per week","1993","no degree/no degree yet","(1a) inadequately completed","","","",""
"Min 1x per week","1993","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per week","1993","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per week","1993","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per week","1993","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per week","1993","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per week","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per month","1993","lower secondary degree","(0) in school","","","",""
"Min 1x per month","1993","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per month","1993","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per month","1993","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1993","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1993","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1993","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1993","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1993","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1993","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1993","secondary school degree","(0) in school","","","",""
"Min 1x per month","1993","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per month","1993","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per month","1993","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1993","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1993","secondary school degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1993","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1993","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1993","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1993","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1993","college entrance qualification","(0) in school","","","",""
"Min 1x per month","1993","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per month","1993","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per month","1993","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per month","1993","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per month","1993","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per month","1993","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1993","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1993","college entrance qualification","(3a) lower tertiary education","","","",""
"Min 1x per month","1993","college entrance qualification","(3b) higher tertiary education","","","",""
"Min 1x per month","1993","Other degree","(0) in school","","","",""
"Min 1x per month","1993","Other degree","(1a) inadequately completed","","","",""
"Min 1x per month","1993","Other degree","(1b) general elementary school","","","",""
"Min 1x per month","1993","Other degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1993","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1993","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1993","Other degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1993","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1993","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1993","Other degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1993","no degree/no degree yet","(0) in school","","","",""
"Min 1x per month","1993","no degree/no degree yet","(1a) inadequately completed","","","",""
"Min 1x per month","1993","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per month","1993","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per month","1993","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per month","1993","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per month","1993","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per month","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","1993","lower secondary degree","(0) in school","","","",""
"Rarely","1993","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","1993","lower secondary degree","(1b) general elementary school","","","",""
"Rarely","1993","lower secondary degree","(1c) basic vocational qualification","","","",""
"Rarely","1993","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","1993","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely","1993","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1993","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1993","lower secondary degree","(3a) lower tertiary education","","","",""
"Rarely","1993","lower secondary degree","(3b) higher tertiary education","","","",""
"Rarely","1993","secondary school degree","(0) in school","","","",""
"Rarely","1993","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","1993","secondary school degree","(1b) general elementary school","","","",""
"Rarely","1993","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","1993","secondary school degree","(2b) intermediate general qualification","","","",""
"Rarely","1993","secondary school degree","(2a) intermediate vocational","","","",""
"Rarely","1993","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1993","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1993","secondary school degree","(3a) lower tertiary education","","","",""
"Rarely","1993","secondary school degree","(3b) higher tertiary education","","","",""
"Rarely","1993","college entrance qualification","(0) in school","","","",""
"Rarely","1993","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","1993","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","1993","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","1993","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","1993","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","1993","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Rarely","1993","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1993","college entrance qualification","(3a) lower tertiary education","","","",""
"Rarely","1993","college entrance qualification","(3b) higher tertiary education","","","",""
"Rarely","1993","Other degree","(0) in school","","","",""
"Rarely","1993","Other degree","(1a) inadequately completed","","","",""
"Rarely","1993","Other degree","(1b) general elementary school","","","",""
"Rarely","1993","Other degree","(1c) basic vocational qualification","","","",""
"Rarely","1993","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","1993","Other degree","(2a) intermediate vocational","","","",""
"Rarely","1993","Other degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1993","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1993","Other degree","(3a) lower tertiary education","","","",""
"Rarely","1993","Other degree","(3b) higher tertiary education","","","",""
"Rarely","1993","no degree/no degree yet","(0) in school","","","",""
"Rarely","1993","no degree/no degree yet","(1a) inadequately completed","","","",""
"Rarely","1993","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","1993","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","1993","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","1993","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","1993","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Never","1993","lower secondary degree","(0) in school","","","",""
"Never","1993","lower secondary degree","(1a) inadequately completed","","","",""
"Never","1993","lower secondary degree","(1b) general elementary school","","","",""
"Never","1993","lower secondary degree","(1c) basic vocational qualification","","","",""
"Never","1993","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","1993","lower secondary degree","(2a) intermediate vocational","","","",""
"Never","1993","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Never","1993","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1993","lower secondary degree","(3a) lower tertiary education","","","",""
"Never","1993","lower secondary degree","(3b) higher tertiary education","","","",""
"Never","1993","secondary school degree","(0) in school","","","",""
"Never","1993","secondary school degree","(1a) inadequately completed","","","",""
"Never","1993","secondary school degree","(1b) general elementary school","","","",""
"Never","1993","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","1993","secondary school degree","(2b) intermediate general qualification","","","",""
"Never","1993","secondary school degree","(2a) intermediate vocational","","","",""
"Never","1993","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Never","1993","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1993","secondary school degree","(3a) lower tertiary education","","","",""
"Never","1993","secondary school degree","(3b) higher tertiary education","","","",""
"Never","1993","college entrance qualification","(0) in school","","","",""
"Never","1993","college entrance qualification","(1a) inadequately completed","","","",""
"Never","1993","college entrance qualification","(1b) general elementary school","","","",""
"Never","1993","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","1993","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","1993","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","1993","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Never","1993","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Never","1993","college entrance qualification","(3a) lower tertiary education","","","",""
"Never","1993","college entrance qualification","(3b) higher tertiary education","","","",""
"Never","1993","Other degree","(0) in school","","","",""
"Never","1993","Other degree","(1a) inadequately completed","","","",""
"Never","1993","Other degree","(1b) general elementary school","","","",""
"Never","1993","Other degree","(1c) basic vocational qualification","","","",""
"Never","1993","Other degree","(2b) intermediate general qualification","","","",""
"Never","1993","Other degree","(2a) intermediate vocational","","","",""
"Never","1993","Other degree","(2c_gen) general maturity certificate","","","",""
"Never","1993","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1993","Other degree","(3a) lower tertiary education","","","",""
"Never","1993","Other degree","(3b) higher tertiary education","","","",""
"Never","1993","no degree/no degree yet","(0) in school","","","",""
"Never","1993","no degree/no degree yet","(1a) inadequately completed","","","",""
"Never","1993","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","1993","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","1993","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","1993","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","1993","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Daily","1994","lower secondary degree","(0) in school","","","",""
"Daily","1994","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","1994","lower secondary degree","(1b) general elementary school","","","",""
"Daily","1994","lower secondary degree","(1c) basic vocational qualification","","","",""
"Daily","1994","lower secondary degree","(2b) intermediate general qualification","","","",""
"Daily","1994","lower secondary degree","(2a) intermediate vocational","","","",""
"Daily","1994","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Daily","1994","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1994","lower secondary degree","(3a) lower tertiary education","","","",""
"Daily","1994","lower secondary degree","(3b) higher tertiary education","","","",""
"Daily","1994","secondary school degree","(0) in school","","","",""
"Daily","1994","secondary school degree","(1a) inadequately completed","","","",""
"Daily","1994","secondary school degree","(1b) general elementary school","","","",""
"Daily","1994","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","1994","secondary school degree","(2b) intermediate general qualification","","","",""
"Daily","1994","secondary school degree","(2a) intermediate vocational","","","",""
"Daily","1994","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","1994","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1994","secondary school degree","(3a) lower tertiary education","","","",""
"Daily","1994","secondary school degree","(3b) higher tertiary education","","","",""
"Daily","1994","college entrance qualification","(0) in school","","","",""
"Daily","1994","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","1994","college entrance qualification","(1b) general elementary school","","","",""
"Daily","1994","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","1994","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","1994","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","1994","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Daily","1994","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Daily","1994","college entrance qualification","(3a) lower tertiary education","","","",""
"Daily","1994","college entrance qualification","(3b) higher tertiary education","","","",""
"Daily","1994","Other degree","(0) in school","","","",""
"Daily","1994","Other degree","(1a) inadequately completed","","","",""
"Daily","1994","Other degree","(1b) general elementary school","","","",""
"Daily","1994","Other degree","(1c) basic vocational qualification","","","",""
"Daily","1994","Other degree","(2b) intermediate general qualification","","","",""
"Daily","1994","Other degree","(2a) intermediate vocational","","","",""
"Daily","1994","Other degree","(2c_gen) general maturity certificate","","","",""
"Daily","1994","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1994","Other degree","(3a) lower tertiary education","","","",""
"Daily","1994","Other degree","(3b) higher tertiary education","","","",""
"Daily","1994","no degree/no degree yet","(0) in school","","","",""
"Daily","1994","no degree/no degree yet","(1a) inadequately completed","","","",""
"Daily","1994","no degree/no degree yet","(1b) general elementary school","","","",""
