"hlf0001_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","2011","Couple + C. GT 16 ","West Germany","687","0.287261887722025","0.270066527864955","0.304457247579096","1"
"Main Tenant","2011","Couple + C. LE and GT 16","East Germany","129","0.352268352129681","0.30236713578643","0.402169568472932","1"
"Main Tenant","2011","Couple + C. GT 16 ","East Germany","210","0.313504472335876","0.280434950164138","0.346573994507614","1"
"Main Tenant","2011","Couple + C. LE and GT 16","West Germany","668","0.358500052323445","0.337301838983126","0.379698265663764","1"
"Nursing Home/Retirement Community","2011","1-pers.-HH","East Germany","9","","","","4"
"Nursing Home/Retirement Community","2011","(Married) couple without C. ","West Germany","5","","","","4"
"Nursing Home/Retirement Community","2011","1-pers.-HH","West Germany","35","0.0135095118576966","0.00914941443038046","0.0178696092850128","4"
"Nursing Home/Retirement Community","2011","(Married) couple without C. ","East Germany","7","","","","4"
"Nursing Home/Retirement Community","2011","Single parent ","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2011","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2011","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2011","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2011","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2011","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2011","Couple + C. LE and GT 16","East Germany","","","","","4"
"Nursing Home/Retirement Community","2011","Couple + C. LE and GT 16","West Germany","","","","","4"
"Owner","2011","1-pers.-HH","West Germany","889","0.31305280867795","0.29553820184642","0.33056741550948","3"
"Owner","2011","1-pers.-HH","East Germany","182","0.168040587796601","0.143693772677251","0.192387402915951","3"
"Owner","2011","(Married) couple without C. ","West Germany","3716","0.569710247193986","0.557256795889456","0.582163698498515","3"
"Owner","2011","(Married) couple without C. ","East Germany","1014","0.467453577759599","0.445996141926337","0.488911013592862","3"
"Owner","2011","Single parent ","East Germany","123","0.247741879288983","0.214831679599962","0.280652078978003","3"
"Owner","2011","Single parent ","West Germany","630","0.327568593430751","0.30858114231092","0.346556044550582","3"
"Owner","2011","Couple + C. LE 16 ","West Germany","3468","0.543757070452083","0.531622361373533","0.555891779530634","3"
"Owner","2011","Couple + C. LE 16 ","East Germany","644","0.436837140290181","0.41209705323406","0.461577227346302","3"
"Owner","2011","Couple + C. GT 16 ","West Germany","1953","0.698618040211316","0.681180476914464","0.716055603508168","3"
"Owner","2011","Couple + C. GT 16 ","East Germany","542","0.669722000068707","0.636196574532733","0.703247425604681","3"
"Owner","2011","Couple + C. LE and GT 16","West Germany","1291","0.637757921267488","0.616511601492009","0.659004241042967","3"
"Owner","2011","Couple + C. LE and GT 16","East Germany","221","0.645561861403","0.595591105915451","0.695532616890549","3"
"Sub-Tenant","2011","1-pers.-HH","West Germany","94","0.042578966685126","0.0349532800406539","0.050204653329598","2"
"Sub-Tenant","2011","1-pers.-HH","East Germany","34","0.0470633046177682","0.0332735281311246","0.0608530811044119","2"
"Sub-Tenant","2011","(Married) couple without C. ","West Germany","73","0.0125136832010773","0.00971766283238396","0.0153097035697707","2"
"Sub-Tenant","2011","(Married) couple without C. ","East Germany","24","","","","2"
"Sub-Tenant","2011","Single parent ","West Germany","17","","","","2"
"Sub-Tenant","2011","Single parent ","East Germany","6","","","","2"
"Sub-Tenant","2011","Couple + C. LE 16 ","West Germany","43","0.0069864112955792","0.00495717086247594","0.00901565172868247","2"
"Sub-Tenant","2011","Couple + C. LE 16 ","East Germany","28","","","","2"
"Sub-Tenant","2011","Couple + C. GT 16 ","East Germany","4","","","","2"
"Sub-Tenant","2011","Couple + C. LE and GT 16","West Germany","7","","","","2"
"Sub-Tenant","2011","Couple + C. GT 16 ","West Germany","20","","","","2"
"Sub-Tenant","2011","Couple + C. LE and GT 16","East Germany","2","","","","2"
"Tenant","2011","1-pers.-HH","East Germany","","","","","5"
"Tenant","2011","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2011","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2011","Single parent ","West Germany","","","","","5"
"Tenant","2011","1-pers.-HH","West Germany","","","","","5"
"Tenant","2011","Single parent ","East Germany","","","","","5"
"Tenant","2011","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2011","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2011","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2011","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2011","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2011","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2012","1-pers.-HH","West Germany","1776","0.641380987228729","0.623610516499345","0.659151457958114","1"
"Main Tenant","2012","1-pers.-HH","East Germany","717","0.777181605234264","0.750885142579071","0.803478067889458","1"
"Main Tenant","2012","(Married) couple without C. ","West Germany","2286","0.421905819344218","0.409496140425271","0.434315498263166","1"
"Main Tenant","2012","(Married) couple without C. ","East Germany","1060","0.501447973804208","0.480184264909874","0.522711682698542","1"
"Main Tenant","2012","Single parent ","West Germany","1666","0.664315548870227","0.645066600946646","0.683564496793809","1"
"Main Tenant","2012","Single parent ","East Germany","510","0.78425267259315","0.75230942330163","0.816195921884671","1"
"Main Tenant","2012","Couple + C. LE 16 ","West Germany","2676","0.468938210970587","0.456206732890636","0.481669689050538","1"
"Main Tenant","2012","Couple + C. LE 16 ","East Germany","803","0.53325303875961","0.507422562431038","0.559083515088181","1"
"Main Tenant","2012","Couple + C. GT 16 ","West Germany","590","0.253541617467458","0.236616577218626","0.270466657716289","1"
"Main Tenant","2012","Couple + C. GT 16 ","East Germany","198","0.321678145653147","0.286849406687328","0.356506884618967","1"
"Main Tenant","2012","Couple + C. LE and GT 16","East Germany","106","0.299000369670463","0.247451216664139","0.350549522676787","1"
"Main Tenant","2012","Couple + C. LE and GT 16","West Germany","662","0.388911682524485","0.367427816642765","0.410395548406206","1"
"Nursing Home/Retirement Community","2012","1-pers.-HH","West Germany","22","","","","4"
"Nursing Home/Retirement Community","2012","1-pers.-HH","East Germany","11","","","","4"
"Nursing Home/Retirement Community","2012","(Married) couple without C. ","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2012","(Married) couple without C. ","East Germany","4","","","","4"
"Nursing Home/Retirement Community","2012","Single parent ","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2012","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2012","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2012","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2012","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2012","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","2012","Couple + C. LE and GT 16","East Germany","","","","","4"
"Nursing Home/Retirement Community","2012","Couple + C. GT 16 ","East Germany","","","","","4"
"Owner","2012","1-pers.-HH","East Germany","193","0.167959703635901","0.144336690859522","0.19158271641228","3"
"Owner","2012","1-pers.-HH","West Germany","903","0.309860676195998","0.292726001840211","0.326995350551785","3"
"Owner","2012","(Married) couple without C. ","West Germany","3730","0.563915870031719","0.551455073982252","0.576376666081187","3"
"Owner","2012","(Married) couple without C. ","East Germany","1020","0.47200741361746","0.450776965693384","0.493237861541537","3"
"Owner","2012","Single parent ","West Germany","630","0.323998106001427","0.304921576511787","0.343074635491067","3"
"Owner","2012","Single parent ","East Germany","115","0.199789648334941","0.168739266250381","0.2308400304195","3"
"Owner","2012","Couple + C. LE 16 ","West Germany","3195","0.526334943490579","0.513596532294087","0.53907335468707","3"
"Owner","2012","Couple + C. LE 16 ","East Germany","607","0.458520007033693","0.432721454000187","0.484318560067199","3"
"Owner","2012","Couple + C. GT 16 ","West Germany","1933","0.736649984893534","0.719514375727554","0.753785594059514","3"
"Owner","2012","Couple + C. GT 16 ","East Germany","489","0.661285494439483","0.625998029191566","0.696572959687401","3"
"Owner","2012","Couple + C. LE and GT 16","West Germany","1316","0.611088317475515","0.589604451593794","0.632572183357235","3"
"Owner","2012","Couple + C. LE and GT 16","East Germany","194","0.695412205205594","0.643591397307201","0.747233013103987","3"
"Sub-Tenant","2012","1-pers.-HH","East Germany","41","0.047618993827131","0.0341617529822518","0.0610762346720101","2"
"Sub-Tenant","2012","1-pers.-HH","West Germany","97","0.0402822837544708","0.0329968899166213","0.0475676775923202","2"
"Sub-Tenant","2012","(Married) couple without C. ","West Germany","65","0.0131449048133669","0.0102829754864745","0.0160068341402593","2"
"Sub-Tenant","2012","(Married) couple without C. ","East Germany","40","0.0243416486937811","0.0177878256190824","0.0308954717684798","2"
"Sub-Tenant","2012","Single parent ","East Germany","12","","","","2"
"Sub-Tenant","2012","Single parent ","West Germany","13","","","","2"
"Sub-Tenant","2012","Couple + C. LE 16 ","West Germany","31","0.00472684553883429","0.00297697733879724","0.00647671373887134","2"
"Sub-Tenant","2012","Couple + C. GT 16 ","West Germany","15","","","","2"
"Sub-Tenant","2012","Couple + C. GT 16 ","East Germany","4","","","","2"
"Sub-Tenant","2012","Couple + C. LE and GT 16","East Germany","3","","","","2"
"Sub-Tenant","2012","Couple + C. LE 16 ","East Germany","23","","","","2"
"Sub-Tenant","2012","Couple + C. LE and GT 16","West Germany","","","","","2"
"Tenant","2012","1-pers.-HH","West Germany","","","","","5"
"Tenant","2012","1-pers.-HH","East Germany","","","","","5"
"Tenant","2012","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2012","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2012","Single parent ","West Germany","","","","","5"
"Tenant","2012","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2012","Single parent ","East Germany","","","","","5"
"Tenant","2012","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2012","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2012","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2012","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2012","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2013","1-pers.-HH","West Germany","1990","0.639922858701565","0.622802762233759","0.65704295516937","1"
"Main Tenant","2013","1-pers.-HH","East Germany","694","0.760690976661521","0.73325478023194","0.788127173091101","1"
"Main Tenant","2013","(Married) couple without C. ","West Germany","2674","0.403925674255738","0.391941555755169","0.415909792756306","1"
"Main Tenant","2013","(Married) couple without C. ","East Germany","1059","0.487789824779333","0.466431573460823","0.509148076097843","1"
"Main Tenant","2013","Single parent ","West Germany","1855","0.661522020739887","0.643057976658525","0.679986064821249","1"
"Main Tenant","2013","Single parent ","East Germany","513","0.74997579900235","0.716242339297917","0.783709258706784","1"
"Main Tenant","2013","Couple + C. LE 16 ","West Germany","3495","0.489074517460855","0.47719070593201","0.500958328989701","1"
"Main Tenant","2013","Couple + C. LE 16 ","East Germany","820","0.561081570504333","0.535206477447973","0.586956663560693","1"
"Main Tenant","2013","Couple + C. GT 16 ","West Germany","962","0.257946613949734","0.242088851854609","0.273804376044859","1"
"Main Tenant","2013","Couple + C. LE and GT 16","West Germany","927","0.357700411443844","0.338591396169506","0.376809426718182","1"
"Main Tenant","2013","Couple + C. GT 16 ","East Germany","196","0.262785028181422","0.228278166361897","0.297291890000946","1"
"Main Tenant","2013","Couple + C. LE and GT 16","East Germany","142","0.3106986159463","0.263984121789929","0.357413110102671","1"
"Nursing Home/Retirement Community","2013","1-pers.-HH","West Germany","28","","","","4"
"Nursing Home/Retirement Community","2013","1-pers.-HH","East Germany","13","","","","4"
"Nursing Home/Retirement Community","2013","(Married) couple without C. ","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2013","(Married) couple without C. ","East Germany","4","","","","4"
"Nursing Home/Retirement Community","2013","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","2013","1-pers.-HH","West Germany","877","0.315705494391949","0.29912844558599","0.332282543197907","3"
"Owner","2013","1-pers.-HH","East Germany","187","0.186479116538989","0.161433040860033","0.211525192217944","3"
"Owner","2013","(Married) couple without C. ","East Germany","1006","0.485643656528901","0.46428784233621","0.506999470721592","3"
"Owner","2013","(Married) couple without C. ","West Germany","3700","0.584904742614365","0.572870420979883","0.596939064248846","3"
"Owner","2013","Single parent ","West Germany","649","0.324967549165212","0.306691943070132","0.343243155260292","3"
"Owner","2013","Single parent ","East Germany","114","0.241410904222321","0.20807379213628","0.274748016308363","3"
"Owner","2013","Couple + C. LE 16 ","West Germany","3276","0.505472070228236","0.493586132511291","0.517358007945182","3"
"Owner","2013","Couple + C. GT 16 ","West Germany","1945","0.739647651562767","0.723741958482917","0.755553344642616","3"
"Owner","2013","Couple + C. LE 16 ","East Germany","566","0.420246712384966","0.394510135515772","0.44598328925416","3"
"Owner","2013","Couple + C. GT 16 ","East Germany","425","0.716239820792041","0.680896037260689","0.751583604323393","3"
"Owner","2013","Couple + C. LE and GT 16","East Germany","232","0.685866458690056","0.639011630096686","0.732721287283425","3"
"Owner","2013","Couple + C. LE and GT 16","West Germany","1479","0.637512824296478","0.618348189319343","0.656677459273614","3"
"Sub-Tenant","2013","1-pers.-HH","West Germany","125","0.034325118569642","0.0278318089756184","0.0408184281636655","2"
"Sub-Tenant","2013","(Married) couple without C. ","West Germany","63","0.0109400578858993","0.00839951650174607","0.0134805992700525","2"
"Sub-Tenant","2013","1-pers.-HH","East Germany","35","0.0419649623162711","0.0290713576806964","0.0548585669518459","2"
"Sub-Tenant","2013","(Married) couple without C. ","East Germany","35","0.0244636572412514","0.0178626890261665","0.0310646254563363","2"
"Sub-Tenant","2013","Single parent ","West Germany","19","","","","2"
"Sub-Tenant","2013","Single parent ","East Germany","6","","","","2"
"Sub-Tenant","2013","Couple + C. LE 16 ","East Germany","27","","","","2"
"Sub-Tenant","2013","Couple + C. LE 16 ","West Germany","26","","","","2"
"Sub-Tenant","2013","Couple + C. GT 16 ","East Germany","4","","","","2"
"Sub-Tenant","2013","Couple + C. LE and GT 16","East Germany","3","","","","2"
"Sub-Tenant","2013","Couple + C. GT 16 ","West Germany","17","","","","2"
"Sub-Tenant","2013","Couple + C. LE and GT 16","West Germany","11","","","","2"
"Tenant","2013","1-pers.-HH","West Germany","","","","","5"
"Tenant","2013","1-pers.-HH","East Germany","","","","","5"
"Tenant","2013","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2013","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2013","Single parent ","West Germany","","","","","5"
"Tenant","2013","Single parent ","East Germany","","","","","5"
"Tenant","2013","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2013","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2013","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2013","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2013","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2013","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2014","1-pers.-HH","West Germany","1794","0.644882461104856","0.627029103918059","0.662735818291653","1"
"Main Tenant","2014","1-pers.-HH","East Germany","684","0.768473147213242","0.741006918976316","0.795939375450169","1"
"Main Tenant","2014","(Married) couple without C. ","West Germany","2413","0.409607300822381","0.397137204287522","0.422077397357239","1"
"Main Tenant","2014","(Married) couple without C. ","East Germany","1046","0.510189711167768","0.488486409798495","0.531893012537041","1"
"Main Tenant","2014","Single parent ","West Germany","1510","0.671909623625319","0.65192803869235","0.691891208558288","1"
"Main Tenant","2014","Single parent ","East Germany","419","0.791244188193424","0.755936949470175","0.826551426916673","1"
"Main Tenant","2014","Couple + C. LE 16 ","West Germany","2750","0.469231484222727","0.456217554636764","0.482245413808691","1"
"Main Tenant","2014","Couple + C. LE 16 ","East Germany","690","0.51858441088611","0.490604273020247","0.546564548751974","1"
"Main Tenant","2014","Couple + C. GT 16 ","East Germany","171","0.283035676562975","0.245524337107815","0.320547016018135","1"
"Main Tenant","2014","Couple + C. GT 16 ","West Germany","867","0.269017369513073","0.252136806915117","0.285897932111028","1"
"Main Tenant","2014","Couple + C. LE and GT 16","West Germany","876","0.360323074191219","0.34009540499661","0.380550743385828","1"
"Main Tenant","2014","Couple + C. LE and GT 16","East Germany","125","0.255430524768489","0.209611327034165","0.301249722502813","1"
"Nursing Home/Retirement Community","2014","1-pers.-HH","East Germany","10","","","","4"
"Nursing Home/Retirement Community","2014","1-pers.-HH","West Germany","30","0.00967428462652903","0.00602261054984596","0.0133259587032121","4"
"Nursing Home/Retirement Community","2014","(Married) couple without C. ","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2014","(Married) couple without C. ","East Germany","4","","","","4"
"Nursing Home/Retirement Community","2014","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","2014","1-pers.-HH","West Germany","837","0.314636959237467","0.297312537059755","0.331961381415179","3"
"Owner","2014","1-pers.-HH","East Germany","179","0.179842715574266","0.154834713811775","0.204850717336757","3"
"Owner","2014","(Married) couple without C. ","West Germany","3492","0.577998244400988","0.565474451699731","0.590522037102245","3"
"Owner","2014","Single parent ","West Germany","589","0.313051680260089","0.293316195011506","0.332787165508673","3"
"Owner","2014","(Married) couple without C. ","East Germany","952","0.456852880727896","0.435226047796977","0.478479713658815","3"
"Owner","2014","Single parent ","East Germany","87","0.203017990203953","0.168073338110926","0.23796264229698","3"
"Owner","2014","Couple + C. LE 16 ","West Germany","2870","0.524937509904007","0.511915096520862","0.537959923287151","3"
"Owner","2014","Couple + C. LE 16 ","East Germany","508","0.439359009475025","0.411566213543991","0.467151805406059","3"
"Owner","2014","Couple + C. GT 16 ","West Germany","1780","0.728502836010754","0.711573438629477","0.74543223339203","3"
"Owner","2014","Couple + C. GT 16 ","East Germany","375","0.690931378363871","0.652451107133089","0.729411649594653","3"
"Owner","2014","Couple + C. LE and GT 16","West Germany","1283","0.63909166768113","0.618856840719606","0.659326494642653","3"
"Owner","2014","Couple + C. LE and GT 16","East Germany","223","0.744569475231511","0.698750277497187","0.790388672965835","3"
"Sub-Tenant","2014","1-pers.-HH","East Germany","33","0.0420357172988604","0.0289689582751854","0.0551024763225354","2"
"Sub-Tenant","2014","1-pers.-HH","West Germany","99","0.0308062950311479","0.0243598753273011","0.0372527147349947","2"
"Sub-Tenant","2014","(Married) couple without C. ","West Germany","68","0.0121993943994167","0.00941571470210108","0.0149830740967322","2"
"Sub-Tenant","2014","(Married) couple without C. ","East Germany","36","0.0306906018400846","0.0232023590768501","0.0381788446033191","2"
"Sub-Tenant","2014","Single parent ","East Germany","3","","","","2"
"Sub-Tenant","2014","Single parent ","West Germany","22","","","","2"
"Sub-Tenant","2014","Couple + C. LE 16 ","West Germany","29","","","","2"
"Sub-Tenant","2014","Couple + C. LE 16 ","East Germany","27","","","","2"
"Sub-Tenant","2014","Couple + C. GT 16 ","West Germany","4","","","","2"
"Sub-Tenant","2014","Couple + C. GT 16 ","East Germany","8","","","","2"
"Sub-Tenant","2014","Couple + C. LE and GT 16","West Germany","5","","","","2"
"Sub-Tenant","2014","Couple + C. LE and GT 16","East Germany","","","","","2"
"Tenant","2014","1-pers.-HH","West Germany","","","","","5"
"Tenant","2014","1-pers.-HH","East Germany","","","","","5"
"Tenant","2014","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2014","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2014","Single parent ","West Germany","","","","","5"
"Tenant","2014","Single parent ","East Germany","","","","","5"
"Tenant","2014","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2014","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2014","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2014","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2014","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2014","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2015","1-pers.-HH","West Germany","1864","0.636321704674768","0.618635562408649","0.654007846940887","1"
"Main Tenant","2015","1-pers.-HH","East Germany","676","0.771212182790575","0.743754010021005","0.798670355560144","1"
"Main Tenant","2015","(Married) couple without C. ","West Germany","2554","0.404700787660674","0.392234363857439","0.417167211463909","1"
"Main Tenant","2015","(Married) couple without C. ","East Germany","1035","0.509492769845192","0.487627343186162","0.531358196504221","1"
"Main Tenant","2015","Couple + C. GT 16 ","West Germany","840","0.256844230201456","0.240034751549225","0.273653708853688","1"
"Main Tenant","2015","Couple + C. GT 16 ","East Germany","181","0.301435153255392","0.261570360326212","0.341299946184572","1"
"Main Tenant","2015","Couple + C. LE and GT 16","West Germany","891","0.377266900677384","0.356750034414662","0.397783766940105","1"
"Main Tenant","2015","Couple + C. LE 16 ","East Germany","654","0.547353082476988","0.518609862463244","0.576096302490732","1"
"Main Tenant","2015","Couple + C. LE and GT 16","East Germany","140","0.290603106194205","0.243035769468977","0.338170442919432","1"
"Main Tenant","2015","Single parent ","West Germany","1485","0.672450732420315","0.652184032710281","0.692717432130348","1"
"Main Tenant","2015","Single parent ","East Germany","393","0.775099753717692","0.738056259572417","0.812143247862968","1"
"Main Tenant","2015","Couple + C. LE 16 ","West Germany","2901","0.467195133373908","0.454181130427269","0.480209136320546","1"
"Nursing Home/Retirement Community","2015","1-pers.-HH","West Germany","28","","","","4"
"Nursing Home/Retirement Community","2015","1-pers.-HH","East Germany","8","","","","4"
"Nursing Home/Retirement Community","2015","(Married) couple without C. ","West Germany","8","","","","4"
"Nursing Home/Retirement Community","2015","(Married) couple without C. ","East Germany","4","","","","4"
"Nursing Home/Retirement Community","2015","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Couple + C. LE and GT 16","East Germany","","","","","4"
"Nursing Home/Retirement Community","2015","Couple + C. LE and GT 16","West Germany","","","","","4"
"Owner","2015","1-pers.-HH","West Germany","812","0.317445144172576","0.300331630795034","0.334558657550118","3"
"Owner","2015","1-pers.-HH","East Germany","179","0.187040652755532","0.161550604108064","0.212530701403","3"
"Owner","2015","(Married) couple without C. ","West Germany","3322","0.58020115627543","0.567666364553512","0.592735947997348","3"
"Owner","2015","(Married) couple without C. ","East Germany","939","0.470717309559433","0.448885478260585","0.492549140858281","3"
"Owner","2015","Single parent ","West Germany","550","0.306692340344613","0.286779695641879","0.326604985047347","3"
"Owner","2015","Single parent ","East Germany","95","0.224900246282308","0.187856752137032","0.261943740427583","3"
"Owner","2015","Couple + C. LE 16 ","West Germany","2709","0.526336299441613","0.513312300049007","0.539360298834218","3"
"Owner","2015","Couple + C. LE 16 ","East Germany","480","0.43833956185685","0.409686957479266","0.466992166234433","3"
"Owner","2015","Couple + C. GT 16 ","West Germany","1746","0.740927552705168","0.724070645492249","0.757784459918086","3"
"Owner","2015","Couple + C. GT 16 ","East Germany","323","0.672756383369499","0.631994550372335","0.713518216366662","3"
"Owner","2015","Couple + C. LE and GT 16","West Germany","1250","0.619967900362671","0.599421750901566","0.640514049823775","3"
"Owner","2015","Couple + C. LE and GT 16","East Germany","205","0.704738117272183","0.656948710209833","0.752527524334532","3"
"Sub-Tenant","2015","1-pers.-HH","West Germany","138","0.0368135692176744","0.0298905554533738","0.043736582981975","2"
"Sub-Tenant","2015","1-pers.-HH","East Germany","36","0.0335263256983627","0.0217595834734195","0.045293067923306","2"
"Sub-Tenant","2015","(Married) couple without C. ","West Germany","71","0.0140838440489837","0.0110909743899298","0.0170767137080376","2"
"Sub-Tenant","2015","(Married) couple without C. ","East Germany","30","0.0162138968319092","0.0106898127393914","0.021737980924427","2"
"Sub-Tenant","2015","Couple + C. LE 16 ","West Germany","36","0.00646856718447991","0.00437747823703297","0.00855965613192685","2"
"Sub-Tenant","2015","Single parent ","West Germany","25","","","","2"
"Sub-Tenant","2015","Single parent ","East Germany","","","","","2"
"Sub-Tenant","2015","Couple + C. LE 16 ","East Germany","18","","","","2"
"Sub-Tenant","2015","Couple + C. GT 16 ","West Germany","9","","","","2"
"Sub-Tenant","2015","Couple + C. GT 16 ","East Germany","5","","","","2"
"Sub-Tenant","2015","Couple + C. LE and GT 16","East Germany","5","","","","2"
"Sub-Tenant","2015","Couple + C. LE and GT 16","West Germany","3","","","","2"
"Tenant","2015","1-pers.-HH","West Germany","","","","","5"
"Tenant","2015","1-pers.-HH","East Germany","","","","","5"
"Tenant","2015","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2015","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2015","Single parent ","West Germany","","","","","5"
"Tenant","2015","Single parent ","East Germany","","","","","5"
"Tenant","2015","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2015","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2015","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2015","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2015","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2015","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2016","1-pers.-HH","West Germany","1719","0.634536069871672","0.616068407674335","0.653003732069009","1"
"Main Tenant","2016","1-pers.-HH","East Germany","645","0.753017352306658","0.724475378228175","0.781559326385141","1"
"Main Tenant","2016","(Married) couple without C. ","West Germany","2264","0.397320902688321","0.384400202093625","0.410241603283016","1"
"Main Tenant","2016","(Married) couple without C. ","East Germany","965","0.497174647843668","0.474668975325162","0.519680320362175","1"
"Main Tenant","2016","Couple + C. GT 16 ","West Germany","798","0.271732832436375","0.254171557077765","0.289294107794984","1"
"Main Tenant","2016","Couple + C. GT 16 ","East Germany","141","0.321050560019134","0.27707518255115","0.365025937487117","1"
"Main Tenant","2016","Couple + C. LE and GT 16","West Germany","812","0.412746554237201","0.391033593049949","0.434459515424454","1"
"Main Tenant","2016","Single parent ","West Germany","1288","0.650771045874653","0.628982589711336","0.67255950203797","1"
"Main Tenant","2016","Couple + C. LE 16 ","East Germany","560","0.509890311631704","0.479196839285118","0.540583783978291","1"
"Main Tenant","2016","Couple + C. LE and GT 16","East Germany","129","0.264971547058146","0.218537659027168","0.311405435089124","1"
"Main Tenant","2016","Single parent ","East Germany","369","0.724594646242378","0.684589663813258","0.764599628671498","1"
