"hlf0001_h","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Owner","1996","Part Time","Urban Area","638","0.40919363300948","0.386727610133656","0.431659655885304"
"Owner","1996","Part Time","Rural Area","433","0.527048969936672","0.493700179428478","0.560397760444867"
"Owner","1996","Not Working","Urban Area","1138","0.42197197164744","0.404672899553611","0.439271043741269"
"Owner","1996","Not Working","Rural Area","750","0.535494672192777","0.510577330481816","0.560412013903739"
"Nursing Home/Retirement Community","1996","Full Time","Urban Area","","","",""
"Nursing Home/Retirement Community","1996","Full Time","Rural Area","","","",""
"Nursing Home/Retirement Community","1996","Part Time","Urban Area","","","",""
"Nursing Home/Retirement Community","1996","Part Time","Rural Area","","","",""
"Nursing Home/Retirement Community","1996","Not Working","Urban Area","","","",""
"Nursing Home/Retirement Community","1996","Not Working","Rural Area","","","",""
"Tenant","1996","Full Time","Urban Area","","","",""
"Tenant","1996","Full Time","Rural Area","","","",""
"Tenant","1996","Part Time","Urban Area","","","",""
"Tenant","1996","Part Time","Rural Area","","","",""
"Tenant","1996","Not Working","Urban Area","","","",""
"Tenant","1996","Not Working","Rural Area","","","",""
"Main Tenant","1997","Full Time","Urban Area","2273","0.56684532633298","0.550759139364725","0.582931513301236"
"Main Tenant","1997","Full Time","Rural Area","860","0.410670236766756","0.388896393320974","0.432444080212538"
"Main Tenant","1997","Part Time","Urban Area","1053","0.564853402157331","0.541471082529253","0.588235721785409"
"Main Tenant","1997","Part Time","Rural Area","380","0.43380955561734","0.400093258708686","0.467525852525994"
"Main Tenant","1997","Not Working","Urban Area","1913","0.545867670720803","0.528551863542401","0.563183477899204"
"Main Tenant","1997","Not Working","Rural Area","761","0.436922814931093","0.4124268732806","0.461418756581586"
"Sub-Tenant","1997","Full Time","Urban Area","91","0.0255706954116778","0.020446263082873","0.0306951277404827"
"Sub-Tenant","1997","Full Time","Rural Area","74","0.0455286744065505","0.036302253991968","0.0547550948211331"
"Sub-Tenant","1997","Part Time","Urban Area","41","0.0221135646448861","0.0151781008197226","0.0290490284700496"
"Sub-Tenant","1997","Part Time","Rural Area","33","0.0424524786830166","0.0287360598048743","0.056168897561159"
"Sub-Tenant","1997","Not Working","Urban Area","68","0.0291268818532916","0.023278495171817","0.0349752685347663"
"Sub-Tenant","1997","Not Working","Rural Area","38","0.0287517195500855","0.0204988523797339","0.0370045867204372"
"Owner","1997","Full Time","Urban Area","1281","0.407583978255342","0.391631752968718","0.423536203541965"
"Owner","1997","Full Time","Rural Area","1027","0.543801088826693","0.521756274120419","0.565845903532967"
"Owner","1997","Part Time","Urban Area","633","0.413033033197783","0.389810951641447","0.436255114754119"
"Owner","1997","Part Time","Rural Area","417","0.523737965699643","0.489760650842975","0.557715280556312"
"Owner","1997","Not Working","Urban Area","1195","0.425005447425906","0.407813029587202","0.44219786526461"
"Owner","1997","Not Working","Rural Area","776","0.534325465518821","0.50969049806201","0.558960432975633"
"Nursing Home/Retirement Community","1997","Full Time","Urban Area","","","",""
"Nursing Home/Retirement Community","1997","Full Time","Rural Area","","","",""
"Nursing Home/Retirement Community","1997","Part Time","Urban Area","","","",""
"Nursing Home/Retirement Community","1997","Part Time","Rural Area","","","",""
"Nursing Home/Retirement Community","1997","Not Working","Urban Area","","","",""
"Nursing Home/Retirement Community","1997","Not Working","Rural Area","","","",""
"Tenant","1997","Full Time","Urban Area","","","",""
"Tenant","1997","Full Time","Rural Area","","","",""
"Tenant","1997","Part Time","Urban Area","","","",""
"Tenant","1997","Part Time","Rural Area","","","",""
"Tenant","1997","Not Working","Urban Area","","","",""
"Tenant","1997","Not Working","Rural Area","","","",""
"Main Tenant","1998","Full Time","Urban Area","2349","0.57018248619613","0.554643579321031","0.585721393071229"
"Main Tenant","1998","Full Time","Rural Area","884","0.400594410947911","0.379676147671945","0.421512674223877"
"Main Tenant","1998","Part Time","Urban Area","1156","0.548046680552837","0.525796836806547","0.570296524299127"
"Main Tenant","1998","Part Time","Rural Area","396","0.393093762278285","0.362180298872609","0.424007225683961"
"Main Tenant","1998","Not Working","Urban Area","2085","0.529066230984106","0.512808169317712","0.545324292650501"
"Main Tenant","1998","Not Working","Rural Area","798","0.406235342589122","0.383659333274919","0.428811351903324"
"Sub-Tenant","1998","Full Time","Urban Area","110","0.0288941641046067","0.0236362943597836","0.0341520338494298"
"Sub-Tenant","1998","Full Time","Rural Area","70","0.0390953685717974","0.0308213672304916","0.0473693699131031"
"Sub-Tenant","1998","Part Time","Urban Area","66","0.0460525781581319","0.0366821250261622","0.0554230312901016"
"Sub-Tenant","1998","Part Time","Rural Area","35","0.0413894375058916","0.0287826435580625","0.0539962314537206"
"Sub-Tenant","1998","Not Working","Urban Area","76","0.0242637734203531","0.0192521409510657","0.0292754058896405"
"Sub-Tenant","1998","Not Working","Rural Area","61","0.0338585741785177","0.0255446542718028","0.0421724940852327"
"Owner","1998","Full Time","Urban Area","1440","0.400923349699263","0.385540268058356","0.416306431340171"
"Owner","1998","Full Time","Rural Area","1154","0.560310220480292","0.539121718892456","0.581498722068127"
"Owner","1998","Part Time","Urban Area","700","0.405900741289031","0.383946884501586","0.427854598076477"
"Owner","1998","Part Time","Rural Area","528","0.565516800215824","0.5341443790103","0.596889221421347"
"Owner","1998","Not Working","Urban Area","1446","0.438937698782725","0.422773997559451","0.455101400005999"
"Owner","1998","Not Working","Rural Area","954","0.555656446987544","0.532815517554121","0.578497376420967"
"Nursing Home/Retirement Community","1998","Full Time","Urban Area","","","",""
"Nursing Home/Retirement Community","1998","Full Time","Rural Area","","","",""
"Nursing Home/Retirement Community","1998","Part Time","Urban Area","","","",""
"Nursing Home/Retirement Community","1998","Part Time","Rural Area","","","",""
"Nursing Home/Retirement Community","1998","Not Working","Urban Area","","","",""
"Nursing Home/Retirement Community","1998","Not Working","Rural Area","","","",""
"Tenant","1998","Full Time","Urban Area","","","",""
"Tenant","1998","Full Time","Rural Area","","","",""
"Tenant","1998","Part Time","Urban Area","","","",""
"Tenant","1998","Part Time","Rural Area","","","",""
"Tenant","1998","Not Working","Urban Area","14","","",""
"Tenant","1998","Not Working","Rural Area","5","","",""
"Main Tenant","1999","Full Time","Urban Area","2265","0.570377356611246","0.554634072596722","0.586120640625771"
"Main Tenant","1999","Full Time","Rural Area","863","0.394496903599434","0.37335551057682","0.415638296622049"
"Main Tenant","1999","Part Time","Urban Area","1139","0.542539962364961","0.520507157077265","0.564572767652658"
"Main Tenant","1999","Part Time","Rural Area","406","0.388671263382012","0.358230285655868","0.419112241108157"
"Main Tenant","1999","Not Working","Urban Area","1876","0.531350404916898","0.514267636735899","0.548433173097898"
"Main Tenant","1999","Not Working","Rural Area","764","0.42101586651356","0.397476904856043","0.444554828171077"
"Sub-Tenant","1999","Full Time","Urban Area","78","0.0189758176155923","0.0146366071426662","0.0233150280885184"
"Sub-Tenant","1999","Full Time","Rural Area","59","0.0415157351594094","0.0328868939602094","0.0501445763586093"
"Sub-Tenant","1999","Part Time","Urban Area","52","0.0319992152477164","0.0242155371329804","0.0397828933624524"
"Sub-Tenant","1999","Part Time","Rural Area","30","0.0283751495228588","0.0180058752471008","0.0387444237986169"
"Sub-Tenant","1999","Not Working","Urban Area","69","0.023286528732547","0.0181237967189613","0.0284492607461326"
"Sub-Tenant","1999","Not Working","Rural Area","41","0.0258278156378734","0.0182652973124337","0.0333903339633131"
"Owner","1999","Full Time","Urban Area","1455","0.410646825773161","0.395001210043502","0.426292441502821"
"Owner","1999","Full Time","Rural Area","1131","0.563987361241156","0.542536840418979","0.585437882063334"
"Owner","1999","Part Time","Urban Area","772","0.425291455921794","0.403426706471555","0.447156205372033"
"Owner","1999","Part Time","Rural Area","548","0.582532625075123","0.551736124303404","0.613329125846841"
"Owner","1999","Not Working","Urban Area","1314","0.434670990831462","0.417701274578853","0.451640707084071"
"Owner","1999","Not Working","Rural Area","880","0.547408895458836","0.523678024876984","0.571139766040687"
"Nursing Home/Retirement Community","1999","Full Time","Urban Area","","","",""
"Nursing Home/Retirement Community","1999","Full Time","Rural Area","","","",""
"Nursing Home/Retirement Community","1999","Part Time","Urban Area","1","","",""
"Nursing Home/Retirement Community","1999","Part Time","Rural Area","1","","",""
"Nursing Home/Retirement Community","1999","Not Working","Urban Area","19","","",""
"Nursing Home/Retirement Community","1999","Not Working","Rural Area","5","","",""
"Tenant","1999","Full Time","Urban Area","","","",""
"Tenant","1999","Full Time","Rural Area","","","",""
"Tenant","1999","Part Time","Urban Area","","","",""
"Tenant","1999","Part Time","Rural Area","","","",""
"Tenant","1999","Not Working","Urban Area","","","",""
"Tenant","1999","Not Working","Rural Area","","","",""
"Main Tenant","2000","Full Time","Urban Area","3602","0.569495544482761","0.557507123154254","0.581483965811267"
"Main Tenant","2000","Full Time","Rural Area","1391","0.422202162280821","0.405945667531088","0.438458657030555"
"Main Tenant","2000","Part Time","Urban Area","1887","0.573044029507884","0.556437310415567","0.589650748600201"
"Main Tenant","2000","Part Time","Rural Area","629","0.394610177986776","0.371293666765874","0.417926689207677"
"Main Tenant","2000","Not Working","Urban Area","3056","0.518074176577854","0.50542882431453","0.530719528841178"
"Main Tenant","2000","Not Working","Rural Area","1268","0.430360531160613","0.41284898728408","0.447872075037145"
"Sub-Tenant","2000","Full Time","Urban Area","103","0.0187248332086113","0.0154428799608572","0.0220067864563655"
"Sub-Tenant","2000","Full Time","Rural Area","57","0.0181143304755554","0.0137247771478578","0.022503883803253"
"Sub-Tenant","2000","Part Time","Urban Area","57","0.0207632177039386","0.015975930467567","0.0255505049403101"
"Sub-Tenant","2000","Part Time","Rural Area","30","0.0182025940483247","0.0118252558052037","0.0245799322914457"
"Sub-Tenant","2000","Not Working","Urban Area","61","0.012715833251276","0.00988027640367191","0.0155513900988801"
"Sub-Tenant","2000","Not Working","Rural Area","42","0.0166416547257357","0.0121172406973534","0.021166068754118"
"Owner","2000","Full Time","Urban Area","2848","0.411779622308628","0.39986362310973","0.423695621507526"
"Owner","2000","Full Time","Rural Area","2097","0.558815138544138","0.542472464913922","0.575157812174353"
"Owner","2000","Part Time","Urban Area","1464","0.406192752788177","0.389704025691653","0.422681479884702"
"Owner","2000","Part Time","Rural Area","1029","0.5871872279649","0.563700272034066","0.610674183895733"
"Owner","2000","Not Working","Urban Area","2857","0.462646902475023","0.450028639679214","0.475265165270832"
"Owner","2000","Not Working","Rural Area","1753","0.547404545017764","0.529800297081631","0.565008792953897"
"Nursing Home/Retirement Community","2000","Full Time","Urban Area","","","",""
"Nursing Home/Retirement Community","2000","Full Time","Rural Area","1","","",""
"Nursing Home/Retirement Community","2000","Part Time","Urban Area","","","",""
"Nursing Home/Retirement Community","2000","Part Time","Rural Area","","","",""
"Nursing Home/Retirement Community","2000","Not Working","Urban Area","24","","",""
"Nursing Home/Retirement Community","2000","Not Working","Rural Area","8","","",""
"Tenant","2000","Full Time","Urban Area","","","",""
"Tenant","2000","Full Time","Rural Area","","","",""
"Tenant","2000","Part Time","Urban Area","","","",""
"Tenant","2000","Part Time","Rural Area","","","",""
"Tenant","2000","Not Working","Urban Area","","","",""
"Tenant","2000","Not Working","Rural Area","","","",""
"Main Tenant","2001","Full Time","Urban Area","3303","0.574051107644896","0.561475022917407","0.586627192372384"
"Main Tenant","2001","Full Time","Rural Area","1163","0.397885457243265","0.380781865433427","0.414989049053103"
"Main Tenant","2001","Part Time","Urban Area","1755","0.56223364203657","0.545203475419558","0.579263808653582"
"Main Tenant","2001","Part Time","Rural Area","597","0.405128726572079","0.380914809870478","0.429342643273681"
"Main Tenant","2001","Not Working","Urban Area","2740","0.518517738200714","0.505105053833013","0.531930422568415"
"Main Tenant","2001","Not Working","Rural Area","1118","0.417742878540849","0.399501339740326","0.435984417341372"
"Sub-Tenant","2001","Full Time","Urban Area","82","0.0169431228389678","0.0136608288228037","0.0202254168551319"
"Sub-Tenant","2001","Full Time","Rural Area","61","0.0213861801649796","0.0163309490586153","0.026441411271344"
"Sub-Tenant","2001","Part Time","Urban Area","58","0.0248052618354311","0.0194662992984341","0.030144224372428"
"Sub-Tenant","2001","Part Time","Rural Area","35","0.0200959518505624","0.0131744061191536","0.0270174975819712"
"Sub-Tenant","2001","Not Working","Urban Area","52","0.0140474242185849","0.0108882752043911","0.0172065732327787"
"Sub-Tenant","2001","Not Working","Rural Area","41","0.0163763454440523","0.0116820273271022","0.0210706635610024"
"Owner","2001","Full Time","Urban Area","2552","0.408950053515918","0.396446350375366","0.42145375665647"
"Owner","2001","Full Time","Rural Area","1922","0.580728362591756","0.563485753085654","0.597970972097857"
"Owner","2001","Part Time","Urban Area","1446","0.412888852828634","0.395987711512429","0.429789994144839"
"Owner","2001","Part Time","Rural Area","946","0.572911068483306","0.548512755926239","0.597309381040374"
"Owner","2001","Not Working","Urban Area","2512","0.458372120944427","0.444996826461856","0.471747415426999"
"Owner","2001","Not Working","Rural Area","1642","0.560440328868392","0.542082422570623","0.578798235166162"
"Nursing Home/Retirement Community","2001","Full Time","Urban Area","2","","",""
"Nursing Home/Retirement Community","2001","Full Time","Rural Area","","","",""
"Nursing Home/Retirement Community","2001","Part Time","Urban Area","1","","",""
"Nursing Home/Retirement Community","2001","Part Time","Rural Area","1","","",""
"Nursing Home/Retirement Community","2001","Not Working","Urban Area","27","","",""
"Nursing Home/Retirement Community","2001","Not Working","Rural Area","7","","",""
"Tenant","2001","Full Time","Urban Area","","","",""
"Tenant","2001","Full Time","Rural Area","","","",""
"Tenant","2001","Part Time","Urban Area","","","",""
"Tenant","2001","Part Time","Rural Area","","","",""
"Tenant","2001","Not Working","Urban Area","","","",""
"Tenant","2001","Not Working","Rural Area","","","",""
"Main Tenant","2002","Full Time","Urban Area","3208","0.566785717715991","0.554653291144222","0.578918144287759"
"Main Tenant","2002","Full Time","Rural Area","1140","0.406310126483827","0.389258504229497","0.423361748738156"
"Main Tenant","2002","Part Time","Urban Area","1790","0.564534154159405","0.548324221349447","0.580744086969363"
"Main Tenant","2002","Part Time","Rural Area","587","0.404466853388023","0.380850146713487","0.428083560062558"
"Main Tenant","2002","Not Working","Urban Area","2633","0.5123439462459","0.499115848677648","0.525572043814151"
"Main Tenant","2002","Not Working","Rural Area","1127","0.417045753062321","0.398860270424693","0.43523123569995"
"Sub-Tenant","2002","Full Time","Urban Area","81","0.0154877992006417","0.0124644226144079","0.0185111757868755"
"Sub-Tenant","2002","Full Time","Rural Area","58","0.0224607268023413","0.0173163109335937","0.0276051426710889"
"Sub-Tenant","2002","Part Time","Urban Area","68","0.023085543148714","0.0181758158428757","0.0279952704545524"
"Sub-Tenant","2002","Part Time","Rural Area","29","","",""
"Sub-Tenant","2002","Not Working","Urban Area","62","0.0136481931407623","0.0105776636197965","0.0167187226617281"
"Sub-Tenant","2002","Not Working","Rural Area","52","0.0198684430972346","0.0147216127931689","0.0250152734013002"
"Owner","2002","Full Time","Urban Area","3116","0.417322172300347","0.405248571414423","0.42939577318627"
"Owner","2002","Full Time","Rural Area","1989","0.571229146713832","0.554047101143569","0.588411192284096"
"Owner","2002","Part Time","Urban Area","1736","0.412380302691881","0.396286592231403","0.42847401315236"
"Owner","2002","Part Time","Rural Area","1042","0.573384621255142","0.549585212298169","0.597184030212116"
"Owner","2002","Not Working","Urban Area","2768","0.466638584654922","0.453435941188507","0.479841228121338"
"Owner","2002","Not Working","Rural Area","1637","0.557637566156996","0.53931944716673","0.575955685147262"
"Nursing Home/Retirement Community","2002","Full Time","Urban Area","3","","",""
"Nursing Home/Retirement Community","2002","Full Time","Rural Area","","","",""
"Nursing Home/Retirement Community","2002","Part Time","Urban Area","","","",""
"Nursing Home/Retirement Community","2002","Part Time","Rural Area","1","","",""
"Nursing Home/Retirement Community","2002","Not Working","Urban Area","22","","",""
"Nursing Home/Retirement Community","2002","Not Working","Rural Area","8","","",""
"Tenant","2002","Full Time","Urban Area","","","",""
"Tenant","2002","Full Time","Rural Area","","","",""
"Tenant","2002","Part Time","Urban Area","","","",""
"Tenant","2002","Part Time","Rural Area","","","",""
"Tenant","2002","Not Working","Urban Area","","","",""
"Tenant","2002","Not Working","Rural Area","","","",""
"Main Tenant","2003","Full Time","Urban Area","2972","0.585371403747218","0.572837593762797","0.597905213731638"
"Main Tenant","2003","Full Time","Rural Area","1022","0.37680413766307","0.359458015968797","0.394150259357343"
"Main Tenant","2003","Part Time","Urban Area","1725","0.542455493582806","0.526078770066437","0.558832217099174"
"Main Tenant","2003","Part Time","Rural Area","569","0.388125241359368","0.364171864816547","0.412078617902189"
"Main Tenant","2003","Not Working","Urban Area","2582","0.510877307047854","0.497614412202783","0.524140201892925"
"Main Tenant","2003","Not Working","Rural Area","1085","0.418656663582124","0.400258197888363","0.437055129275885"
"Sub-Tenant","2003","Full Time","Urban Area","97","0.0185645883122925","0.0151305016345934","0.0219986749899915"
"Sub-Tenant","2003","Full Time","Rural Area","70","0.0332499738530592","0.0268321908743775","0.0396677568317409"
"Sub-Tenant","2003","Part Time","Urban Area","59","0.0234667054576221","0.0184905048819322","0.028442906033312"
"Sub-Tenant","2003","Part Time","Rural Area","39","0.0309326747496876","0.0224225634196479","0.0394427860797274"
"Sub-Tenant","2003","Not Working","Urban Area","82","0.0196312382169153","0.0159504596367584","0.0233120167970721"
"Sub-Tenant","2003","Not Working","Rural Area","53","0.0236323286693345","0.0179673770081388","0.0292972803305303"
"Owner","2003","Full Time","Urban Area","2865","0.396048038024045","0.383605388720669","0.408490687327421"
"Owner","2003","Full Time","Rural Area","1906","0.589945888483871","0.572339959264294","0.607551817703448"
"Owner","2003","Part Time","Urban Area","1771","0.434077800959572","0.417785199219605","0.45037040269954"
"Owner","2003","Part Time","Rural Area","982","0.580942083890945","0.556689781619294","0.605194386162595"
"Owner","2003","Not Working","Urban Area","2769","0.462412612187989","0.449184115735177","0.475641108640801"
"Owner","2003","Not Working","Rural Area","1615","0.551067542459499","0.532518172085669","0.569616912833329"
"Nursing Home/Retirement Community","2003","Full Time","Urban Area","1","","",""
"Nursing Home/Retirement Community","2003","Full Time","Rural Area","","","",""
"Nursing Home/Retirement Community","2003","Part Time","Urban Area","","","",""
"Nursing Home/Retirement Community","2003","Part Time","Rural Area","","","",""
"Nursing Home/Retirement Community","2003","Not Working","Urban Area","24","","",""
"Nursing Home/Retirement Community","2003","Not Working","Rural Area","9","","",""
"Tenant","2003","Full Time","Urban Area","","","",""
"Tenant","2003","Full Time","Rural Area","","","",""
"Tenant","2003","Part Time","Urban Area","","","",""
"Tenant","2003","Part Time","Rural Area","","","",""
"Tenant","2003","Not Working","Urban Area","","","",""
"Tenant","2003","Not Working","Rural Area","","","",""
"Main Tenant","2004","Full Time","Urban Area","2836","0.5804591900824","0.567599575468201","0.593318804696598"
"Main Tenant","2004","Full Time","Rural Area","931","0.36884076380217","0.351039185306763","0.386642342297577"
"Main Tenant","2004","Part Time","Urban Area","1653","0.56064663931883","0.544010592704429","0.577282685933231"
"Main Tenant","2004","Part Time","Rural Area","580","0.429328138917154","0.405172484174633","0.453483793659675"
"Main Tenant","2004","Not Working","Urban Area","2587","0.516506070786215","0.503254550105735","0.529757591466694"
"Main Tenant","2004","Not Working","Rural Area","1096","0.427040939091751","0.408583612688199","0.445498265495303"
"Sub-Tenant","2004","Full Time","Urban Area","81","0.0209397206912495","0.0172085496365629","0.0246708917459361"
"Sub-Tenant","2004","Full Time","Rural Area","72","0.0355261199898455","0.0286966231135292","0.0423556168661617"
"Sub-Tenant","2004","Part Time","Urban Area","67","0.0208932962490369","0.0160990864659952","0.0256875060320786"
"Sub-Tenant","2004","Part Time","Rural Area","38","0.0245176320741822","0.0169705359582139","0.0320647281901505"
"Sub-Tenant","2004","Not Working","Urban Area","65","0.0183971050156312","0.0148336182537689","0.0219605917774935"
"Sub-Tenant","2004","Not Working","Rural Area","40","0.0160416357630077","0.0113536646462093","0.020729606879806"
"Owner","2004","Full Time","Urban Area","2739","0.398583496280791","0.38582491664777","0.411342075913811"
"Owner","2004","Full Time","Rural Area","1819","0.595633116207984","0.577526103982711","0.613740128433258"
"Owner","2004","Part Time","Urban Area","1697","0.418322723888573","0.401788062025371","0.434857385751776"
"Owner","2004","Part Time","Rural Area","995","0.546154229008664","0.521857785633126","0.570450672384202"
"Owner","2004","Not Working","Urban Area","2788","0.457693266511612","0.444482067012297","0.470904466010927"
"Owner","2004","Not Working","Rural Area","1609","0.546482590080717","0.52790636827758","0.565058811883854"
"Nursing Home/Retirement Community","2004","Full Time","Urban Area","1","","",""
"Nursing Home/Retirement Community","2004","Full Time","Rural Area","","","",""
"Nursing Home/Retirement Community","2004","Part Time","Urban Area","2","","",""
"Nursing Home/Retirement Community","2004","Part Time","Rural Area","","","",""
"Nursing Home/Retirement Community","2004","Not Working","Urban Area","23","","",""
"Nursing Home/Retirement Community","2004","Not Working","Rural Area","14","","",""
"Tenant","2004","Full Time","Urban Area","","","",""
"Tenant","2004","Full Time","Rural Area","","","",""
"Tenant","2004","Part Time","Urban Area","","","",""
"Tenant","2004","Part Time","Rural Area","","","",""
"Tenant","2004","Not Working","Urban Area","","","",""
"Tenant","2004","Not Working","Rural Area","","","",""
"Main Tenant","2005","Full Time","Urban Area","2665","0.583253883392408","0.570113914112206","0.596393852672609"
"Main Tenant","2005","Full Time","Rural Area","878","0.381609438302276","0.363092961918031","0.400125914686521"
"Main Tenant","2005","Part Time","Urban Area","1609","0.574146471784523","0.557195987693585","0.591096955875462"
"Main Tenant","2005","Part Time","Rural Area","532","0.422811099188066","0.398304738864642","0.447317459511489"
"Main Tenant","2005","Not Working","Urban Area","2526","0.532291340329691","0.51879967801217","0.545783002647212"
"Main Tenant","2005","Not Working","Rural Area","1042","0.42006560965499","0.401361622593692","0.438769596716287"
"Sub-Tenant","2005","Full Time","Urban Area","104","0.0280982381464833","0.0236939017858557","0.0325025745071109"
"Sub-Tenant","2005","Full Time","Rural Area","66","0.0275817791848972","0.0213393295340015","0.033824228835793"
"Sub-Tenant","2005","Part Time","Urban Area","59","0.0303692145326488","0.0244867325134456","0.0362516965518521"
"Sub-Tenant","2005","Part Time","Rural Area","25","","",""
"Sub-Tenant","2005","Not Working","Urban Area","85","0.0215988543169099","0.0176680910340107","0.0255296175998091"
"Sub-Tenant","2005","Not Working","Rural Area","52","0.0229613351320699","0.0172853579375701","0.0286373123265697"
"Owner","2005","Full Time","Urban Area","2639","0.388647878461109","0.375656548539517","0.401639208382701"
"Owner","2005","Full Time","Rural Area","1699","0.590705003792467","0.571962789113682","0.609447218471252"
"Owner","2005","Part Time","Urban Area","1601","0.395484313682828","0.378722961580341","0.412245665785315"
"Owner","2005","Part Time","Rural Area","1003","0.561188794742399","0.536571519049607","0.585806070435191"
"Owner","2005","Not Working","Urban Area","2625","0.43996858645007","0.426546498336545","0.453390674563594"
"Owner","2005","Not Working","Rural Area","1562","0.543374512349201","0.52449825437348","0.562250770324923"
"Nursing Home/Retirement Community","2005","Full Time","Urban Area","","","",""
"Nursing Home/Retirement Community","2005","Full Time","Rural Area","1","","",""
"Nursing Home/Retirement Community","2005","Part Time","Urban Area","","","",""
"Nursing Home/Retirement Community","2005","Part Time","Rural Area","1","","",""
"Nursing Home/Retirement Community","2005","Not Working","Urban Area","18","","",""
"Nursing Home/Retirement Community","2005","Not Working","Rural Area","19","","",""
"Tenant","2005","Full Time","Urban Area","","","",""
"Tenant","2005","Full Time","Rural Area","","","",""
"Tenant","2005","Part Time","Urban Area","","","",""
"Tenant","2005","Part Time","Rural Area","","","",""
"Tenant","2005","Not Working","Urban Area","","","",""
"Tenant","2005","Not Working","Rural Area","","","",""
"Main Tenant","2006","Full Time","Urban Area","2753","0.581616216447149","0.568753593408498","0.5944788394858"
"Main Tenant","2006","Full Time","Rural Area","932","0.400018197830167","0.381862590912614","0.41817380474772"
"Main Tenant","2006","Part Time","Urban Area","1580","0.558525180232863","0.541712566905949","0.575337793559776"
"Main Tenant","2006","Part Time","Rural Area","607","0.424215485081662","0.400596657030607","0.447834313132716"
"Main Tenant","2006","Not Working","Urban Area","2762","0.548356874343992","0.53559224519683","0.561121503491154"
"Main Tenant","2006","Not Working","Rural Area","1172","0.424820484052195","0.407306223428981","0.442334744675408"
"Sub-Tenant","2006","Full Time","Urban Area","97","0.0206433648470235","0.0169358359364311","0.0243508937576158"
"Sub-Tenant","2006","Full Time","Rural Area","65","0.0336528763580298","0.0269697521618143","0.0403360005542453"
"Sub-Tenant","2006","Part Time","Urban Area","49","0.0243544227721027","0.0191353201358552","0.0295735254083501"
"Sub-Tenant","2006","Part Time","Rural Area","38","0.0250792128787633","0.0176065272619301","0.0325518984955966"
"Sub-Tenant","2006","Not Working","Urban Area","74","0.0181012601181416","0.0146817286128687","0.0215207916234144"
"Sub-Tenant","2006","Not Working","Rural Area","46","0.0183113888147617","0.0135609372297179","0.0230618403998054"
"Owner","2006","Full Time","Urban Area","2799","0.397138993339766","0.384380372548543","0.40989761413099"
"Owner","2006","Full Time","Rural Area","1798","0.566148855967681","0.547781884625829","0.584515827309533"
"Owner","2006","Part Time","Urban Area","1722","0.417120396995035","0.400425604719156","0.433815189270913"
"Owner","2006","Part Time","Rural Area","1037","0.550705302039575","0.526933594914559","0.57447700916459"
"Owner","2006","Not Working","Urban Area","2979","0.428343924139247","0.41565155861394","0.441036289664554"
"Owner","2006","Not Working","Rural Area","1821","0.544876449774353","0.527232287196529","0.562520612352178"
"Nursing Home/Retirement Community","2006","Full Time","Urban Area","1","","",""
"Nursing Home/Retirement Community","2006","Full Time","Rural Area","2","","",""
"Nursing Home/Retirement Community","2006","Part Time","Urban Area","","","",""
"Nursing Home/Retirement Community","2006","Part Time","Rural Area","","","",""
"Nursing Home/Retirement Community","2006","Not Working","Urban Area","24","","",""
"Nursing Home/Retirement Community","2006","Not Working","Rural Area","21","","",""
"Tenant","2006","Full Time","Urban Area","","","",""
"Tenant","2006","Full Time","Rural Area","","","",""
"Tenant","2006","Part Time","Urban Area","","","",""
"Tenant","2006","Part Time","Rural Area","","","",""
"Tenant","2006","Not Working","Urban Area","","","",""
"Tenant","2006","Not Working","Rural Area","","","",""
"Main Tenant","2007","Full Time","Urban Area","2499","0.564282826509562","0.550801814735875","0.577763838283249"
"Main Tenant","2007","Full Time","Rural Area","896","0.397339465648016","0.37883347600778","0.415845455288252"
"Main Tenant","2007","Part Time","Urban Area","1536","0.560407640584429","0.543186505219094","0.577628775949763"
"Main Tenant","2007","Part Time","Rural Area","564","0.435796061301721","0.411014444881841","0.460577677721601"
"Main Tenant","2007","Not Working","Urban Area","2541","0.533454856013524","0.520237912311922","0.546671799715127"
"Main Tenant","2007","Not Working","Rural Area","1121","0.423260845778532","0.405216314185257","0.441305377371806"
"Sub-Tenant","2007","Full Time","Urban Area","76","0.0193488442663629","0.01560380375979","0.0230938847729358"
"Sub-Tenant","2007","Full Time","Rural Area","63","0.0406171062730462","0.0331518355499575","0.0480823769961349"
"Sub-Tenant","2007","Part Time","Urban Area","60","0.0291795518978196","0.0233398126509488","0.0350192911446904"
"Sub-Tenant","2007","Part Time","Rural Area","24","","",""
"Sub-Tenant","2007","Not Working","Urban Area","84","0.0200910646667285","0.0163737467782628","0.0238083825551942"
"Sub-Tenant","2007","Not Working","Rural Area","42","0.0168009700610022","0.0121070061441729","0.0214949339778315"
"Owner","2007","Full Time","Urban Area","2621","0.415901622413845","0.402501460689072","0.429301784138617"
"Owner","2007","Full Time","Rural Area","1725","0.559938950734804","0.541166460313752","0.578711441155857"
"Owner","2007","Part Time","Urban Area","1594","0.4096513096356","0.392588672111299","0.426713947159901"
"Owner","2007","Part Time","Rural Area","949","0.543428265671295","0.518534216332192","0.568322315010399"
"Owner","2007","Not Working","Urban Area","2824","0.440534510691435","0.427381899378068","0.453687122004801"
"Owner","2007","Not Working","Rural Area","1694","0.546344207902678","0.528161931779923","0.564526484025434"
