"year","e11102","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Full Time","1042.3","966","5465","484","729","1278","1687","2812","1028.35","1056.25","0","9715","920","920"
"1984","Employed","Not Working","","","","","","","","","","","","","",""
"1984","Employed","Part Time","544.3","409","1514","158","224","724","1023","2045","518.86","569.74","0","10737","409","435"
"1984","Not Employed","Full Time","","","","","","","","","","","","","",""
"1984","Not Employed","Not Working","493.27","459.65","183","111","205","665","869","2350","444.09","542.45","0","2350","343","511"
"1984","Not Employed","Part Time","","","","","","","","","","","","","",""
"1985","Employed","Full Time","1060.65","971","4828","498","749","1278","1738","2812","1044.38","1076.92","0","17895","920","946"
"1985","Employed","Not Working","","","","","","","","","","","","","",""
"1985","Employed","Part Time","555.32","435","1518","164","230","755","1045","2095","532.13","578.51","0","6647","433","483"
"1985","Not Employed","Full Time","","","","","","","","","","","","","",""
"1985","Not Employed","Not Working","420.33","316.22","183","62","179","614","920","1585","367.37","473.29","0","2555","271","487"
"1985","Not Employed","Part Time","","","","","","","","","","","","","",""
"1986","Employed","Full Time","1098.79","997","4726","511","767","1304","1790","3068","1081.91","1115.67","0","16361","971","971"
"1986","Employed","Not Working","","","","","","","","","","","","","",""
"1986","Employed","Part Time","553.47","433.36","1430","186","240","767","1074","2096","531.65","575.29","0","5113","409","460"
"1986","Not Employed","Full Time","","","","","","","","","","","","","",""
"1986","Not Employed","Not Working","486.93","435","153","102","205","716","937","1432","434.26","539.6","0","1432","358","539"
"1986","Not Employed","Part Time","","","","","","","","","","","","","",""
"1987","Employed","Full Time","1116.68","1023","4760","511","767","1329","1841","3068","1100.75","1132.61","0","7449","971","1012"
"1987","Employed","Not Working","","","","","","","","","","","","","",""
"1987","Employed","Part Time","529.54","419","1430","179","240","716","1023","2045","509.05","550.03","0","3579","409","460"
"1987","Not Employed","Full Time","","","","","","","","","","","","","",""
"1987","Not Employed","Not Working","491.57","425.74","107","129","205","716","920","1810","425.99","557.15","19","1810","225","491"
"1987","Not Employed","Part Time","","","","","","","","","","","","","",""
"1988","Employed","Full Time","1155.57","1048","4471","527","818","1380","1933","3221","1138.81","1172.33","0","6647","1023","1023"
"1988","Employed","Not Working","","","","","","","","","","","","","",""
"1988","Employed","Part Time","578.85","452.17","1403","179","245","767","1125","2251","554.73","602.97","0","4090","427","479"
"1988","Not Employed","Full Time","","","","","","","","","","","","","",""
"1988","Not Employed","Not Working","489.77","424","114","77","189","716","981","1713","424.09","555.45","0","1713","307","496"
"1988","Not Employed","Part Time","","","","","","","","","","","","","",""
"1989","Employed","Full Time","1205.23","1074","4436","614","862","1432","1943","3323","1187.34","1223.12","0","10226","1023","1074"
"1989","Employed","Not Working","","","","","","","","","","","","","",""
"1989","Employed","Part Time","584.78","445","1318","198","246","767","1150","2197","559.11","610.45","0","6033","435","496"
"1989","Not Employed","Full Time","","","","","","","","","","","","","",""
"1989","Not Employed","Not Working","610.35","558.57","126","184","261","831","1176","1780","543.61","677.09","0","1780","392","614"
