"year","pgcasmin","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(0) in school","East Germany","","","","","","","","","","","","","",""
"1984","(0) in school","West Germany","2.52","3","184","1","1","4","4","4","2.35","2.69","1","4","2","3"
"1984","(1a) inadequately completed","East Germany","","","","","","","","","","","","","",""
"1984","(1a) inadequately completed","West Germany","1.93","2","1061","1","1","3","4","4","1.87","1.99","1","4","2","2"
"1984","(1b) general elementary school","East Germany","","","","","","","","","","","","","",""
"1984","(1b) general elementary school","West Germany","1.77","1","2930","1","1","2","3","4","1.73","1.81","1","4","1","2"
"1984","(1c) basic vocational qualification","East Germany","","","","","","","","","","","","","",""
"1984","(1c) basic vocational qualification","West Germany","1.8","1","4216","1","1","2","4","4","1.77","1.83","1","4","1","1"
"1984","(2a) intermediate vocational","East Germany","","","","","","","","","","","","","",""
"1984","(2a) intermediate vocational","West Germany","2.03","2","1394","1","1","3","4","4","1.97","2.09","1","4","2","2"
"1984","(2b) intermediate general qualification","East Germany","","","","","","","","","","","","","",""
"1984","(2b) intermediate general qualification","West Germany","2.11","2","466","1","1","3","4","4","2","2.22","1","4","2","2"
"1984","(2c_gen) general maturity certificate","East Germany","","","","","","","","","","","","","",""
"1984","(2c_gen) general maturity certificate","West Germany","2.75","3","396","1","2","4","4","4","2.63","2.87","1","4","3","3"
"1984","(2c_voc) vocational maturity certificate","East Germany","","","","","","","","","","","","","",""
"1984","(2c_voc) vocational maturity certificate","West Germany","2.2","2","451","1","1","3","4","4","2.09","2.31","1","4","2","2"
"1984","(3a) lower tertiary education","East Germany","","","","","","","","","","","","","",""
"1984","(3a) lower tertiary education","West Germany","2.16","2","264","1","1","3","4","4","2.02","2.3","1","4","2","2"
"1984","(3b) higher tertiary education","East Germany","","","","","","","","","","","","","",""
"1984","(3b) higher tertiary education","West Germany","2.69","3","514","1","1","4","4","4","2.59","2.79","1","4","3","3"
"1985","(0) in school","East Germany","","","","","","","","","","","","","",""
"1985","(0) in school","West Germany","2.53","3","184","1","2","4","4","4","2.37","2.69","1","4","2","3"
"1985","(1a) inadequately completed","East Germany","","","","","","","","","","","","","",""
"1985","(1a) inadequately completed","West Germany","1.92","2","849","1","1","2","4","4","1.85","1.99","1","4","2","2"
"1985","(1b) general elementary school","East Germany","","","","","","","","","","","","","",""
"1985","(1b) general elementary school","West Germany","1.71","1","2558","1","1","2","3","4","1.67","1.75","1","4","1","1"
"1985","(1c) basic vocational qualification","East Germany","","","","","","","","","","","","","",""
"1985","(1c) basic vocational qualification","West Germany","1.79","1","3793","1","1","2","4","4","1.76","1.82","1","4","1","1"
"1985","(2a) intermediate vocational","East Germany","","","","","","","","","","","","","",""
"1985","(2a) intermediate vocational","West Germany","1.99","2","1334","1","1","3","4","4","1.93","2.05","1","4","2","2"
"1985","(2b) intermediate general qualification","East Germany","","","","","","","","","","","","","",""
"1985","(2b) intermediate general qualification","West Germany","2.14","2","473","1","1","3","4","4","2.03","2.25","1","4","2","2"
"1985","(2c_gen) general maturity certificate","East Germany","","","","","","","","","","","","","",""
"1985","(2c_gen) general maturity certificate","West Germany","2.75","3","371","1","2","4","4","4","2.63","2.87","1","4","2","3"
"1985","(2c_voc) vocational maturity certificate","East Germany","","","","","","","","","","","","","",""
"1985","(2c_voc) vocational maturity certificate","West Germany","2.2","2","407","1","1","3","4","4","2.08","2.32","1","4","2","2"
"1985","(3a) lower tertiary education","East Germany","","","","","","","","","","","","","",""
"1985","(3a) lower tertiary education","West Germany","2.11","2","244","1","1","3","4","4","1.96","2.26","1","4","2","2"
"1985","(3b) higher tertiary education","East Germany","","","","","","","","","","","","","",""
"1985","(3b) higher tertiary education","West Germany","2.58","3","503","1","1","4","4","4","2.47","2.69","1","4","2","3"
"1986","(0) in school","East Germany","","","","","","","","","","","","","",""
"1986","(0) in school","West Germany","2.41","2","185","1","1","3","4","4","2.25","2.57","1","4","2","3"
"1986","(1a) inadequately completed","East Germany","","","","","","","","","","","","","",""
"1986","(1a) inadequately completed","West Germany","1.84","1","797","1","1","3","3","4","1.77","1.91","1","4","1","2"
"1986","(1b) general elementary school","East Germany","","","","","","","","","","","","","",""
"1986","(1b) general elementary school","West Germany","1.75","1","2408","1","1","2","3","4","1.71","1.79","1","4","1","1"
"1986","(1c) basic vocational qualification","East Germany","","","","","","","","","","","","","",""
"1986","(1c) basic vocational qualification","West Germany","1.8","1","3570","1","1","2","4","4","1.77","1.83","1","4","1","1"
"1986","(2a) intermediate vocational","East Germany","","","","","","","","","","","","","",""
"1986","(2a) intermediate vocational","West Germany","1.96","2","1296","1","1","3","4","4","1.9","2.02","1","4","2","2"
