"plj0587","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Sometimes","2014","Lower Saxony","Other degree","","","",""
"Sometimes","2014","Lower Saxony","no degree/no degree yet","","","",""
"Sometimes","2014","Bremen","lower secondary degree","","","",""
"Sometimes","2014","Bremen","secondary school degree","","","",""
"Sometimes","2014","Bremen","college entrance qualification","","","",""
"Sometimes","2014","Bremen","Other degree","","","",""
"Sometimes","2014","Bremen","no degree/no degree yet","","","",""
"Sometimes","2014","North Rhine-Westphalia","lower secondary degree","","","",""
"Sometimes","2014","North Rhine-Westphalia","secondary school degree","","","",""
"Sometimes","2014","North Rhine-Westphalia","college entrance qualification","","","",""
"Sometimes","2014","North Rhine-Westphalia","Other degree","","","",""
"Sometimes","2014","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Sometimes","2014","Hesse","lower secondary degree","","","",""
"Sometimes","2014","Hesse","secondary school degree","","","",""
"Sometimes","2014","Hesse","college entrance qualification","","","",""
"Sometimes","2014","Hesse","Other degree","","","",""
"Sometimes","2014","Hesse","no degree/no degree yet","","","",""
"Sometimes","2014","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Sometimes","2014","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Sometimes","2014","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Sometimes","2014","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Sometimes","2014","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Sometimes","2014","Baden-Württemberg","lower secondary degree","","","",""
"Sometimes","2014","Baden-Württemberg","secondary school degree","","","",""
"Sometimes","2014","Baden-Württemberg","college entrance qualification","","","",""
"Sometimes","2014","Baden-Württemberg","Other degree","","","",""
"Sometimes","2014","Baden-Württemberg","no degree/no degree yet","","","",""
"Sometimes","2014","Bavaria","lower secondary degree","","","",""
"Sometimes","2014","Bavaria","secondary school degree","","","",""
"Sometimes","2014","Bavaria","college entrance qualification","","","",""
"Sometimes","2014","Bavaria","Other degree","","","",""
"Sometimes","2014","Bavaria","no degree/no degree yet","","","",""
"Sometimes","2014","Berlin","lower secondary degree","","","",""
"Sometimes","2014","Berlin","secondary school degree","","","",""
"Sometimes","2014","Berlin","college entrance qualification","","","",""
"Sometimes","2014","Berlin","Other degree","","","",""
"Sometimes","2014","Berlin","no degree/no degree yet","","","",""
"Sometimes","2014","Brandenburg","lower secondary degree","","","",""
"Sometimes","2014","Brandenburg","secondary school degree","","","",""
"Sometimes","2014","Brandenburg","college entrance qualification","","","",""
"Sometimes","2014","Brandenburg","Other degree","","","",""
"Sometimes","2014","Brandenburg","no degree/no degree yet","","","",""
"Sometimes","2014","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Sometimes","2014","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Sometimes","2014","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Sometimes","2014","Mecklenburg-Western Pomerania","Other degree","","","",""
"Sometimes","2014","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Sometimes","2014","Saxony","lower secondary degree","","","",""
"Sometimes","2014","Saxony","secondary school degree","","","",""
"Sometimes","2014","Saxony","college entrance qualification","","","",""
"Sometimes","2014","Saxony","Other degree","","","",""
"Sometimes","2014","Saxony","no degree/no degree yet","","","",""
"Sometimes","2014","Saxony-Anhalt","lower secondary degree","","","",""
"Sometimes","2014","Saxony-Anhalt","secondary school degree","","","",""
"Sometimes","2014","Saxony-Anhalt","college entrance qualification","","","",""
"Sometimes","2014","Saxony-Anhalt","Other degree","","","",""
"Sometimes","2014","Saxony-Anhalt","no degree/no degree yet","","","",""
"Sometimes","2014","Thuringia","lower secondary degree","","","",""
"Sometimes","2014","Thuringia","secondary school degree","","","",""
"Sometimes","2014","Thuringia","college entrance qualification","","","",""
"Sometimes","2014","Thuringia","Other degree","","","",""
"Sometimes","2014","Thuringia","no degree/no degree yet","","","",""
"Rarely ","2014","Schleswig-Holstein","lower secondary degree","","","",""
"Rarely ","2014","Schleswig-Holstein","secondary school degree","","","",""
"Rarely ","2014","Schleswig-Holstein","college entrance qualification","","","",""
"Rarely ","2014","Schleswig-Holstein","Other degree","","","",""
"Rarely ","2014","Schleswig-Holstein","no degree/no degree yet","","","",""
"Rarely ","2014","Hamburg","lower secondary degree","","","",""
"Rarely ","2014","Hamburg","secondary school degree","","","",""
"Rarely ","2014","Hamburg","college entrance qualification","","","",""
"Rarely ","2014","Hamburg","Other degree","","","",""
"Rarely ","2014","Hamburg","no degree/no degree yet","","","",""
"Rarely ","2014","Lower Saxony","lower secondary degree","","","",""
"Rarely ","2014","Lower Saxony","secondary school degree","","","",""
"Rarely ","2014","Lower Saxony","college entrance qualification","","","",""
"Rarely ","2014","Lower Saxony","Other degree","","","",""
"Rarely ","2014","Lower Saxony","no degree/no degree yet","","","",""
"Rarely ","2014","Bremen","lower secondary degree","","","",""
"Rarely ","2014","Bremen","secondary school degree","","","",""
"Rarely ","2014","Bremen","college entrance qualification","","","",""
"Rarely ","2014","Bremen","Other degree","","","",""
"Rarely ","2014","Bremen","no degree/no degree yet","","","",""
"Rarely ","2014","North Rhine-Westphalia","lower secondary degree","","","",""
"Rarely ","2014","North Rhine-Westphalia","secondary school degree","","","",""
"Rarely ","2014","North Rhine-Westphalia","college entrance qualification","","","",""
"Rarely ","2014","North Rhine-Westphalia","Other degree","","","",""
"Rarely ","2014","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Rarely ","2014","Hesse","lower secondary degree","","","",""
"Rarely ","2014","Hesse","secondary school degree","","","",""
"Rarely ","2014","Hesse","college entrance qualification","","","",""
"Rarely ","2014","Hesse","Other degree","","","",""
"Rarely ","2014","Hesse","no degree/no degree yet","","","",""
"Rarely ","2014","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Rarely ","2014","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Rarely ","2014","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Rarely ","2014","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Rarely ","2014","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Rarely ","2014","Baden-Württemberg","lower secondary degree","","","",""
"Rarely ","2014","Baden-Württemberg","secondary school degree","","","",""
"Rarely ","2014","Baden-Württemberg","college entrance qualification","","","",""
"Rarely ","2014","Baden-Württemberg","Other degree","","","",""
"Rarely ","2014","Baden-Württemberg","no degree/no degree yet","","","",""
"Rarely ","2014","Bavaria","lower secondary degree","","","",""
"Rarely ","2014","Bavaria","secondary school degree","","","",""
"Rarely ","2014","Bavaria","college entrance qualification","","","",""
"Rarely ","2014","Bavaria","Other degree","","","",""
"Rarely ","2014","Bavaria","no degree/no degree yet","","","",""
"Rarely ","2014","Berlin","lower secondary degree","","","",""
"Rarely ","2014","Berlin","secondary school degree","","","",""
"Rarely ","2014","Berlin","college entrance qualification","","","",""
"Rarely ","2014","Berlin","Other degree","","","",""
"Rarely ","2014","Berlin","no degree/no degree yet","","","",""
"Rarely ","2014","Brandenburg","lower secondary degree","","","",""
"Rarely ","2014","Brandenburg","secondary school degree","","","",""
"Rarely ","2014","Brandenburg","college entrance qualification","","","",""
"Rarely ","2014","Brandenburg","Other degree","","","",""
"Rarely ","2014","Brandenburg","no degree/no degree yet","","","",""
"Rarely ","2014","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Rarely ","2014","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Rarely ","2014","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Rarely ","2014","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely ","2014","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Rarely ","2014","Saxony","lower secondary degree","","","",""
"Rarely ","2014","Saxony","secondary school degree","","","",""
"Rarely ","2014","Saxony","college entrance qualification","","","",""
"Rarely ","2014","Saxony","Other degree","","","",""
"Rarely ","2014","Saxony","no degree/no degree yet","","","",""
"Rarely ","2014","Saxony-Anhalt","lower secondary degree","","","",""
"Rarely ","2014","Saxony-Anhalt","secondary school degree","","","",""
"Rarely ","2014","Saxony-Anhalt","college entrance qualification","","","",""
"Rarely ","2014","Saxony-Anhalt","Other degree","","","",""
"Rarely ","2014","Saxony-Anhalt","no degree/no degree yet","","","",""
"Rarely ","2014","Thuringia","lower secondary degree","","","",""
"Rarely ","2014","Thuringia","secondary school degree","","","",""
"Rarely ","2014","Thuringia","college entrance qualification","","","",""
"Rarely ","2014","Thuringia","Other degree","","","",""
"Rarely ","2014","Thuringia","no degree/no degree yet","","","",""
"Never","2014","Schleswig-Holstein","lower secondary degree","","","",""
"Never","2014","Schleswig-Holstein","secondary school degree","","","",""
"Never","2014","Schleswig-Holstein","college entrance qualification","","","",""
"Never","2014","Schleswig-Holstein","Other degree","","","",""
"Never","2014","Schleswig-Holstein","no degree/no degree yet","","","",""
"Never","2014","Hamburg","lower secondary degree","","","",""
"Never","2014","Hamburg","secondary school degree","","","",""
"Never","2014","Hamburg","college entrance qualification","","","",""
"Never","2014","Hamburg","Other degree","","","",""
"Never","2014","Hamburg","no degree/no degree yet","","","",""
"Never","2014","Lower Saxony","lower secondary degree","","","",""
"Never","2014","Lower Saxony","secondary school degree","","","",""
"Never","2014","Lower Saxony","college entrance qualification","","","",""
"Never","2014","Lower Saxony","Other degree","","","",""
"Never","2014","Lower Saxony","no degree/no degree yet","","","",""
"Never","2014","Bremen","lower secondary degree","","","",""
"Never","2014","Bremen","secondary school degree","","","",""
"Never","2014","Bremen","college entrance qualification","","","",""
"Never","2014","Bremen","Other degree","","","",""
"Never","2014","Bremen","no degree/no degree yet","","","",""
"Never","2014","North Rhine-Westphalia","lower secondary degree","","","",""
"Never","2014","North Rhine-Westphalia","secondary school degree","","","",""
"Never","2014","North Rhine-Westphalia","college entrance qualification","","","",""
"Never","2014","North Rhine-Westphalia","Other degree","","","",""
"Never","2014","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Never","2014","Hesse","lower secondary degree","","","",""
"Never","2014","Hesse","secondary school degree","","","",""
"Never","2014","Hesse","college entrance qualification","","","",""
"Never","2014","Hesse","Other degree","","","",""
"Never","2014","Hesse","no degree/no degree yet","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Never","2014","Baden-Württemberg","lower secondary degree","","","",""
"Never","2014","Baden-Württemberg","secondary school degree","","","",""
"Never","2014","Baden-Württemberg","college entrance qualification","","","",""
"Never","2014","Baden-Württemberg","Other degree","","","",""
"Never","2014","Baden-Württemberg","no degree/no degree yet","","","",""
"Never","2014","Bavaria","lower secondary degree","","","",""
"Never","2014","Bavaria","secondary school degree","","","",""
"Never","2014","Bavaria","college entrance qualification","","","",""
"Never","2014","Bavaria","Other degree","","","",""
"Never","2014","Bavaria","no degree/no degree yet","","","",""
"Never","2014","Berlin","lower secondary degree","","","",""
"Never","2014","Berlin","secondary school degree","","","",""
"Never","2014","Berlin","college entrance qualification","","","",""
"Never","2014","Berlin","Other degree","","","",""
"Never","2014","Berlin","no degree/no degree yet","","","",""
"Never","2014","Brandenburg","lower secondary degree","","","",""
"Never","2014","Brandenburg","secondary school degree","","","",""
"Never","2014","Brandenburg","college entrance qualification","","","",""
"Never","2014","Brandenburg","Other degree","","","",""
"Never","2014","Brandenburg","no degree/no degree yet","","","",""
"Never","2014","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","2014","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","2014","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","2014","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","2014","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","2014","Saxony","lower secondary degree","","","",""
"Never","2014","Saxony","secondary school degree","","","",""
"Never","2014","Saxony","college entrance qualification","","","",""
"Never","2014","Saxony","Other degree","","","",""
"Never","2014","Saxony","no degree/no degree yet","","","",""
"Never","2014","Saxony-Anhalt","lower secondary degree","","","",""
"Never","2014","Saxony-Anhalt","secondary school degree","","","",""
"Never","2014","Saxony-Anhalt","college entrance qualification","","","",""
"Never","2014","Saxony-Anhalt","Other degree","","","",""
"Never","2014","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","2014","Thuringia","lower secondary degree","","","",""
"Never","2014","Thuringia","secondary school degree","","","",""
"Never","2014","Thuringia","college entrance qualification","","","",""
"Never","2014","Thuringia","Other degree","","","",""
"Never","2014","Thuringia","no degree/no degree yet","","","",""
"Very often","2015","Schleswig-Holstein","lower secondary degree","","","",""
"Very often","2015","Schleswig-Holstein","secondary school degree","","","",""
"Very often","2015","Schleswig-Holstein","college entrance qualification","","","",""
"Very often","2015","Schleswig-Holstein","Other degree","","","",""
"Very often","2015","Schleswig-Holstein","no degree/no degree yet","","","",""
"Very often","2015","Hamburg","lower secondary degree","","","",""
"Very often","2015","Hamburg","secondary school degree","","","",""
"Very often","2015","Hamburg","college entrance qualification","","","",""
"Very often","2015","Hamburg","Other degree","","","",""
"Very often","2015","Hamburg","no degree/no degree yet","","","",""
"Very often","2015","Lower Saxony","lower secondary degree","","","",""
"Very often","2015","Lower Saxony","secondary school degree","","","",""
"Very often","2015","Lower Saxony","college entrance qualification","","","",""
"Very often","2015","Lower Saxony","Other degree","","","",""
"Very often","2015","Lower Saxony","no degree/no degree yet","","","",""
"Very often","2015","Bremen","lower secondary degree","","","",""
"Very often","2015","Bremen","secondary school degree","","","",""
"Very often","2015","Bremen","college entrance qualification","","","",""
"Very often","2015","Bremen","Other degree","","","",""
"Very often","2015","Bremen","no degree/no degree yet","","","",""
"Very often","2015","North Rhine-Westphalia","lower secondary degree","","","",""
"Very often","2015","North Rhine-Westphalia","secondary school degree","","","",""
"Very often","2015","North Rhine-Westphalia","college entrance qualification","","","",""
"Very often","2015","North Rhine-Westphalia","Other degree","","","",""
"Very often","2015","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Very often","2015","Hesse","lower secondary degree","","","",""
"Very often","2015","Hesse","secondary school degree","","","",""
"Very often","2015","Hesse","college entrance qualification","","","",""
"Very often","2015","Hesse","Other degree","","","",""
"Very often","2015","Hesse","no degree/no degree yet","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Very often","2015","Baden-Württemberg","lower secondary degree","","","",""
"Very often","2015","Baden-Württemberg","secondary school degree","","","",""
"Very often","2015","Baden-Württemberg","college entrance qualification","","","",""
"Very often","2015","Baden-Württemberg","Other degree","","","",""
"Very often","2015","Baden-Württemberg","no degree/no degree yet","","","",""
"Very often","2015","Bavaria","lower secondary degree","","","",""
"Very often","2015","Bavaria","secondary school degree","","","",""
"Very often","2015","Bavaria","college entrance qualification","","","",""
"Very often","2015","Bavaria","Other degree","","","",""
"Very often","2015","Bavaria","no degree/no degree yet","","","",""
"Very often","2015","Berlin","lower secondary degree","","","",""
"Very often","2015","Berlin","secondary school degree","","","",""
"Very often","2015","Berlin","college entrance qualification","","","",""
"Very often","2015","Berlin","Other degree","","","",""
"Very often","2015","Berlin","no degree/no degree yet","","","",""
"Very often","2015","Brandenburg","lower secondary degree","","","",""
"Very often","2015","Brandenburg","secondary school degree","","","",""
"Very often","2015","Brandenburg","college entrance qualification","","","",""
"Very often","2015","Brandenburg","Other degree","","","",""
"Very often","2015","Brandenburg","no degree/no degree yet","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very often","2015","Saxony","lower secondary degree","","","",""
"Very often","2015","Saxony","secondary school degree","","","",""
"Very often","2015","Saxony","college entrance qualification","","","",""
"Very often","2015","Saxony","Other degree","","","",""
"Very often","2015","Saxony","no degree/no degree yet","","","",""
"Very often","2015","Saxony-Anhalt","lower secondary degree","","","",""
"Very often","2015","Saxony-Anhalt","secondary school degree","","","",""
"Very often","2015","Saxony-Anhalt","college entrance qualification","","","",""
"Very often","2015","Saxony-Anhalt","Other degree","","","",""
"Very often","2015","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very often","2015","Thuringia","lower secondary degree","","","",""
"Very often","2015","Thuringia","secondary school degree","","","",""
"Very often","2015","Thuringia","college entrance qualification","","","",""
"Very often","2015","Thuringia","Other degree","","","",""
"Very often","2015","Thuringia","no degree/no degree yet","","","",""
"Often","2015","Schleswig-Holstein","lower secondary degree","","","",""
"Often","2015","Schleswig-Holstein","secondary school degree","","","",""
"Often","2015","Schleswig-Holstein","college entrance qualification","","","",""
"Often","2015","Schleswig-Holstein","Other degree","","","",""
"Often","2015","Schleswig-Holstein","no degree/no degree yet","","","",""
"Often","2015","Hamburg","lower secondary degree","","","",""
"Often","2015","Hamburg","secondary school degree","","","",""
"Often","2015","Hamburg","college entrance qualification","","","",""
"Often","2015","Hamburg","Other degree","","","",""
"Often","2015","Hamburg","no degree/no degree yet","","","",""
"Often","2015","Lower Saxony","lower secondary degree","","","",""
"Often","2015","Lower Saxony","secondary school degree","","","",""
"Often","2015","Lower Saxony","college entrance qualification","","","",""
"Often","2015","Lower Saxony","Other degree","","","",""
"Often","2015","Lower Saxony","no degree/no degree yet","","","",""
"Often","2015","Bremen","lower secondary degree","","","",""
"Often","2015","Bremen","secondary school degree","","","",""
"Often","2015","Bremen","college entrance qualification","","","",""
"Often","2015","Bremen","Other degree","","","",""
"Often","2015","Bremen","no degree/no degree yet","","","",""
"Often","2015","North Rhine-Westphalia","lower secondary degree","","","",""
"Often","2015","North Rhine-Westphalia","secondary school degree","","","",""
"Often","2015","North Rhine-Westphalia","college entrance qualification","","","",""
"Often","2015","North Rhine-Westphalia","Other degree","","","",""
"Often","2015","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Often","2015","Hesse","lower secondary degree","","","",""
"Often","2015","Hesse","secondary school degree","","","",""
"Often","2015","Hesse","college entrance qualification","","","",""
"Often","2015","Hesse","Other degree","","","",""
"Often","2015","Hesse","no degree/no degree yet","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Often","2015","Baden-Württemberg","lower secondary degree","","","",""
"Often","2015","Baden-Württemberg","secondary school degree","","","",""
"Often","2015","Baden-Württemberg","college entrance qualification","","","",""
"Often","2015","Baden-Württemberg","Other degree","","","",""
"Often","2015","Baden-Württemberg","no degree/no degree yet","","","",""
"Often","2015","Bavaria","lower secondary degree","","","",""
"Often","2015","Bavaria","secondary school degree","","","",""
"Often","2015","Bavaria","college entrance qualification","","","",""
"Often","2015","Bavaria","Other degree","","","",""
"Often","2015","Bavaria","no degree/no degree yet","","","",""
"Often","2015","Berlin","lower secondary degree","","","",""
"Often","2015","Berlin","secondary school degree","","","",""
"Often","2015","Berlin","college entrance qualification","","","",""
"Often","2015","Berlin","Other degree","","","",""
"Often","2015","Berlin","no degree/no degree yet","","","",""
"Often","2015","Brandenburg","lower secondary degree","","","",""
"Often","2015","Brandenburg","secondary school degree","","","",""
"Often","2015","Brandenburg","college entrance qualification","","","",""
"Often","2015","Brandenburg","Other degree","","","",""
"Often","2015","Brandenburg","no degree/no degree yet","","","",""
"Often","2015","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Often","2015","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Often","2015","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Often","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"Often","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Often","2015","Saxony","lower secondary degree","","","",""
"Often","2015","Saxony","secondary school degree","","","",""
"Often","2015","Saxony","college entrance qualification","","","",""
"Often","2015","Saxony","Other degree","","","",""
"Often","2015","Saxony","no degree/no degree yet","","","",""
"Often","2015","Saxony-Anhalt","lower secondary degree","","","",""
"Often","2015","Saxony-Anhalt","secondary school degree","","","",""
"Often","2015","Saxony-Anhalt","college entrance qualification","","","",""
"Often","2015","Saxony-Anhalt","Other degree","","","",""
"Often","2015","Saxony-Anhalt","no degree/no degree yet","","","",""
"Often","2015","Thuringia","lower secondary degree","","","",""
"Often","2015","Thuringia","secondary school degree","","","",""
"Often","2015","Thuringia","college entrance qualification","","","",""
"Often","2015","Thuringia","Other degree","","","",""
"Often","2015","Thuringia","no degree/no degree yet","","","",""
"Sometimes","2015","Schleswig-Holstein","lower secondary degree","","","",""
"Sometimes","2015","Schleswig-Holstein","secondary school degree","","","",""
"Sometimes","2015","Schleswig-Holstein","college entrance qualification","","","",""
"Sometimes","2015","Schleswig-Holstein","Other degree","","","",""
"Sometimes","2015","Schleswig-Holstein","no degree/no degree yet","","","",""
"Sometimes","2015","Hamburg","lower secondary degree","","","",""
"Sometimes","2015","Hamburg","secondary school degree","","","",""
"Sometimes","2015","Hamburg","college entrance qualification","","","",""
"Sometimes","2015","Hamburg","Other degree","","","",""
"Sometimes","2015","Hamburg","no degree/no degree yet","","","",""
"Sometimes","2015","Lower Saxony","lower secondary degree","","","",""
"Sometimes","2015","Lower Saxony","secondary school degree","","","",""
"Sometimes","2015","Lower Saxony","college entrance qualification","","","",""
"Sometimes","2015","Lower Saxony","Other degree","","","",""
"Sometimes","2015","Lower Saxony","no degree/no degree yet","","","",""
"Sometimes","2015","Bremen","lower secondary degree","","","",""
"Sometimes","2015","Bremen","secondary school degree","","","",""
"Sometimes","2015","Bremen","college entrance qualification","","","",""
"Sometimes","2015","Bremen","Other degree","","","",""
"Sometimes","2015","Bremen","no degree/no degree yet","","","",""
"Sometimes","2015","North Rhine-Westphalia","lower secondary degree","","","",""
"Sometimes","2015","North Rhine-Westphalia","secondary school degree","","","",""
"Sometimes","2015","North Rhine-Westphalia","college entrance qualification","","","",""
"Sometimes","2015","North Rhine-Westphalia","Other degree","","","",""
"Sometimes","2015","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Sometimes","2015","Hesse","lower secondary degree","","","",""
"Sometimes","2015","Hesse","secondary school degree","","","",""
"Sometimes","2015","Hesse","college entrance qualification","","","",""
"Sometimes","2015","Hesse","Other degree","","","",""
"Sometimes","2015","Hesse","no degree/no degree yet","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Sometimes","2015","Baden-Württemberg","lower secondary degree","","","",""
"Sometimes","2015","Baden-Württemberg","secondary school degree","","","",""
"Sometimes","2015","Baden-Württemberg","college entrance qualification","","","",""
"Sometimes","2015","Baden-Württemberg","Other degree","","","",""
"Sometimes","2015","Baden-Württemberg","no degree/no degree yet","","","",""
"Sometimes","2015","Bavaria","lower secondary degree","","","",""
"Sometimes","2015","Bavaria","secondary school degree","","","",""
"Sometimes","2015","Bavaria","college entrance qualification","","","",""
"Sometimes","2015","Bavaria","Other degree","","","",""
"Sometimes","2015","Bavaria","no degree/no degree yet","","","",""
"Sometimes","2015","Berlin","lower secondary degree","","","",""
"Sometimes","2015","Berlin","secondary school degree","","","",""
"Sometimes","2015","Berlin","college entrance qualification","","","",""
"Sometimes","2015","Berlin","Other degree","","","",""
"Sometimes","2015","Berlin","no degree/no degree yet","","","",""
"Sometimes","2015","Brandenburg","lower secondary degree","","","",""
"Sometimes","2015","Brandenburg","secondary school degree","","","",""
"Sometimes","2015","Brandenburg","college entrance qualification","","","",""
"Sometimes","2015","Brandenburg","Other degree","","","",""
"Sometimes","2015","Brandenburg","no degree/no degree yet","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","Other degree","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Sometimes","2015","Saxony","lower secondary degree","","","",""
"Sometimes","2015","Saxony","secondary school degree","","","",""
"Sometimes","2015","Saxony","college entrance qualification","","","",""
"Sometimes","2015","Saxony","Other degree","","","",""
"Sometimes","2015","Saxony","no degree/no degree yet","","","",""
"Sometimes","2015","Saxony-Anhalt","lower secondary degree","","","",""
"Sometimes","2015","Saxony-Anhalt","secondary school degree","","","",""
"Sometimes","2015","Saxony-Anhalt","college entrance qualification","","","",""
"Sometimes","2015","Saxony-Anhalt","Other degree","","","",""
"Sometimes","2015","Saxony-Anhalt","no degree/no degree yet","","","",""
"Sometimes","2015","Thuringia","lower secondary degree","","","",""
"Sometimes","2015","Thuringia","secondary school degree","","","",""
"Sometimes","2015","Thuringia","college entrance qualification","","","",""
"Sometimes","2015","Thuringia","Other degree","","","",""
"Sometimes","2015","Thuringia","no degree/no degree yet","","","",""
"Rarely ","2015","Schleswig-Holstein","lower secondary degree","","","",""
"Rarely ","2015","Schleswig-Holstein","secondary school degree","","","",""
"Rarely ","2015","Schleswig-Holstein","college entrance qualification","","","",""
"Rarely ","2015","Schleswig-Holstein","Other degree","","","",""
"Rarely ","2015","Schleswig-Holstein","no degree/no degree yet","","","",""
"Rarely ","2015","Hamburg","lower secondary degree","","","",""
"Rarely ","2015","Hamburg","secondary school degree","","","",""
"Rarely ","2015","Hamburg","college entrance qualification","","","",""
"Rarely ","2015","Hamburg","Other degree","","","",""
"Rarely ","2015","Hamburg","no degree/no degree yet","","","",""
"Rarely ","2015","Lower Saxony","lower secondary degree","","","",""
"Rarely ","2015","Lower Saxony","secondary school degree","","","",""
"Rarely ","2015","Lower Saxony","college entrance qualification","","","",""
"Rarely ","2015","Lower Saxony","Other degree","","","",""
"Rarely ","2015","Lower Saxony","no degree/no degree yet","","","",""
"Rarely ","2015","Bremen","lower secondary degree","","","",""
"Rarely ","2015","Bremen","secondary school degree","","","",""
"Rarely ","2015","Bremen","college entrance qualification","","","",""
"Rarely ","2015","Bremen","Other degree","","","",""
"Rarely ","2015","Bremen","no degree/no degree yet","","","",""
"Rarely ","2015","North Rhine-Westphalia","lower secondary degree","","","",""
"Rarely ","2015","North Rhine-Westphalia","secondary school degree","","","",""
"Rarely ","2015","North Rhine-Westphalia","college entrance qualification","","","",""
"Rarely ","2015","North Rhine-Westphalia","Other degree","","","",""
"Rarely ","2015","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Rarely ","2015","Hesse","lower secondary degree","","","",""
"Rarely ","2015","Hesse","secondary school degree","","","",""
"Rarely ","2015","Hesse","college entrance qualification","","","",""
"Rarely ","2015","Hesse","Other degree","","","",""
